Menu item,Menu item,Item revenue per location,Item revenue,Item revenue (%),Items per location,Item volume,Item volume (%),AOV,Guests,Item return rate,Item re-order rate,Business date previous start,Business date previous end,Item revenue per location previous,Item revenue previous,Item revenue percentage previous,Item volume per location previous,Item volume previous,Item volume percentage previous,Item aov previous,Item guests previous,N day item return rate previous,N day item reorder rate previous,Item revenue per location absolute difference,Item revenue per location relative difference,Item revenue absolute difference,Item revenue relative difference,Item revenue percentage absolute difference,Item revenue percentage relative difference,Item volume per location absolute difference,Item volume per location relative difference,Item volume absolute difference,Item volume relative difference,Item volume percentage absolute difference,Item volume percentage relative difference,Item aov absolute difference,Item aov relative difference,Item guests absolute difference,Item guests relative difference,N day item return rate absolute difference,N day item return rate relative difference,N day item reorder rate absolute difference,N day item reorder rate relative difference
Mango Lassi Soft Serve,5fcf149c10ea2c92c14aac3f08472cf1,2.50,5.00,0.0000,1.0000,2,0.0000,,2,0.0000,0.0000,2024-12-30,2025-08-04,85.75,428.76,0.0004,20.4000,102.0000,0.0010,,75.0000,0.4400,0.1333,-83.25,-0.9708,-423.76,-0.9883,-0.0004,-0.9890,-19.4000,-0.9510,-100.0000,-0.9804,-0.0009,-0.9812,,,-73.0000,,-0.4400,-1.0000,-0.1333,-1.0000
Salad Bowl,12e1c60082e99443f0803dea36bcfd1e,4116.22,20581.12,0.0178,294.0000,1470,0.0135,42.22,511,0.3797,0.2110,2024-12-30,2025-08-04,4873.95,24369.73,0.0222,359.4000,1797.0000,0.0169,39.88,434.0000,0.3525,0.1728,-757.72,-0.1555,-3788.61,-0.1555,-0.0044,-0.1998,-65.4000,-0.1820,-327.0000,-0.1820,-0.0034,-0.2019,2.33,0.0585,77.0000,0.1774,0.0272,0.0772,0.0382,0.2208
Side of Sauce,32614679d8cded9c7fb9f39d0de52643,376.83,1884.13,0.0016,75.6000,378,0.0035,50.84,123,0.4242,0.1212,2024-12-30,2025-08-04,266.76,1333.78,0.0012,53.4000,267.0000,0.0025,47.75,54.0000,0.4074,0.1481,110.07,0.4126,550.35,0.4126,0.0004,0.3385,22.2000,0.4157,111.0000,0.4157,0.0010,0.3815,3.09,0.0647,69.0000,,0.0168,0.0413,-0.0269,-0.1818
Cauliflower + Quinoa - Club Feast,6464b9d4d617f8abfaa0cdd85d8f43a6,27.57,27.57,0.0000,3.0000,3,0.0000,,0,0.0000,0.0000,2024-12-30,2025-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greens + Grains Bowl,3a65db2934efc6fe92bd7535047b7ae0,15601.03,78005.16,0.0673,1142.2000,5711,0.0523,32.71,2187,0.3425,0.2046,2024-12-30,2025-08-04,20278.49,101392.44,0.0924,1559.8000,7799.0000,0.0732,31.94,1739.0000,0.3594,0.2030,-4677.46,-0.2307,-23387.28,-0.2307,-0.0250,-0.2710,-417.6000,-0.2677,-2088.0000,-0.2677,-0.0209,-0.2856,0.77,0.0242,448.0000,0.2576,-0.0169,-0.0469,0.0016,0.0079
Homemade Juice,d6f19fa56665e191989db7a893806ea1,543.54,2717.70,0.0023,196.0000,980,0.0090,35.36,360,0.4610,0.2013,2024-12-30,2025-08-04,833.27,4166.33,0.0038,298.6000,1493.0000,0.0140,33.98,464.0000,0.4547,0.2091,-289.73,-0.3477,-1448.63,-0.3477,-0.0014,-0.3819,-102.6000,-0.3436,-513.0000,-0.3436,-0.0050,-0.3596,1.39,0.0408,-104.0000,-0.2241,0.0063,0.0138,-0.0078,-0.0371
That Fire Hot Sauce - Side,14e40e9f01921c00a883fd7cd5d5130f,99.27,496.33,0.0004,219.0000,1095,0.0100,36.73,189,0.3077,0.0659,2024-12-30,2025-08-04,95.64,478.20,0.0004,201.8000,1009.0000,0.0095,38.93,129.0000,0.3178,0.0543,3.63,0.0379,18.13,0.0379,-0.0000,-0.0165,17.2000,0.0852,86.0000,0.0852,0.0006,0.0587,-2.20,-0.0566,60.0000,0.4651,-0.0101,-0.0319,0.0117,0.2151
Iced Oat Masala Chai,4b20ca2314d50af8a833d825f8497f0e,908.37,4541.83,0.0039,170.2000,851,0.0078,47.15,303,0.4300,0.1200,2024-12-30,2025-08-04,774.66,3873.31,0.0035,158.2000,791.0000,0.0074,47.17,197.0000,0.3959,0.0863,133.70,0.1726,668.52,0.1726,0.0004,0.1111,12.0000,0.0759,60.0000,0.0759,0.0004,0.0497,-0.02,-0.0005,106.0000,0.5381,0.0341,0.0860,0.0337,0.3906
Olipop - Lemon Lime,d0f6c9eca03c9e01cc39075f92426076,249.46,1247.29,0.0011,69.8000,349,0.0032,44.21,99,0.3103,0.0345,2024-12-30,2025-08-04,164.06,820.31,0.0007,45.6000,228.0000,0.0021,44.54,48.0000,0.2917,0.1250,85.40,0.5205,426.98,0.5205,0.0003,0.4407,24.2000,0.5307,121.0000,0.5307,0.0011,0.4935,-0.33,-0.0073,51.0000,,0.0187,0.0640,-0.0905,-0.7241
Masala Chai Cookies,25a7af37faf799e0226041f2b0b2e282,893.16,4465.79,0.0039,391.8000,1959,0.0179,40.26,537,0.3632,0.0849,2024-12-30,2025-08-04,874.53,4372.64,0.0040,357.4000,1787.0000,0.0168,41.03,288.0000,0.3646,0.0868,18.63,0.0213,93.15,0.0213,-0.0001,-0.0323,34.4000,0.0963,172.0000,0.0963,0.0012,0.0695,-0.77,-0.0187,249.0000,0.8646,-0.0014,-0.0038,-0.0019,-0.0219
Olipop - Root Beer,c16064aeb99eec0b8f7e38e0536ef4cd,13.75,41.25,0.0000,4.0000,12,0.0001,,2,1.0000,0.0000,2024-12-30,2025-08-04,126.34,631.72,0.0006,34.8000,174.0000,0.0016,45.82,31.0000,0.3226,0.0968,-112.59,-0.8912,-590.47,-0.9347,-0.0005,-0.9381,-30.8000,-0.8851,-162.0000,-0.9310,-0.0015,-0.9326,,,-29.0000,,0.6774,2.1000,-0.0968,-1.0000
Chai Chocolate Chip Cookie Basket,ea783d98c100a4c1e65143e2bb602772,276.95,276.95,0.0002,5.0000,5,0.0000,,0,0.0000,0.0000,2024-12-30,2025-08-04,15.50,15.50,0.0000,1.0000,1.0000,0.0000,,0.0000,0.0000,0.0000,261.45,16.8677,261.45,,0.0002,15.9304,4.0000,4.0000,4.0000,,0.0000,4.1111,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Combo Naan Basket,9cc436c3ae964438e389cbfb73a9bbf8,188.93,188.93,0.0002,7.0000,7,0.0001,,0,0.0000,0.0000,2024-12-30,2025-08-04,26.99,26.99,0.0000,1.0000,1.0000,0.0000,,0.0000,0.0000,0.0000,161.94,6.0000,161.94,,0.0001,5.6328,6.0000,6.0000,6.0000,,0.0001,6.1111,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Butter Chicken Burrito,037d8e4f48a3c66db8eaff8a4770bc84,7643.57,38217.87,0.0330,576.6000,2883,0.0264,37.63,975,0.3348,0.1441,2024-12-30,2025-08-04,8512.40,42562.00,0.0388,698.8000,3494.0000,0.0328,36.10,1167.0000,0.3333,0.1440,-868.83,-0.1021,-4344.13,-0.1021,-0.0058,-0.1492,-122.2000,-0.1749,-611.0000,-0.1749,-0.0064,-0.1950,1.53,0.0424,-192.0000,-0.1645,0.0015,0.0044,0.0002,0.0011
