Menu item,Menu item,Item revenue per location,Item revenue,Item revenue (%),Items per location,Item volume,Item volume (%),AOV,Guests,Item return rate,Item re-order rate,Business date previous start,Business date previous end,Item revenue per location previous,Item revenue previous,Item revenue percentage previous,Item volume per location previous,Item volume previous,Item volume percentage previous,Item aov previous,Item guests previous,N day item return rate previous,N day item reorder rate previous,Item revenue per location absolute difference,Item revenue per location relative difference,Item revenue absolute difference,Item revenue relative difference,Item revenue percentage absolute difference,Item revenue percentage relative difference,Item volume per location absolute difference,Item volume per location relative difference,Item volume absolute difference,Item volume relative difference,Item volume percentage absolute difference,Item volume percentage relative difference,Item aov absolute difference,Item aov relative difference,Item guests absolute difference,Item guests relative difference,N day item return rate absolute difference,N day item return rate relative difference,N day item reorder rate absolute difference,N day item reorder rate relative difference
Mango Lassi,612a2d386edc9534c9b0c2d1c8cb2290,650.79,3253.95,0.0175,126.2000,631,0.0365,41.95,139,0.2662,0.1583,2025-05-26,2025-06-29,536.47,2682.33,0.0143,108.2000,541.0000,0.0301,41.80,129.0000,0.2791,0.1318,114.32,0.2131,571.62,0.2131,0.0032,0.2237,18.0000,0.1664,90.0000,0.1664,0.0064,0.2124,0.15,0.0037,10.0000,0.0775,-0.0129,-0.0462,0.0265,0.2010
Cucumber Raita,b6aef261062648a464a75abf3a88d636,75.97,379.87,0.0020,28.2000,141,0.0082,43.31,38,0.1053,0.0263,2025-05-26,2025-06-29,68.73,343.64,0.0018,23.2000,116.0000,0.0065,45.64,30.0000,0.2333,0.0667,7.25,0.1054,36.23,0.1054,0.0002,0.1150,5.0000,0.2155,25.0000,0.2155,0.0017,0.2635,-2.33,-0.0511,8.0000,,-0.1281,-0.5489,-0.0404,-0.6053
Butter Chicken,9c31e042dca639957d77cf56d13f5e1d,2426.19,12130.95,0.0654,155.6000,778,0.0450,50.35,154,0.2013,0.1104,2025-05-26,2025-06-29,2832.73,14163.64,0.0757,189.6000,948.0000,0.0528,47.03,75.0000,0.2533,0.1067,-406.54,-0.1435,-2032.69,-0.1435,-0.0103,-0.1361,-34.0000,-0.1793,-170.0000,-0.1793,-0.0078,-0.1469,3.32,0.0707,79.0000,,-0.0520,-0.2054,0.0037,0.0349
Spiced Cauli + Quinoa Bowl,1e8e6594ecff87b7c75c081bd791f412,526.97,2634.87,0.0142,41.2000,206,0.0119,47.16,67,0.2388,0.1194,2025-05-26,2025-06-29,388.58,1942.90,0.0104,31.8000,159.0000,0.0089,48.95,77.0000,0.3636,0.1948,138.39,0.3562,691.97,0.3562,0.0038,0.3680,9.4000,0.2956,47.0000,0.2956,0.0031,0.3468,-1.78,-0.0364,-10.0000,,-0.1248,-0.3433,-0.0754,-0.3871
Spicy Chili Chicken Bowl,f69c4f89d02ed8113b95711324f0c441,4146.49,20732.43,0.1117,285.6000,1428,0.0827,40.37,190,0.2947,0.2105,2025-05-26,2025-06-29,3523.36,17616.80,0.0941,259.0000,1295.0000,0.0721,36.31,272.0000,0.2978,0.1471,623.13,0.1769,3115.63,0.1769,0.0176,0.1871,26.6000,0.1027,133.0000,0.1027,0.0105,0.1462,4.06,0.1118,-82.0000,-0.3015,-0.0031,-0.0103,0.0635,0.4316
Homemade Juice,d6f19fa56665e191989db7a893806ea1,115.47,577.33,0.0031,39.4000,197,0.0114,39.60,62,0.2258,0.0968,2025-05-26,2025-06-29,142.17,710.84,0.0038,51.0000,255.0000,0.0142,35.70,91.0000,0.3297,0.1429,-26.70,-0.1878,-133.51,-0.1878,-0.0007,-0.1808,-11.6000,-0.2275,-58.0000,-0.2275,-0.0028,-0.1970,3.90,0.1093,-29.0000,,-0.1039,-0.3151,-0.0461,-0.3226
That Fire Hot Sauce (Bottle),7ae3bbc205a3328f25e2d5981234643d,15.75,63.00,0.0003,2.2500,9,0.0005,,2,0.5000,0.0000,2025-05-26,2025-06-29,24.54,98.16,0.0005,2.7500,11.0000,0.0006,,2.0000,0.0000,0.0000,-8.79,-0.3582,-35.16,,-0.0002,-0.3526,-0.5000,-0.1818,-2.0000,,-0.0001,-0.1501,,,0.0000,,0.5000,0.0000,0.0000,0.0000
Grain Bowl,8f1eb7b733a778fa96d20356d25b7acb,2865.92,14329.59,0.0772,208.2000,1041,0.0603,32.59,283,0.2862,0.2403,2025-05-26,2025-06-29,2825.95,14129.75,0.0755,226.2000,1131.0000,0.0630,28.38,398.0000,0.3015,0.1884,39.97,0.0141,199.84,0.0141,0.0017,0.0230,-18.0000,-0.0796,-90.0000,-0.0796,-0.0027,-0.0432,4.21,0.1482,-115.0000,-0.2889,-0.0153,-0.0507,0.0518,0.2751
Open Water Sparkling Water,bd334657d0647a944bf877236ce1ddf7,9.00,36.00,0.0002,3.2500,13,0.0008,,2,0.5000,0.0000,2025-05-26,2025-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Open Water Still Water,924a62abf03e0973f0882c9bc80cf78d,31.80,159.00,0.0009,10.6000,53,0.0031,,6,0.3333,0.1667,2025-05-26,2025-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicken Tikka Masala,267c2347c906518c838773cc8332e72e,1602.32,8011.60,0.0432,101.8000,509,0.0295,48.93,98,0.1735,0.1122,2025-05-26,2025-06-29,3112.40,15561.98,0.0831,219.6000,1098.0000,0.0611,45.25,130.0000,0.2308,0.0923,-1510.08,-0.4852,-7550.38,-0.4852,-0.0400,-0.4807,-117.8000,-0.5364,-589.0000,-0.5364,-0.0317,-0.5181,3.68,0.0813,-32.0000,-0.2462,-0.0573,-0.2483,0.0199,0.2160
Greens + Grains Bowl,3a65db2934efc6fe92bd7535047b7ae0,2708.60,13542.98,0.0730,193.8000,969,0.0561,34.17,275,0.2073,0.1564,2025-05-26,2025-06-29,2749.12,13745.62,0.0734,220.0000,1100.0000,0.0613,28.43,397.0000,0.2997,0.1990,-40.53,-0.0147,-202.64,-0.0147,-0.0005,-0.0062,-26.2000,-0.1191,-131.0000,-0.1191,-0.0052,-0.0843,5.74,0.2021,-122.0000,-0.3073,-0.0925,-0.3085,-0.0426,-0.2142
Lamb Kebab Bowl,e67440b5f094175ee64ce831322fe016,953.91,4769.53,0.0257,62.0000,310,0.0179,47.62,98,0.2653,0.0918,2025-05-26,2025-06-29,892.92,4464.62,0.0238,68.2000,341.0000,0.0190,41.43,181.0000,0.2265,0.0829,60.98,0.0683,304.91,0.0683,0.0019,0.0776,-6.2000,-0.0909,-31.0000,-0.0909,-0.0010,-0.0550,6.19,0.1494,-83.0000,-0.4586,0.0388,0.1712,0.0090,0.1082
Salad Bowl,12e1c60082e99443f0803dea36bcfd1e,660.97,3304.87,0.0178,46.0000,230,0.0133,41.94,73,0.2192,0.0822,2025-05-26,2025-06-29,674.84,3374.22,0.0180,51.0000,255.0000,0.0142,39.69,99.0000,0.2525,0.1111,-13.87,-0.0206,-69.35,-0.0206,-0.0002,-0.0120,-5.0000,-0.0980,-25.0000,-0.0980,-0.0009,-0.0625,2.25,0.0566,-26.0000,,-0.0333,-0.1321,-0.0289,-0.2603
Olipop - Lemon Lime,d0f6c9eca03c9e01cc39075f92426076,38.21,191.03,0.0010,11.0000,55,0.0032,,9,0.2222,0.1111,2025-05-26,2025-06-29,23.96,119.79,0.0006,6.6000,33.0000,0.0018,,6.0000,0.1667,0.0000,14.25,0.5947,71.24,0.5947,0.0004,0.6086,4.4000,0.6667,22.0000,,0.0013,0.7323,,,3.0000,,0.0556,0.3333,0.1111,0.0000
Paneer Tikka Bowl,1680a4357e2ab3fb482a56d60603525a,3728.11,18640.56,0.1004,266.4000,1332,0.0771,40.05,188,0.2766,0.1489,2025-05-26,2025-06-29,2825.66,14128.32,0.0755,213.2000,1066.0000,0.0594,34.97,281.0000,0.3025,0.1993,902.45,0.3194,4512.24,0.3194,0.0250,0.3309,53.2000,0.2495,266.0000,0.2495,0.0177,0.2989,5.08,0.1451,-93.0000,-0.3310,-0.0259,-0.0856,-0.0504,-0.2527
Spindrift - Lemon,9c741ccf6f8529297f729b75ce83a4f6,30.61,153.07,0.0008,11.0000,55,0.0032,,12,0.1667,0.0833,2025-05-26,2025-06-29,24.03,120.14,0.0006,8.4000,42.0000,0.0023,,7.0000,0.4286,0.4286,6.59,0.2741,32.93,0.2741,0.0002,0.2852,2.6000,0.3095,13.0000,,0.0008,0.3613,,,5.0000,,-0.2619,-0.6111,-0.3452,-0.8056
Strawberry Lassi,6c09d93c3dca4c4768fd5830f10d2afb,131.29,656.43,0.0035,24.4000,122,0.0071,55.53,25,0.4400,0.0400,2025-05-26,2025-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iced Oat Masala Chai,4b20ca2314d50af8a833d825f8497f0e,159.83,799.17,0.0043,29.8000,149,0.0086,58.12,28,0.3214,0.1429,2025-05-26,2025-06-29,145.30,726.50,0.0039,28.8000,144.0000,0.0080,48.22,39.0000,0.1795,0.0513,14.53,0.1000,72.67,0.1000,0.0004,0.1096,1.0000,0.0347,5.0000,0.0347,0.0006,0.0756,9.90,0.2053,-11.0000,,0.1419,0.7908,0.0916,1.7857
Mini Samosas,adb32f1bdc98ccdf3a40e53c1eb1948f,440.74,2203.72,0.0119,184.4000,922,0.0534,36.11,170,0.2118,0.1059,2025-05-26,2025-06-29,378.53,1892.63,0.0101,148.0000,740.0000,0.0412,38.63,158.0000,0.3418,0.1582,62.22,0.1644,311.09,0.1644,0.0018,0.1745,36.4000,0.2459,182.0000,0.2459,0.0122,0.2951,-2.52,-0.0652,12.0000,0.0759,-0.1300,-0.3804,-0.0523,-0.3308
Chicken Tikka Bowl,19eee3ab8ae56d4fa56ef6ce1485693d,8694.91,43474.56,0.2343,671.6000,3358,0.1944,34.07,443,0.2325,0.1648,2025-05-26,2025-06-29,5478.07,27390.36,0.1463,445.8000,2229.0000,0.1241,33.51,447.0000,0.2841,0.1477,3216.84,0.5872,16084.20,0.5872,0.0879,0.6010,225.8000,0.5065,1129.0000,0.5065,0.0703,0.5660,0.56,0.0167,-4.0000,-0.0089,-0.0516,-0.1817,0.0171,0.1161
Kids BYO,66c163b662cda637cb2478e2112386c7,372.63,1863.16,0.0100,46.6000,233,0.0135,34.97,82,0.2561,0.1585,2025-05-26,2025-06-29,328.11,1640.56,0.0088,41.4000,207.0000,0.0115,35.11,65.0000,0.3385,0.2000,44.52,0.1357,222.60,0.1357,0.0013,0.1456,5.2000,0.1256,26.0000,0.1256,0.0020,0.1700,-0.13,-0.0038,17.0000,,-0.0824,-0.2433,-0.0415,-0.2073
Naan,29f3e38343ae99ac5524ed1ddb2b1d6e,157.95,789.73,0.0043,50.6000,253,0.0146,41.82,61,0.3443,0.1967,2025-05-26,2025-06-29,152.71,763.53,0.0041,74.2000,371.0000,0.0207,43.51,71.0000,0.2254,0.0704,5.24,0.0343,26.20,0.0343,0.0002,0.0433,-23.6000,-0.3181,-118.0000,-0.3181,-0.0060,-0.2911,-1.70,-0.0390,-10.0000,,0.1189,0.5277,0.1263,1.7934
Masala Chai - Oat Milk,d1d6cda5119313e3fecde5947361fe9f,30.09,150.45,0.0008,6.4000,32,0.0019,,10,0.4000,0.2000,2025-05-26,2025-06-29,25.93,129.66,0.0007,5.6000,28.0000,0.0016,,3.0000,0.6667,0.0000,4.16,0.1603,20.79,0.1603,0.0001,0.1704,0.8000,0.1429,4.0000,,0.0003,0.1879,,,7.0000,,-0.2667,-0.4000,0.2000,0.0000
Side of Main,03d76c3a768e84f8c0bbad2f13d4188a,167.41,837.03,0.0045,33.2000,166,0.0096,37.77,38,0.2368,0.1053,2025-05-26,2025-06-29,115.14,575.71,0.0031,20.6000,103.0000,0.0057,,22.0000,0.4091,0.0455,52.26,0.4539,261.32,0.4539,0.0014,0.4666,12.6000,0.6117,63.0000,0.6117,0.0039,0.6752,,,16.0000,,-0.1722,-0.4211,0.0598,1.3158
Chicken Tikka + Avocado Salad,0728e0a55ce8f942b4f93af58819db09,655.11,3275.54,0.0176,41.8000,209,0.0121,56.80,61,0.1803,0.1148,2025-05-26,2025-06-29,1288.05,6440.27,0.0344,95.2000,476.0000,0.0265,47.38,97.0000,0.2990,0.1031,-632.95,-0.4914,-3164.73,-0.4914,-0.0168,-0.4870,-53.4000,-0.5609,-267.0000,-0.5609,-0.0144,-0.5436,9.42,0.1989,-36.0000,,-0.1186,-0.3968,0.0117,0.1131
Side of Veggie,2bf13144a231acbd18bd6f39bace242a,48.27,241.37,0.0013,10.0000,50,0.0029,,9,0.3333,0.1111,2025-05-26,2025-06-29,106.59,532.96,0.0028,21.2000,106.0000,0.0059,,17.0000,0.2353,0.2353,-58.32,-0.5471,-291.59,-0.5471,-0.0015,-0.5432,-11.2000,-0.5283,-56.0000,-0.5283,-0.0030,-0.5097,,,-8.0000,,0.0980,0.4167,-0.1242,-0.5278
Wild Kombucha - Mango Peach,c5637f01dae60eb3ac82016ed498641e,45.94,229.69,0.0012,10.2000,51,0.0030,,11,0.2727,0.1818,2025-05-26,2025-06-29,29.52,147.60,0.0008,7.0000,35.0000,0.0019,,13.0000,0.0000,0.0000,16.42,0.5562,82.09,0.5562,0.0004,0.5697,3.2000,0.4571,16.0000,,0.0010,0.5146,,,-2.0000,,0.2727,0.0000,0.1818,0.0000
Icaro - Spearmint Yerba Mate,aa7243ca6f400ffe510c9bf89cf96707,12.00,36.00,0.0002,3.3333,10,0.0006,,2,0.0000,0.0000,2025-05-26,2025-06-29,21.84,87.36,0.0005,5.0000,20.0000,0.0011,,2.0000,0.5000,0.5000,-9.84,-0.4505,-51.36,,-0.0003,-0.5843,-1.6667,-0.3333,-10.0000,,-0.0005,-0.4803,,,0.0000,,-0.5000,-1.0000,-0.5000,-1.0000
Pick 2 Combo Plate,d12f9ec63617f8719dc1657b8e76514e,1016.75,5083.76,0.0274,62.6000,313,0.0181,43.93,86,0.2209,0.0698,2025-05-26,2025-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aloo Gobhi,d64c6c4491b32b7ee357a93508b45c4f,108.92,544.61,0.0029,7.6000,38,0.0022,,12,0.3333,0.1667,2025-05-26,2025-06-29,400.33,2001.65,0.0107,28.4000,142.0000,0.0079,,14.0000,0.3571,0.0714,-291.41,-0.7279,-1457.04,-0.7279,-0.0078,-0.7256,-20.8000,-0.7324,-104.0000,-0.7324,-0.0057,-0.7218,,,-2.0000,,-0.0238,-0.0667,0.0952,1.3333
Paneer Tikka Masala,6043fb3c3e1f6c4e9e5185337e926936,120.38,601.90,0.0032,8.0000,40,0.0023,,1,0.0000,0.0000,2025-05-26,2025-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saag Paneer,b2e5e331828a4748468e0853ec4d1f52,456.59,2282.95,0.0123,32.6000,163,0.0094,58.71,29,0.2069,0.0000,2025-05-26,2025-06-29,692.77,3463.84,0.0185,51.8000,259.0000,0.0144,55.66,38.0000,0.1842,0.0263,-236.18,-0.3409,-1180.89,-0.3409,-0.0062,-0.3352,-19.2000,-0.3707,-96.0000,-0.3707,-0.0050,-0.3458,3.05,0.0547,-9.0000,,0.0227,0.1232,-0.0263,-1.0000
Butter Chicken Burrito,037d8e4f48a3c66db8eaff8a4770bc84,897.70,4488.50,0.0242,68.0000,340,0.0197,37.61,134,0.2612,0.1269,2025-05-26,2025-06-29,1129.72,5648.62,0.0302,91.2000,456.0000,0.0254,36.43,247.0000,0.2591,0.1174,-232.02,-0.2054,-1160.12,-0.2054,-0.0060,-0.1985,-23.2000,-0.2544,-116.0000,-0.2544,-0.0057,-0.2249,1.18,0.0323,-113.0000,-0.4575,0.0021,0.0080,0.0095,0.0805
Sweet Cardamom Yogurt,41ee76536ff2c1a60482dbe87b9869c6,82.60,413.00,0.0022,26.2000,131,0.0076,42.65,27,0.2222,0.0741,2025-05-26,2025-06-29,83.14,415.72,0.0022,26.4000,132.0000,0.0074,42.06,25.0000,0.2800,0.0400,-0.54,-0.0065,-2.72,-0.0065,0.0000,0.0021,-0.2000,-0.0076,-1.0000,-0.0076,0.0002,0.0316,0.60,0.0142,2.0000,,-0.0578,-0.2064,0.0341,0.8518
Masala Chai,65f3d39b3b905d8708692e1987f25b8f,38.00,190.00,0.0010,10.0000,50,0.0029,,17,0.1765,0.1176,2025-05-26,2025-06-29,39.96,199.79,0.0011,9.6000,48.0000,0.0027,,13.0000,0.3077,0.0769,-1.96,-0.0490,-9.79,-0.0490,-0.0000,-0.0407,0.4000,0.0417,2.0000,,0.0002,0.0827,,,4.0000,,-0.1312,-0.4265,0.0407,0.5294
Side of Sauce,32614679d8cded9c7fb9f39d0de52643,55.23,276.13,0.0015,11.0000,55,0.0032,,11,0.1818,0.0909,2025-05-26,2025-06-29,49.15,245.73,0.0013,10.0000,50.0000,0.0028,,13.0000,0.3077,0.0769,6.08,0.1237,30.40,0.1237,0.0002,0.1335,1.0000,0.1000,5.0000,,0.0004,0.1437,,,-2.0000,,-0.1259,-0.4091,0.0140,0.1818
Tandoori Paneer Burrito,4c8c37c969bd13578ef2d13e11781bd9,442.14,2210.68,0.0119,29.4000,147,0.0085,30.27,42,0.3333,0.1905,2025-05-26,2025-06-29,374.35,1871.77,0.0100,29.4000,147.0000,0.0082,41.73,73.0000,0.2740,0.1370,67.78,0.1811,338.91,0.1811,0.0019,0.1913,0.0000,0.0000,0.0000,0.0000,0.0003,0.0395,-11.46,-0.2747,-31.0000,,0.0594,0.2167,0.0535,0.3905
Olipop - Cola,4d0b025abdd9a6e15ab6db940ec09ec9,21.00,105.00,0.0006,5.8000,29,0.0017,,3,0.0000,0.0000,2025-05-26,2025-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saag Chole,e7b06d260a320ee1e70d9b9577458895,43.30,216.50,0.0012,3.2000,16,0.0009,,0,0.0000,0.0000,2025-05-26,2025-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicken Curry,bd0e970348fd3d0bbb878201f9e6fd93,153.27,766.35,0.0041,9.6000,48,0.0028,,2,0.0000,0.0000,2025-05-26,2025-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
That Fire Hot Sauce - Side,14e40e9f01921c00a883fd7cd5d5130f,19.00,94.98,0.0005,41.2000,206,0.0119,37.24,25,0.2800,0.1200,2025-05-26,2025-06-29,14.65,73.27,0.0004,30.2000,151.0000,0.0084,38.91,19.0000,0.2105,0.0000,4.34,0.2963,21.71,,0.0001,0.3076,11.0000,0.3642,55.0000,0.3642,0.0035,0.4181,-1.67,-0.0430,6.0000,,0.0695,0.3300,0.1200,0.0000
Side of Grain,343ce46c5489f43ec64a165e5323783f,40.22,201.09,0.0011,15.6000,78,0.0045,,19,0.2632,0.1579,2025-05-26,2025-06-29,31.01,155.07,0.0008,11.0000,55.0000,0.0031,,15.0000,0.3333,0.1333,9.20,0.2968,46.02,0.2968,0.0003,0.3081,4.6000,0.4182,23.0000,,0.0015,0.4740,,,4.0000,,-0.0702,-0.2105,0.0246,0.1842
