Menu item,Menu item,Item revenue per location,Item revenue,Item revenue (%),Items per location,Item volume,Item volume (%),AOV,Guests,Item return rate,Item re-order rate,Business date previous start,Business date previous end,Item revenue per location previous,Item revenue previous,Item revenue percentage previous,Item volume per location previous,Item volume previous,Item volume percentage previous,Item aov previous,Item guests previous,N day item return rate previous,N day item reorder rate previous,Item revenue per location absolute difference,Item revenue per location relative difference,Item revenue absolute difference,Item revenue relative difference,Item revenue percentage absolute difference,Item revenue percentage relative difference,Item volume per location absolute difference,Item volume per location relative difference,Item volume absolute difference,Item volume relative difference,Item volume percentage absolute difference,Item volume percentage relative difference,Item aov absolute difference,Item aov relative difference,Item guests absolute difference,Item guests relative difference,N day item return rate absolute difference,N day item return rate relative difference,N day item reorder rate absolute difference,N day item reorder rate relative difference
Garlic Naan,d82b81ee46917a4a06cdfb7736d70417,514.06,2570.29,0.0186,162.2000,811,0.0609,38.06,168,0.3452,0.1905,2025-04-28,2025-05-25,323.24,1616.22,0.0122,128.0000,640.0000,0.0497,38.50,144.0000,0.3958,0.1944,190.81,0.5903,954.07,0.5903,0.0064,0.5209,34.2000,0.2672,171.0000,0.2672,0.0111,0.2233,-0.44,-0.0114,24.0000,0.1667,-0.0506,-0.1278,-0.0040,-0.0204
Icaro - Spearmint Yerba Mate,aa7243ca6f400ffe510c9bf89cf96707,15.75,31.50,0.0002,3.5000,7,0.0005,,3,0.3333,0.0000,2025-04-28,2025-05-25,13.60,67.99,0.0005,3.2000,16.0000,0.0012,,3.0000,0.6667,0.3333,2.15,0.1583,-36.49,,-0.0003,-0.5569,0.3000,0.0938,-9.0000,,-0.0007,-0.5780,,,0.0000,,-0.3333,-0.5000,-0.3333,-1.0000
That Fire Hot Sauce - Side,14e40e9f01921c00a883fd7cd5d5130f,13.21,66.06,0.0005,29.0000,145,0.0109,36.38,21,0.2381,0.0952,2025-04-28,2025-05-25,12.71,63.56,0.0005,25.6000,128.0000,0.0099,31.85,20.0000,0.4000,0.1500,0.50,0.0393,2.50,,-0.0000,-0.0060,3.4000,0.1328,17.0000,0.1328,0.0009,0.0936,4.54,0.1424,1.0000,,-0.1619,-0.4048,-0.0548,-0.3651
Samosa Chaat,ed1b49254bb3de73aa66c7b747f245fd,357.35,1786.76,0.0129,69.4000,347,0.0260,33.22,78,0.3974,0.2436,2025-04-28,2025-05-25,299.09,1495.47,0.0113,55.4000,277.0000,0.0215,35.48,72.0000,0.3889,0.2083,58.26,0.1948,291.29,0.1948,0.0016,0.1426,14.0000,0.2527,70.0000,0.2527,0.0045,0.2093,-2.26,-0.0637,6.0000,,0.0085,0.0220,0.0353,0.1692
Chicken Tikka Masala,267c2347c906518c838773cc8332e72e,992.56,4962.79,0.0359,63.4000,317,0.0238,44.81,96,0.3750,0.1667,2025-04-28,2025-05-25,590.52,2952.59,0.0223,52.4000,262.0000,0.0204,41.98,84.0000,0.3095,0.1190,402.04,0.6808,2010.20,0.6808,0.0135,0.6075,11.0000,0.2099,55.0000,0.2099,0.0034,0.1680,2.84,0.0676,12.0000,,0.0655,0.2115,0.0476,0.4000
Saag Paneer,b2e5e331828a4748468e0853ec4d1f52,463.11,2315.56,0.0167,33.0000,165,0.0124,43.01,19,0.3158,0.2105,2025-04-28,2025-05-25,73.63,368.16,0.0028,6.4000,32.0000,0.0025,,12.0000,0.2500,0.0833,389.48,5.2895,1947.40,5.2895,0.0139,5.0150,26.6000,4.1562,133.0000,,0.0099,3.9783,,,7.0000,,0.0658,0.2632,0.1272,1.5263
Saag Chole,e7b06d260a320ee1e70d9b9577458895,74.12,370.60,0.0027,5.4000,27,0.0020,,0,0.0000,0.0000,2025-04-28,2025-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spindrift - Lemon,9c741ccf6f8529297f729b75ce83a4f6,21.06,105.31,0.0008,8.0000,40,0.0030,,11,0.0909,0.0909,2025-04-28,2025-05-25,15.26,76.30,0.0006,5.4000,27.0000,0.0021,,7.0000,0.2857,0.2857,5.80,0.3802,29.01,,0.0002,0.3200,2.6000,0.4815,13.0000,,0.0009,0.4297,,,4.0000,,-0.1948,-0.6818,-0.1948,-0.6818
Wild Kombucha - Ginger,2800f7ea017d47701691d95876ecd531,26.65,133.26,0.0010,5.4000,27,0.0020,,7,0.4286,0.1429,2025-04-28,2025-05-25,19.00,95.00,0.0007,3.8000,19.0000,0.0015,,2.0000,0.5000,0.0000,7.65,0.4027,38.26,,0.0002,0.3415,1.6000,0.4211,8.0000,,0.0005,0.3717,,,5.0000,,-0.0714,-0.1429,0.1429,0.0000
Greens + Grains Bowl,3a65db2934efc6fe92bd7535047b7ae0,2067.28,10336.41,0.0747,157.8000,789,0.0592,31.07,250,0.4120,0.2680,2025-04-28,2025-05-25,2285.84,11429.22,0.0863,170.4000,852.0000,0.0662,31.34,298.0000,0.4463,0.2886,-218.56,-0.0956,-1092.81,-0.0956,-0.0117,-0.1351,-12.6000,-0.0739,-63.0000,-0.0739,-0.0070,-0.1060,-0.27,-0.0086,-48.0000,-0.1611,-0.0343,-0.0769,-0.0206,-0.0714
Chicken Tikka Bowl,19eee3ab8ae56d4fa56ef6ce1485693d,5739.12,28695.62,0.2073,448.4000,2242,0.1682,32.16,431,0.4037,0.3063,2025-04-28,2025-05-25,3306.80,16534.01,0.1249,268.6000,1343.0000,0.1044,33.34,317.0000,0.3943,0.2997,2432.32,0.7356,12161.61,0.7356,0.0824,0.6598,179.8000,0.6694,899.0000,0.6694,0.0638,0.6116,-1.18,-0.0354,114.0000,0.3596,0.0094,0.0238,0.0066,0.0220
Masala Chai Cookies,25a7af37faf799e0226041f2b0b2e282,110.88,554.38,0.0040,48.6000,243,0.0182,35.11,62,0.3387,0.1452,2025-04-28,2025-05-25,118.74,593.69,0.0045,49.4000,247.0000,0.0192,40.12,43.0000,0.4651,0.2093,-7.86,-0.0662,-39.31,-0.0662,-0.0005,-0.1070,-0.8000,-0.0162,-4.0000,-0.0162,-0.0010,-0.0502,-5.01,-0.1249,19.0000,,-0.1264,-0.2718,-0.0641,-0.3065
Lamb Kofta Korma,862bcdd46106196d86cd2e9bbbd63bc2,94.19,376.75,0.0027,5.5000,22,0.0017,,2,0.0000,0.0000,2025-04-28,2025-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paneer Butter Masala,529fd125fd5bc47236ae9c0242d971ee,217.37,1086.85,0.0079,15.2000,76,0.0057,,19,0.3684,0.1053,2025-04-28,2025-05-25,207.10,1035.51,0.0078,18.2000,91.0000,0.0071,,29.0000,0.4483,0.2069,10.27,0.0496,51.34,0.0496,0.0000,0.0038,-3.0000,-0.1648,-15.0000,,-0.0014,-0.1937,,,-10.0000,,-0.0799,-0.1781,-0.1016,-0.4912
Strawberry Lassi,6c09d93c3dca4c4768fd5830f10d2afb,92.73,463.65,0.0033,17.8000,89,0.0067,,24,0.4167,0.0833,2025-04-28,2025-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Open Water Sparkling Water,bd334657d0647a944bf877236ce1ddf7,10.20,51.00,0.0004,3.6000,18,0.0014,,5,0.2000,0.0000,2025-04-28,2025-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
That Fire Hot Sauce (Bottle),7ae3bbc205a3328f25e2d5981234643d,18.00,72.00,0.0005,2.0000,8,0.0006,,2,0.5000,0.0000,2025-04-28,2025-05-25,30.00,90.00,0.0007,3.3333,10.0000,0.0008,,0.0000,0.0000,0.0000,-12.00,-0.4000,-18.00,,-0.0002,-0.2349,-1.3333,-0.4000,-2.0000,,-0.0002,-0.2278,,,2.0000,,0.5000,0.0000,0.0000,0.0000
Grain Bowl,8f1eb7b733a778fa96d20356d25b7acb,3305.44,16527.18,0.1194,244.8000,1224,0.0918,30.75,277,0.4657,0.3827,2025-04-28,2025-05-25,2404.09,12020.45,0.0908,182.4000,912.0000,0.0709,28.52,318.0000,0.5094,0.3585,901.35,0.3749,4506.73,0.3749,0.0286,0.3149,62.4000,0.3421,312.0000,0.3421,0.0210,0.2957,2.24,0.0784,-41.0000,-0.1289,-0.0437,-0.0858,0.0242,0.0674
Spicy Chili Chicken Bowl,f69c4f89d02ed8113b95711324f0c441,2877.85,14389.27,0.1040,200.8000,1004,0.0753,35.49,178,0.4382,0.2978,2025-04-28,2025-05-25,3451.39,17256.96,0.1304,251.0000,1255.0000,0.0975,36.42,188.0000,0.3723,0.2340,-573.54,-0.1662,-2867.69,-0.1662,-0.0264,-0.2026,-50.2000,-0.2000,-251.0000,-0.2000,-0.0222,-0.2277,-0.93,-0.0256,-10.0000,-0.0532,0.0659,0.1769,0.0637,0.2722
Chicken Curry,bd0e970348fd3d0bbb878201f9e6fd93,148.62,743.10,0.0054,9.6000,48,0.0036,,3,0.3333,0.3333,2025-04-28,2025-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicken Tikka + Avocado Salad,0728e0a55ce8f942b4f93af58819db09,605.73,3028.63,0.0219,39.0000,195,0.0146,47.38,54,0.3148,0.1667,2025-04-28,2025-05-25,604.68,3023.41,0.0228,44.8000,224.0000,0.0174,49.84,68.0000,0.3235,0.1912,1.04,0.0017,5.22,0.0017,-0.0010,-0.0420,-5.8000,-0.1295,-29.0000,-0.1295,-0.0028,-0.1596,-2.45,-0.0492,-14.0000,,-0.0087,-0.0269,-0.0245,-0.1282
Side of Veggie,2bf13144a231acbd18bd6f39bace242a,57.87,289.33,0.0021,11.4000,57,0.0043,,11,0.5455,0.3636,2025-04-28,2025-05-25,74.09,370.45,0.0028,14.8000,74.0000,0.0058,,16.0000,0.5000,0.3125,-16.22,-0.2190,-81.12,-0.2190,-0.0007,-0.2531,-3.4000,-0.2297,-17.0000,,-0.0015,-0.2564,,,-5.0000,,0.0455,0.0909,0.0511,0.1636
Naan,29f3e38343ae99ac5524ed1ddb2b1d6e,151.10,755.48,0.0055,61.8000,309,0.0232,37.31,79,0.3924,0.1772,2025-04-28,2025-05-25,115.01,575.04,0.0043,56.8000,284.0000,0.0221,40.82,69.0000,0.4203,0.2029,36.09,0.3138,180.44,0.3138,0.0011,0.2564,5.0000,0.0880,25.0000,0.0880,0.0011,0.0504,-3.51,-0.0860,10.0000,,-0.0279,-0.0663,-0.0257,-0.1266
Masala Chai,65f3d39b3b905d8708692e1987f25b8f,31.00,155.00,0.0011,7.8000,39,0.0029,,14,0.2143,0.0714,2025-04-28,2025-05-25,38.55,192.74,0.0015,10.0000,50.0000,0.0039,,12.0000,0.3333,0.0833,-7.55,-0.1958,-37.74,-0.1958,-0.0003,-0.2309,-2.2000,-0.2200,-11.0000,,-0.0010,-0.2470,,,2.0000,,-0.1190,-0.3571,-0.0119,-0.1428
Mango Lassi,612a2d386edc9534c9b0c2d1c8cb2290,476.98,2384.92,0.0172,93.4000,467,0.0350,39.42,120,0.4583,0.2833,2025-04-28,2025-05-25,409.03,2045.17,0.0155,85.4000,427.0000,0.0332,37.22,97.0000,0.5258,0.2990,67.95,0.1661,339.75,0.1661,0.0018,0.1152,8.0000,0.0937,40.0000,0.0937,0.0019,0.0559,2.20,0.0590,23.0000,,-0.0674,-0.1283,-0.0156,-0.0523
Tandoori Paneer Burrito,4c8c37c969bd13578ef2d13e11781bd9,446.02,2230.10,0.0161,29.4000,147,0.0110,33.05,41,0.4390,0.3171,2025-04-28,2025-05-25,305.57,1527.87,0.0115,23.6000,118.0000,0.0092,38.93,46.0000,0.2826,0.0870,140.45,0.4596,702.23,0.4596,0.0046,0.3959,5.8000,0.2458,29.0000,0.2458,0.0019,0.2027,-5.88,-0.1509,-5.0000,,0.1564,0.5535,0.2301,2.6463
Side of Grain,343ce46c5489f43ec64a165e5323783f,25.80,129.00,0.0009,9.2000,46,0.0035,,10,0.5000,0.3000,2025-04-28,2025-05-25,15.00,75.00,0.0006,5.0000,25.0000,0.0019,,9.0000,0.4444,0.2222,10.80,0.7200,54.00,,0.0004,0.6449,4.2000,0.8400,21.0000,,0.0015,0.7766,,,1.0000,,0.0556,0.1250,0.0778,0.3500
BYO Burrito,19dfcc1e39e0cab78562faa5ab55adbb,322.16,1610.80,0.0116,23.2000,116,0.0087,34.12,39,0.5128,0.3846,2025-04-28,2025-05-25,162.58,812.92,0.0061,13.0000,65.0000,0.0051,,23.0000,0.3913,0.1739,159.58,0.9815,797.88,0.9815,0.0055,0.8950,10.2000,0.7846,51.0000,,0.0037,0.7229,,,16.0000,,0.1215,0.3105,0.2107,1.2115
Salad Bowl,12e1c60082e99443f0803dea36bcfd1e,514.70,2573.49,0.0186,38.4000,192,0.0144,37.36,62,0.4677,0.2903,2025-04-28,2025-05-25,593.12,2965.58,0.0224,43.6000,218.0000,0.0169,41.72,82.0000,0.3780,0.2073,-78.42,-0.1322,-392.09,-0.1322,-0.0038,-0.1701,-5.2000,-0.1193,-26.0000,-0.1193,-0.0025,-0.1497,-4.36,-0.1045,-20.0000,,0.0897,0.2373,0.0830,0.4004
Masala Chai - Oat Milk,d1d6cda5119313e3fecde5947361fe9f,40.00,200.00,0.0014,10.0000,50,0.0038,,16,0.3125,0.0625,2025-04-28,2025-05-25,18.81,94.06,0.0007,4.6000,23.0000,0.0018,,7.0000,0.5714,0.1429,21.19,1.1263,105.94,,0.0007,1.0335,5.4000,1.1739,27.0000,,0.0020,1.0984,,,9.0000,,-0.2589,-0.4531,-0.0804,-0.5625
Butter Chicken Burrito,037d8e4f48a3c66db8eaff8a4770bc84,797.03,3985.13,0.0288,59.8000,299,0.0224,37.34,114,0.3947,0.1754,2025-04-28,2025-05-25,813.69,4068.45,0.0307,68.4000,342.0000,0.0266,31.91,188.0000,0.3777,0.1809,-16.66,-0.0205,-83.32,-0.0205,-0.0019,-0.0632,-8.6000,-0.1257,-43.0000,-0.1257,-0.0041,-0.1560,5.44,0.1705,-74.0000,-0.3936,0.0171,0.0452,-0.0054,-0.0299
Iced Oat Masala Chai,4b20ca2314d50af8a833d825f8497f0e,150.32,751.58,0.0054,28.6000,143,0.0107,38.89,28,0.4286,0.1429,2025-04-28,2025-05-25,120.79,603.97,0.0046,26.0000,130.0000,0.0101,32.55,49.0000,0.5510,0.0816,29.52,0.2444,147.61,0.2444,0.0009,0.1901,2.6000,0.1000,13.0000,0.1000,0.0006,0.0620,6.35,0.1950,-21.0000,,-0.1224,-0.2222,0.0612,0.7500
Lamb Kebab Bowl,e67440b5f094175ee64ce831322fe016,834.76,4173.81,0.0302,56.0000,280,0.0210,39.61,97,0.2577,0.1237,2025-04-28,2025-05-25,812.86,4064.29,0.0307,59.0000,295.0000,0.0229,42.26,136.0000,0.3971,0.1985,21.90,0.0269,109.52,0.0269,-0.0005,-0.0179,-3.0000,-0.0508,-15.0000,-0.0508,-0.0019,-0.0837,-2.64,-0.0626,-39.0000,-0.2868,-0.1393,-0.3509,-0.0748,-0.3769
Kids BYO,66c163b662cda637cb2478e2112386c7,271.52,1357.59,0.0098,35.0000,175,0.0131,39.30,62,0.3548,0.2903,2025-04-28,2025-05-25,300.63,1503.16,0.0114,38.6000,193.0000,0.0150,36.01,62.0000,0.4677,0.3226,-29.11,-0.0968,-145.57,-0.0968,-0.0015,-0.1363,-3.6000,-0.0933,-18.0000,-0.0933,-0.0019,-0.1247,3.29,0.0915,0.0000,,-0.1129,-0.2414,-0.0323,-0.1000
Olipop - Lemon Lime,d0f6c9eca03c9e01cc39075f92426076,27.75,138.75,0.0010,8.0000,40,0.0030,,12,0.2500,0.0833,2025-04-28,2025-05-25,18.74,93.71,0.0007,5.2000,26.0000,0.0020,,6.0000,0.3333,0.0000,9.01,0.4806,45.04,,0.0003,0.4160,2.8000,0.5385,14.0000,,0.0010,0.4849,,,6.0000,,-0.0833,-0.2500,0.0833,0.0000
Paneer Tikka Masala,6043fb3c3e1f6c4e9e5185337e926936,77.86,311.45,0.0023,5.2500,21,0.0016,,0,0.0000,0.0000,2025-04-28,2025-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wild Kombucha - Mango Peach,c5637f01dae60eb3ac82016ed498641e,39.00,195.00,0.0014,8.6000,43,0.0032,,14,0.2857,0.2143,2025-04-28,2025-05-25,26.00,130.00,0.0010,6.2000,31.0000,0.0024,,8.0000,0.0000,0.0000,13.00,0.5000,65.00,0.5000,0.0004,0.4345,2.4000,0.3871,12.0000,,0.0008,0.3396,,,6.0000,,0.2857,0.0000,0.2143,0.0000
Spindrift - Grapefruit,7eb389cafb173c3fe430a2ef7af062b5,12.39,61.95,0.0004,4.4000,22,0.0017,,4,0.5000,0.2500,2025-04-28,2025-05-25,11.79,58.96,0.0004,4.2000,21.0000,0.0016,,5.0000,0.2000,0.0000,0.60,0.0507,2.99,,0.0000,0.0048,0.2000,0.0476,1.0000,,0.0000,0.0116,,,-1.0000,,0.3000,1.5000,0.2500,0.0000
