Menu item,Menu item,Item revenue per location,Item revenue,Item revenue (%),Items per location,Item volume,Item volume (%),AOV,Guests,Item return rate,Item re-order rate,Business date previous start,Business date previous end,Item revenue per location previous,Item revenue previous,Item revenue percentage previous,Item volume per location previous,Item volume previous,Item volume percentage previous,Item aov previous,Item guests previous,N day item return rate previous,N day item reorder rate previous,Item revenue per location absolute difference,Item revenue per location relative difference,Item revenue absolute difference,Item revenue relative difference,Item revenue percentage absolute difference,Item revenue percentage relative difference,Item volume per location absolute difference,Item volume per location relative difference,Item volume absolute difference,Item volume relative difference,Item volume percentage absolute difference,Item volume percentage relative difference,Item aov absolute difference,Item aov relative difference,Item guests absolute difference,Item guests relative difference,N day item return rate absolute difference,N day item return rate relative difference,N day item reorder rate absolute difference,N day item reorder rate relative difference
Territory Spiced Beef and Chickpea Bowl,8970e7f3fd1aa52d192ea89f6ef5bc79,117.74,117.74,0.0005,14.0000,14,0.0006,,0,0.0000,0.0000,2025-06-30,2025-07-27,75.69,75.69,0.0003,9.0000,9.0000,0.0003,,0.0000,0.0000,0.0000,42.05,0.5556,42.05,,0.0002,0.8527,5.0000,0.5556,5.0000,,0.0003,0.9446,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Territory Coconut Curry Chickpeas,56c1e2887ea6a5737fd62057b175a642,186.42,186.42,0.0008,26.0000,26,0.0010,,0,0.0000,0.0000,2025-06-30,2025-07-27,50.19,50.19,0.0002,7.0000,7.0000,0.0002,,0.0000,0.0000,0.0000,136.23,2.7143,136.23,,0.0006,3.4237,19.0000,2.7143,19.0000,,0.0008,3.6356,,,0.0000,,0.0000,0.0000,0.0000,0.0000
HUNGRY Toppings,a379e37635c5f1713bd49e951e27dce4,17.50,17.50,0.0001,5.0000,5,0.0002,,0,0.0000,0.0000,2025-06-30,2025-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Masala Chai - Oat Milk,d1d6cda5119313e3fecde5947361fe9f,38.75,155.00,0.0007,8.2500,33,0.0013,,30,0.1667,0.0000,2025-06-30,2025-07-27,40.00,200.00,0.0007,8.4000,42.0000,0.0013,,33.0000,0.1515,0.0606,-1.25,-0.0312,-45.00,-0.2250,-0.0001,-0.0770,-0.1500,-0.0179,-9.0000,,-0.0000,-0.0178,,,-3.0000,,0.0152,0.1000,-0.0606,-1.0000
Borsao Granache-gl,998ea9ae9225821e59f21b9bc4cbfe56,10.00,10.00,0.0000,2.0000,2,0.0001,,1,1.0000,1.0000,2025-06-30,2025-07-27,10.00,20.00,0.0001,2.0000,4.0000,0.0001,,4.0000,0.2500,0.0000,0.00,0.0000,-10.00,,-0.0000,-0.4045,0.0000,0.0000,-2.0000,,-0.0000,-0.3750,,,-3.0000,,0.7500,3.0000,1.0000,0.0000
Garlic Naan,d82b81ee46917a4a06cdfb7736d70417,1199.08,4796.33,0.0208,326.0000,1304,0.0523,24.29,990,0.1384,0.0737,2025-06-30,2025-07-27,920.20,4601.01,0.0167,364.0000,1820.0000,0.0584,23.98,1407.0000,0.1478,0.0810,278.88,0.3031,195.32,0.0425,0.0040,0.2416,-38.0000,-0.1044,-516.0000,-0.2835,-0.0061,-0.1046,0.31,0.0128,-417.0000,-0.2964,-0.0094,-0.0639,-0.0073,-0.0899
Bag,f6b5ab5a96e017f867590689d1e594a0,0.60,1.21,0.0000,60.5000,121,0.0049,24.06,110,0.2455,0.0455,2025-06-30,2025-07-27,-0.05,-0.05,-0.0000,1.0000,1.0000,0.0000,,1.0000,0.0000,0.0000,0.66,-13.1000,1.26,,0.0000,-29.8223,59.5000,59.5000,120.0000,,0.0048,150.6875,,,109.0000,,0.2455,0.0000,0.0455,0.0000
Aramark Spicy Chicken Bowl,e5e070ba3de69a0c6db58c04cda5d8f3,3460.05,3460.05,0.0150,233.0000,233,0.0093,,0,0.0000,0.0000,2025-06-30,2025-07-27,3536.68,3536.68,0.0129,238.0000,238.0000,0.0076,,0.0000,0.0000,0.0000,-76.63,-0.0217,-76.63,-0.0217,0.0021,0.1652,-5.0000,-0.0210,-5.0000,-0.0210,0.0017,0.2234,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Territory Ginger Curry Beef with Lemon Rice,038d29e5df63b8025e2c131c47b2cca1,114.92,114.92,0.0005,13.0000,13,0.0005,,0,0.0000,0.0000,2025-06-30,2025-07-27,371.28,371.28,0.0014,42.0000,42.0000,0.0013,,0.0000,0.0000,0.0000,-256.36,-0.6905,-256.36,-0.6905,-0.0009,-0.6314,-29.0000,-0.6905,-29.0000,,-0.0008,-0.6128,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Side of Sauce,32614679d8cded9c7fb9f39d0de52643,20.40,81.60,0.0004,4.2500,17,0.0007,,15,0.0667,0.0000,2025-06-30,2025-07-27,32.64,163.20,0.0006,6.4000,32.0000,0.0010,,26.0000,0.2308,0.1154,-12.24,-0.3750,-81.60,-0.5000,-0.0002,-0.4045,-2.1500,-0.3359,-15.0000,,-0.0003,-0.3359,,,-11.0000,,-0.1641,-0.7111,-0.1154,-1.0000
Strawberry Lassi,6c09d93c3dca4c4768fd5830f10d2afb,645.10,2580.40,0.0112,126.7500,507,0.0203,22.98,440,0.1205,0.0432,2025-06-30,2025-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUNGRY Sauces,3a80dc4304f5b9925ca7f047514b9796,72.00,72.00,0.0003,4.0000,4,0.0002,,0,0.0000,0.0000,2025-06-30,2025-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pick 2 Combo Plate,d12f9ec63617f8719dc1657b8e76514e,1355.38,5421.50,0.0235,94.5000,378,0.0152,26.83,339,0.0678,0.0206,2025-06-30,2025-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
That Fire Hot Sauce - Side,14e40e9f01921c00a883fd7cd5d5130f,2.25,4.50,0.0000,5.0000,10,0.0004,,9,0.2222,0.1111,2025-06-30,2025-07-27,1.67,5.00,0.0000,3.3333,10.0000,0.0003,,6.0000,0.3333,0.0000,0.58,0.3500,-0.50,,0.0000,0.0719,1.6667,0.5000,0.0000,,0.0001,0.2492,,,3.0000,,-0.1111,-0.3333,0.1111,0.0000
HUNGRY BYO Chicken Tikka Bowl,49c83c8a5cd9f03b160e1337c7a6d07c,3829.50,3829.50,0.0166,333.0000,333,0.0134,,0,0.0000,0.0000,2025-06-30,2025-07-27,1428.00,1428.00,0.0052,136.0000,136.0000,0.0044,,0.0000,0.0000,0.0000,2401.50,1.6817,2401.50,1.6817,0.0114,2.1939,197.0000,1.4485,197.0000,1.4485,0.0090,2.0596,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Spindrift - Lemon,9c741ccf6f8529297f729b75ce83a4f6,47.94,191.75,0.0008,18.7500,75,0.0030,,59,0.1695,0.0678,2025-06-30,2025-07-27,121.54,607.71,0.0022,42.8000,214.0000,0.0069,21.32,176.0000,0.1250,0.0568,-73.60,-0.6056,-415.96,-0.6845,-0.0014,-0.6242,-24.0500,-0.5619,-139.0000,-0.6495,-0.0039,-0.5619,,,-117.0000,-0.6648,0.0445,0.3559,0.0110,0.1932
Kids BYO,66c163b662cda637cb2478e2112386c7,788.61,3154.45,0.0137,111.0000,444,0.0178,23.15,324,0.1543,0.0988,2025-06-30,2025-07-27,714.11,3570.53,0.0130,100.2000,501.0000,0.0161,25.20,369.0000,0.1599,0.1247,74.51,0.1043,-416.08,-0.1165,0.0007,0.0522,10.8000,0.1078,-57.0000,-0.1138,0.0017,0.1075,-2.05,-0.0813,-45.0000,-0.1220,-0.0056,-0.0348,-0.0259,-0.2077
Spiked Lassi,848bdd83bf207aa9ceca2927f4112998,15.00,30.00,0.0001,1.5000,3,0.0001,,3,0.0000,0.0000,2025-06-30,2025-07-27,68.00,340.00,0.0012,10.0000,50.0000,0.0016,,40.0000,0.0500,0.0250,-53.00,-0.7794,-310.00,-0.9118,-0.0011,-0.8949,-8.5000,-0.8500,-47.0000,,-0.0015,-0.9252,,,-37.0000,,-0.0500,-1.0000,-0.0250,-1.0000
Cureate Garlic Naan,b55962de3be62b1037bec9c9092a22a6,98.75,98.75,0.0004,25.0000,25,0.0010,,0,0.0000,0.0000,2025-06-30,2025-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Butter Chicken Burrito,037d8e4f48a3c66db8eaff8a4770bc84,2351.85,9407.39,0.0408,186.2500,745,0.0299,23.74,632,0.1234,0.0712,2025-06-30,2025-07-27,2277.59,11387.93,0.0414,178.2000,891.0000,0.0286,24.22,776.0000,0.1611,0.0747,74.26,0.0326,-1980.54,-0.1739,-0.0007,-0.0161,8.0500,0.0452,-146.0000,-0.1639,0.0013,0.0449,-0.48,-0.0198,-144.0000,-0.1856,-0.0377,-0.2338,-0.0035,-0.0473
Saag Chole,e7b06d260a320ee1e70d9b9577458895,13.50,27.00,0.0001,1.0000,2,0.0001,,2,0.0000,0.0000,2025-06-30,2025-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grain Bowl,8f1eb7b733a778fa96d20356d25b7acb,9593.90,38375.62,0.1663,719.5000,2878,0.1155,21.10,2146,0.1887,0.1291,2025-06-30,2025-07-27,10912.46,54562.29,0.1985,856.6000,4283.0000,0.1375,20.27,3095.0000,0.2036,0.1344,-1318.55,-0.1208,-16186.67,-0.2967,-0.0322,-0.1623,-137.1000,-0.1601,-1405.0000,-0.3280,-0.0220,-0.1602,0.83,0.0411,-949.0000,-0.3066,-0.0148,-0.0729,-0.0053,-0.0397
Wild Kombucha - Mango Peach,c5637f01dae60eb3ac82016ed498641e,22.50,90.00,0.0004,5.7500,23,0.0009,,17,0.1765,0.1176,2025-06-30,2025-07-27,157.70,788.50,0.0029,32.8000,164.0000,0.0053,29.72,146.0000,0.1164,0.0274,-135.20,-0.8573,-698.50,-0.8859,-0.0025,-0.8641,-27.0500,-0.8247,-141.0000,-0.8598,-0.0043,-0.8247,,,-129.0000,-0.8836,0.0600,0.5156,0.0902,3.2942
Masala Chai,65f3d39b3b905d8708692e1987f25b8f,126.25,505.00,0.0022,27.5000,110,0.0044,,71,0.0845,0.0141,2025-06-30,2025-07-27,96.27,481.33,0.0018,19.6000,98.0000,0.0031,,80.0000,0.1000,0.0125,29.98,0.3115,23.67,0.0492,0.0004,0.2496,7.9000,0.4031,12.0000,,0.0013,0.4027,,,-9.0000,,-0.0155,-0.1549,0.0016,0.1268
Samosa Chaat,ed1b49254bb3de73aa66c7b747f245fd,447.89,1791.57,0.0078,74.0000,296,0.0119,20.27,257,0.1712,0.0778,2025-06-30,2025-07-27,443.54,2217.71,0.0081,81.4000,407.0000,0.0131,22.23,352.0000,0.1648,0.0852,4.35,0.0098,-426.14,-0.1922,-0.0003,-0.0379,-7.4000,-0.0909,-111.0000,-0.2727,-0.0012,-0.0912,-1.96,-0.0881,-95.0000,-0.2699,0.0064,0.0390,-0.0074,-0.0869
Aramark Harvest Vegetables Bowl,9688e7194cb1feea9d2b1d125e3ac3c5,138.50,138.50,0.0006,10.0000,10,0.0004,,0,0.0000,0.0000,2025-06-30,2025-07-27,83.16,83.16,0.0003,6.0000,6.0000,0.0002,,0.0000,0.0000,0.0000,55.34,0.6655,55.34,,0.0003,0.9836,4.0000,0.6667,4.0000,,0.0002,1.0777,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Chicken Curry,bd0e970348fd3d0bbb878201f9e6fd93,14.50,58.00,0.0003,1.5000,6,0.0002,,4,0.0000,0.0000,2025-06-30,2025-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paneer Butter Masala,529fd125fd5bc47236ae9c0242d971ee,121.50,486.00,0.0021,10.5000,42,0.0017,,35,0.1429,0.0000,2025-06-30,2025-07-27,590.67,2953.34,0.0107,49.8000,249.0000,0.0080,30.12,224.0000,0.1339,0.0223,-469.17,-0.7943,-2467.34,-0.8354,-0.0086,-0.8040,-39.3000,-0.7892,-207.0000,-0.8313,-0.0063,-0.7892,,,-189.0000,-0.8438,0.0089,0.0667,-0.0223,-1.0000
USHOR Bowl,25ffdb49a398fa0d4dccb7d664b8f116,3885.00,3885.00,0.0168,259.0000,259,0.0104,,0,0.0000,0.0000,2025-06-30,2025-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spicy Chili Chicken Bowl,f69c4f89d02ed8113b95711324f0c441,3862.07,15448.30,0.0669,297.5000,1190,0.0477,22.23,969,0.1507,0.0691,2025-06-30,2025-07-27,3776.43,18882.13,0.0687,290.2000,1451.0000,0.0466,23.19,1188.0000,0.1919,0.0918,85.65,0.0227,-3433.83,-0.1819,-0.0018,-0.0256,7.3000,0.0252,-261.0000,-0.1799,0.0012,0.0249,-0.96,-0.0413,-219.0000,-0.1843,-0.0412,-0.2149,-0.0226,-0.2464
Salad Bowl,12e1c60082e99443f0803dea36bcfd1e,166.93,667.71,0.0029,13.5000,54,0.0022,,46,0.1957,0.0652,2025-06-30,2025-07-27,290.25,1451.25,0.0053,23.6000,118.0000,0.0038,16.99,90.0000,0.2889,0.0667,-123.32,-0.4249,-783.54,-0.5399,-0.0024,-0.4520,-10.1000,-0.4280,-64.0000,-0.5424,-0.0016,-0.4282,,,-44.0000,,-0.0932,-0.3227,-0.0014,-0.0217
Cucumber Raita,b6aef261062648a464a75abf3a88d636,30.75,123.00,0.0005,12.7500,51,0.0020,,37,0.1351,0.1081,2025-06-30,2025-07-27,57.51,287.56,0.0010,19.4000,97.0000,0.0031,,84.0000,0.1429,0.0833,-26.76,-0.4653,-164.56,-0.5723,-0.0005,-0.4906,-6.6500,-0.3428,-46.0000,,-0.0011,-0.3430,,,-47.0000,,-0.0077,-0.0541,0.0248,0.2973
Cureate Chicken Bowl,126e8473129e588048f0015e6cb2f377,549.50,549.50,0.0024,50.0000,50,0.0020,,0,0.0000,0.0000,2025-06-30,2025-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mango Lassi Soft Serve,5fcf149c10ea2c92c14aac3f08472cf1,33.33,100.00,0.0004,7.3333,22,0.0009,,17,0.0588,0.0000,2025-06-30,2025-07-27,274.24,1371.22,0.0050,74.6000,373.0000,0.0120,11.99,226.0000,0.1504,0.0531,-240.91,-0.8785,-1271.22,-0.9271,-0.0046,-0.9131,-67.2667,-0.9017,-351.0000,-0.9410,-0.0111,-0.9263,,,-209.0000,-0.9248,-0.0916,-0.6090,-0.0531,-1.0000
HUNGRY BYO Cauliflower & Potato Bowl,5ef40fa5b725328d79dc949b816ab4c5,987.00,987.00,0.0043,94.0000,94,0.0038,,0,0.0000,0.0000,2025-06-30,2025-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mango Lassi,612a2d386edc9534c9b0c2d1c8cb2290,2991.84,11967.37,0.0519,562.5000,2250,0.0903,37.28,1606,0.1513,0.0803,2025-06-30,2025-07-27,2365.94,11829.68,0.0430,470.6000,2353.0000,0.0755,33.29,1654.0000,0.1578,0.0895,625.91,0.2645,137.69,0.0116,0.0088,0.2049,91.9000,0.1953,-103.0000,-0.0438,0.0147,0.1950,4.00,0.1200,-48.0000,-0.0290,-0.0065,-0.0411,-0.0092,-0.1023
Paneer Tikka Bowl,1680a4357e2ab3fb482a56d60603525a,2651.18,10604.71,0.0460,199.2500,797,0.0320,25.50,677,0.1344,0.0724,2025-06-30,2025-07-27,2749.52,13747.61,0.0500,216.2000,1081.0000,0.0347,24.50,907.0000,0.1720,0.0871,-98.34,-0.0358,-3142.90,-0.2286,-0.0041,-0.0813,-16.9500,-0.0784,-284.0000,-0.2627,-0.0027,-0.0786,1.00,0.0408,-230.0000,-0.2536,-0.0376,-0.2185,-0.0147,-0.1690
Iced Oat Masala Chai,4b20ca2314d50af8a833d825f8497f0e,192.50,770.00,0.0033,37.5000,150,0.0060,25.67,124,0.1532,0.0242,2025-06-30,2025-07-27,197.52,987.62,0.0036,37.8000,189.0000,0.0061,22.31,171.0000,0.1345,0.0292,-5.02,-0.0254,-217.62,-0.2203,-0.0003,-0.0714,-0.3000,-0.0079,-39.0000,-0.2063,-0.0001,-0.0082,3.36,0.1507,-47.0000,-0.2749,0.0187,0.1392,-0.0050,-0.1726
Side of Grain,343ce46c5489f43ec64a165e5323783f,27.75,111.00,0.0005,9.2500,37,0.0015,,30,0.0667,0.0000,2025-06-30,2025-07-27,39.36,196.79,0.0007,14.0000,70.0000,0.0022,,55.0000,0.1455,0.0545,-11.61,-0.2949,-85.79,-0.4359,-0.0002,-0.3282,-4.7500,-0.3393,-33.0000,,-0.0008,-0.3396,,,-25.0000,,-0.0788,-0.5417,-0.0545,-1.0000
Chicken Tikka Bowl,19eee3ab8ae56d4fa56ef6ce1485693d,8251.02,33004.08,0.1430,709.5000,2838,0.1138,20.03,2229,0.1445,0.0866,2025-06-30,2025-07-27,7638.54,38192.71,0.1390,687.0000,3435.0000,0.1103,19.63,2662.0000,0.1807,0.0973,612.48,0.0802,-5188.63,-0.1359,0.0041,0.0292,22.5000,0.0328,-597.0000,-0.1738,0.0036,0.0325,0.40,0.0206,-433.0000,-0.1627,-0.0362,-0.2005,-0.0107,-0.1101
Lamb Kebab Bowl,e67440b5f094175ee64ce831322fe016,1414.21,5656.83,0.0245,104.5000,418,0.0168,25.19,358,0.1425,0.0503,2025-06-30,2025-07-27,1609.50,8047.49,0.0293,128.4000,642.0000,0.0206,23.28,514.0000,0.1459,0.0486,-195.29,-0.1213,-2390.66,-0.2971,-0.0048,-0.1628,-23.9000,-0.1861,-224.0000,-0.3489,-0.0038,-0.1863,1.91,0.0820,-156.0000,-0.3035,-0.0035,-0.0237,0.0016,0.0337
DC Brau Pils,2a37fc9d4800d991427805654631c096,31.83,95.50,0.0004,5.6667,17,0.0007,,15,0.1333,0.0000,2025-06-30,2025-07-27,45.74,228.70,0.0008,8.6000,43.0000,0.0014,,35.0000,0.1143,0.0286,-13.91,-0.3040,-133.20,-0.5824,-0.0004,-0.5027,-2.9333,-0.3411,-26.0000,,-0.0007,-0.5058,,,-20.0000,,0.0190,0.1667,-0.0286,-1.0000
Eurest Premium Bowl,4ef1567cd541218626cc69e94f7ef3b8,2616.25,5232.50,0.0227,162.5000,325,0.0130,,0,0.0000,0.0000,2025-06-30,2025-07-27,1175.30,3525.90,0.0128,73.0000,219.0000,0.0070,,0.0000,0.0000,0.0000,1440.95,1.2260,1706.60,0.4840,0.0098,0.7675,89.5000,1.2260,106.0000,0.4840,0.0060,0.8546,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Masala Chai Soft Serve,18e2ad0e6e8d379c6c5cf8f72a9d1cf8,7.50,15.00,0.0001,1.5000,3,0.0001,,3,0.0000,0.0000,2025-06-30,2025-07-27,120.00,600.00,0.0022,30.8000,154.0000,0.0049,10.41,107.0000,0.1121,0.0374,-112.50,-0.9375,-585.00,-0.9750,-0.0021,-0.9702,-29.3000,-0.9513,-151.0000,-0.9805,-0.0048,-0.9757,,,-104.0000,-0.9720,-0.1121,-1.0000,-0.0374,-1.0000
Nutrl Strawberry,6b78379f1dc8624cf4c9e5298481fce6,15.00,15.00,0.0001,3.0000,3,0.0001,,3,0.0000,0.0000,2025-06-30,2025-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicken Tikka Masala,267c2347c906518c838773cc8332e72e,962.76,3851.03,0.0167,69.7500,279,0.0112,25.33,240,0.1583,0.0792,2025-06-30,2025-07-27,1616.86,8084.32,0.0294,120.4000,602.0000,0.0193,26.37,520.0000,0.1712,0.0654,-654.11,-0.4046,-4233.29,-0.5236,-0.0127,-0.4327,-50.6500,-0.4207,-323.0000,-0.5365,-0.0081,-0.4208,-1.04,-0.0393,-280.0000,-0.5385,-0.0128,-0.0749,0.0138,0.2108
Olipop - Cola,4d0b025abdd9a6e15ab6db940ec09ec9,51.00,204.01,0.0009,15.2500,61,0.0024,,52,0.1731,0.0192,2025-06-30,2025-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Territory Chickpea Bowl with Lemon Rice,f5d681c41318115585992251efa9ac4c,45.22,45.22,0.0002,7.0000,7,0.0003,,0,0.0000,0.0000,2025-06-30,2025-07-27,381.14,381.14,0.0014,59.0000,59.0000,0.0019,,0.0000,0.0000,0.0000,-335.92,-0.8814,-335.92,-0.8814,-0.0012,-0.8587,-52.0000,-0.8814,-52.0000,,-0.0016,-0.8516,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Vanilla Mango Lassi Soft Serve,7d7ff21d8d65e0aec403985229bec204,175.00,525.00,0.0023,46.3333,139,0.0056,10.18,83,0.2048,0.0964,2025-06-30,2025-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wild Kombucha - Ginger,2800f7ea017d47701691d95876ecd531,20.00,60.00,0.0003,4.3333,13,0.0005,,9,0.1111,0.1111,2025-06-30,2025-07-27,82.40,412.00,0.0015,18.8000,94.0000,0.0030,,70.0000,0.2429,0.0857,-62.40,-0.7573,-352.00,-0.8544,-0.0012,-0.8266,-14.4667,-0.7695,-81.0000,,-0.0025,-0.8270,,,-61.0000,,-0.1317,-0.5425,0.0254,0.2963
Tandoori Paneer Burrito,4c8c37c969bd13578ef2d13e11781bd9,330.02,1320.10,0.0057,26.5000,106,0.0043,26.43,87,0.1149,0.0575,2025-06-30,2025-07-27,738.67,3693.33,0.0134,56.0000,280.0000,0.0090,28.01,246.0000,0.1545,0.0650,-408.64,-0.5532,-2373.23,-0.6426,-0.0077,-0.5743,-29.5000,-0.5268,-174.0000,-0.6214,-0.0047,-0.5269,-1.57,-0.0562,-159.0000,-0.6463,-0.0395,-0.2559,-0.0076,-0.1164
