Menu item,Menu item,Item revenue per location,Item revenue,Item revenue (%),Items per location,Item volume,Item volume (%),AOV,Guests,Item return rate,Item re-order rate,Business date previous start,Business date previous end,Item revenue per location previous,Item revenue previous,Item revenue percentage previous,Item volume per location previous,Item volume previous,Item volume percentage previous,Item aov previous,Item guests previous,N day item return rate previous,N day item reorder rate previous,Item revenue per location absolute difference,Item revenue per location relative difference,Item revenue absolute difference,Item revenue relative difference,Item revenue percentage absolute difference,Item revenue percentage relative difference,Item volume per location absolute difference,Item volume per location relative difference,Item volume absolute difference,Item volume relative difference,Item volume percentage absolute difference,Item volume percentage relative difference,Item aov absolute difference,Item aov relative difference,Item guests absolute difference,Item guests relative difference,N day item return rate absolute difference,N day item return rate relative difference,N day item reorder rate absolute difference,N day item reorder rate relative difference
Chicken Tikka Bowl,19eee3ab8ae56d4fa56ef6ce1485693d,7346.91,29387.64,0.1353,641.5000,2566,0.1105,19.81,2008,0.1016,0.0588,2025-07-28,2025-08-24,8572.37,42861.84,0.1516,765.4000,3827.0000,0.1198,19.78,2961.0000,0.1145,0.0605,-1225.46,-0.1430,-13474.20,-0.3144,-0.0164,-0.1080,-123.9000,-0.1619,-1261.0000,-0.3295,-0.0093,-0.0777,0.03,0.0016,-953.0000,-0.3219,-0.0129,-0.1126,-0.0017,-0.0279
Garlic Naan,d82b81ee46917a4a06cdfb7736d70417,1154.29,4617.15,0.0212,315.2500,1261,0.0543,24.80,961,0.0739,0.0489,2025-07-28,2025-08-24,1004.98,5024.92,0.0178,395.8000,1979.0000,0.0619,23.91,1505.0000,0.0924,0.0465,149.30,0.1486,-407.77,-0.0811,0.0035,0.1954,-80.5500,-0.2035,-718.0000,-0.3628,-0.0076,-0.1235,0.89,0.0373,-544.0000,-0.3615,-0.0185,-0.2001,0.0024,0.0515
Masala Chai - Oat Milk,d1d6cda5119313e3fecde5947361fe9f,33.33,100.00,0.0005,6.6667,20,0.0009,,19,0.1053,0.0000,2025-07-28,2025-08-24,51.00,255.00,0.0009,10.4000,52.0000,0.0016,,45.0000,0.1111,0.0444,-17.67,-0.3464,-155.00,-0.6078,-0.0004,-0.4898,-3.7333,-0.3590,-32.0000,,-0.0008,-0.4708,,,-26.0000,,-0.0058,-0.0526,-0.0444,-1.0000
Aramark Lamb Bowl,6e3e799a4f29f2f1d4705368c65c296e,1072.50,1072.50,0.0049,65.0000,65,0.0028,,0,0.0000,0.0000,2025-07-28,2025-08-24,1023.00,1023.00,0.0036,62.0000,62.0000,0.0019,,0.0000,0.0000,0.0000,49.50,0.0484,49.50,0.0484,0.0013,0.3639,3.0000,0.0484,3.0000,,0.0009,0.4423,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Saag Chole,e7b06d260a320ee1e70d9b9577458895,40.50,40.50,0.0002,3.0000,3,0.0001,,2,0.5000,0.0000,2025-07-28,2025-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guest Services BYO Harvest Veg Bowl,f84508232388acd0484e9dc5bf83972b,44.85,44.85,0.0002,3.0000,3,0.0001,,0,0.0000,0.0000,2025-07-28,2025-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUNGRY BYO Chicken Tikka Bowl,49c83c8a5cd9f03b160e1337c7a6d07c,138.00,138.00,0.0006,12.0000,12,0.0005,,0,0.0000,0.0000,2025-07-28,2025-08-24,126.00,126.00,0.0004,12.0000,12.0000,0.0004,,0.0000,0.0000,0.0000,12.00,0.0952,12.00,0.0952,0.0002,0.4248,0.0000,0.0000,0.0000,,0.0001,0.3750,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Chicken Tikka + Avocado Salad,0728e0a55ce8f942b4f93af58819db09,731.73,2926.90,0.0135,54.5000,218,0.0094,24.04,177,0.1073,0.0282,2025-07-28,2025-08-24,1292.58,6462.92,0.0229,109.6000,548.0000,0.0171,23.63,394.0000,0.0863,0.0330,-560.86,-0.4339,-3536.02,-0.5471,-0.0094,-0.4108,-55.1000,-0.5027,-330.0000,-0.6022,-0.0078,-0.4528,0.41,0.0173,-217.0000,-0.5508,0.0211,0.2439,-0.0047,-0.1438
Kingfisher,ac4b1052eb1e709f36c70fd1f6f49be8,86.00,86.00,0.0004,18.0000,18,0.0008,,16,0.1250,0.0625,2025-07-28,2025-08-24,91.00,273.00,0.0010,19.6667,59.0000,0.0018,,46.0000,0.0217,0.0217,-5.00,-0.0549,-187.00,-0.6850,-0.0006,-0.5902,-1.6667,-0.0847,-41.0000,,-0.0011,-0.5802,,,-30.0000,,0.1033,4.7500,0.0408,1.8750
Aramark Chicken Bowl,9cf0f29fbbe6a8aa70f146f26519c16b,5069.10,5069.10,0.0233,366.0000,366,0.0158,,0,0.0000,0.0000,2025-07-28,2025-08-24,3936.24,3936.24,0.0139,284.0000,284.0000,0.0089,,0.0000,0.0000,0.0000,1132.86,0.2878,1132.86,0.2878,0.0094,0.6753,82.0000,0.2887,82.0000,0.2887,0.0069,0.7728,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Mango Lassi Soft Serve,5fcf149c10ea2c92c14aac3f08472cf1,25.00,50.00,0.0002,5.5000,11,0.0005,,8,0.2500,0.0000,2025-07-28,2025-08-24,304.92,1524.61,0.0054,79.4000,397.0000,0.0124,13.30,239.0000,0.1046,0.0418,-279.92,-0.9180,-1474.61,-0.9672,-0.0052,-0.9573,-73.9000,-0.9307,-386.0000,-0.9723,-0.0119,-0.9618,,,-231.0000,-0.9665,0.1454,1.3900,-0.0418,-1.0000
Borsao Granache-gl,998ea9ae9225821e59f21b9bc4cbfe56,14.50,29.00,0.0001,2.0000,4,0.0002,,4,0.0000,0.0000,2025-07-28,2025-08-24,5.75,23.00,0.0001,1.0000,4.0000,0.0001,,4.0000,0.0000,0.0000,8.75,1.5217,6.00,,0.0001,0.6403,1.0000,1.0000,0.0000,,0.0000,0.3760,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Territory Chickpea Bowl with Lemon Rice,f5d681c41318115585992251efa9ac4c,142.12,142.12,0.0007,22.0000,22,0.0009,,0,0.0000,0.0000,2025-07-28,2025-08-24,187.34,187.34,0.0007,29.0000,29.0000,0.0009,,0.0000,0.0000,0.0000,-45.22,-0.2414,-45.22,-0.2414,-0.0000,-0.0131,-7.0000,-0.2414,-7.0000,,0.0000,0.0441,,,0.0000,,0.0000,0.0000,0.0000,0.0000
HUNGRY BYO Cauliflower & Potato Bowl,5ef40fa5b725328d79dc949b816ab4c5,84.00,84.00,0.0004,8.0000,8,0.0003,,0,0.0000,0.0000,2025-07-28,2025-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naan,29f3e38343ae99ac5524ed1ddb2b1d6e,475.74,1902.95,0.0088,146.2500,585,0.0252,25.63,466,0.0837,0.0365,2025-07-28,2025-08-24,399.54,1997.68,0.0071,198.4000,992.0000,0.0310,24.58,775.0000,0.0981,0.0413,76.20,0.1907,-94.73,-0.0474,0.0017,0.2392,-52.1500,-0.2629,-407.0000,-0.4103,-0.0059,-0.1888,1.05,0.0427,-309.0000,-0.3987,-0.0144,-0.1466,-0.0048,-0.1165
Tandoori Chicken Ranch Wrap,d8cfa50d70c03b02deec85b84bfe21f5,101.06,404.25,0.0019,9.0000,36,0.0015,,30,0.2000,0.1000,2025-07-28,2025-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Masala Chai Cookies,25a7af37faf799e0226041f2b0b2e282,184.09,736.35,0.0034,86.5000,346,0.0149,92.31,217,0.0691,0.0323,2025-07-28,2025-08-24,237.30,1186.48,0.0042,114.0000,570.0000,0.0178,58.68,346.0000,0.0954,0.0405,-53.21,-0.2242,-450.13,-0.3794,-0.0008,-0.1926,-27.5000,-0.2412,-224.0000,-0.3930,-0.0029,-0.1649,33.63,0.5731,-129.0000,-0.3728,-0.0263,-0.2752,-0.0082,-0.2028
Coconut Harvest Bowl,c0a65853ed069065ae003710b5e7a131,167.99,671.97,0.0031,12.5000,50,0.0022,,49,0.0816,0.0000,2025-07-28,2025-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aramark Spicy Chicken Bowl,e5e070ba3de69a0c6db58c04cda5d8f3,3415.50,3415.50,0.0157,230.0000,230,0.0099,,0,0.0000,0.0000,2025-07-28,2025-08-24,1411.38,2822.77,0.0100,95.0000,190.0000,0.0059,,0.0000,0.0000,0.0000,2004.12,1.4200,592.73,0.2100,0.0057,0.5741,135.0000,1.4211,40.0000,0.2105,0.0040,0.6654,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Gift Card,e9baacf6e24fcad141d621243a818dcb,37.50,75.00,0.0003,1.0000,2,0.0001,,2,0.0000,0.0000,2025-07-28,2025-08-24,40.00,80.00,0.0003,1.5000,3.0000,0.0001,,2.0000,0.0000,0.0000,-2.50,-0.0625,-5.00,,0.0001,0.2196,-0.5000,-0.3333,-1.0000,,-0.0000,-0.0851,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Foodworks BYO Bowl,a1ec0aa0b8651adb168fe28e938d8fdd,2137.85,2137.85,0.0098,143.0000,143,0.0062,,0,0.0000,0.0000,2025-07-28,2025-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homemade Juice,d6f19fa56665e191989db7a893806ea1,762.20,3048.80,0.0140,243.7500,975,0.0420,22.66,777,0.0901,0.0463,2025-07-28,2025-08-24,1016.12,5080.62,0.0180,353.4000,1767.0000,0.0553,22.08,1353.0000,0.1079,0.0599,-253.92,-0.2499,-2031.82,-0.3999,-0.0039,-0.2193,-109.6500,-0.3103,-792.0000,-0.4482,-0.0133,-0.2410,0.58,0.0263,-576.0000,-0.4257,-0.0178,-0.1651,-0.0135,-0.2261
Side of Veggie,2bf13144a231acbd18bd6f39bace242a,51.00,204.00,0.0009,10.2500,41,0.0018,,39,0.0513,0.0000,2025-07-28,2025-08-24,63.87,319.33,0.0011,12.6000,63.0000,0.0020,,48.0000,0.1042,0.0208,-12.87,-0.2015,-115.33,-0.3612,-0.0002,-0.1689,-2.3500,-0.1865,-22.0000,,-0.0002,-0.1045,,,-9.0000,,-0.0529,-0.5077,-0.0208,-1.0000
Tamarind Lamb Kebab,4ece4abfe00c29fbe8b3e5dd55ec2c38,144.71,578.85,0.0027,9.7500,39,0.0017,,38,0.0526,0.0000,2025-07-28,2025-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
That Fire Hot Sauce (Bottle),7ae3bbc205a3328f25e2d5981234643d,9.00,27.00,0.0001,1.0000,3,0.0001,,3,0.0000,0.0000,2025-07-28,2025-08-24,39.00,117.00,0.0004,4.3333,13.0000,0.0004,,11.0000,0.1818,0.0000,-30.00,-0.7692,-90.00,-0.7692,-0.0003,-0.6998,-3.3333,-0.7692,-10.0000,,-0.0003,-0.6830,,,-8.0000,,-0.1818,-1.0000,0.0000,0.0000
Cureate Naan,585713c9efdef330fe5b7268f1971e85,87.50,87.50,0.0004,25.0000,25,0.0011,,0,0.0000,0.0000,2025-07-28,2025-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eurest APL Double Protein,f93b5c2041a8beb0952ef3dd9b04455d,92.00,92.00,0.0004,5.0000,5,0.0002,,0,0.0000,0.0000,2025-07-28,2025-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cureate Harvest Vegetables Bowl,fbc775834bc10f32cf904d5c3cf8ed5a,109.90,109.90,0.0005,10.0000,10,0.0004,,0,0.0000,0.0000,2025-07-28,2025-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kids BYO,66c163b662cda637cb2478e2112386c7,832.29,3329.15,0.0153,116.0000,464,0.0200,23.47,335,0.0955,0.0657,2025-07-28,2025-08-24,716.28,3581.39,0.0127,99.6000,498.0000,0.0156,23.92,368.0000,0.1277,0.0761,116.01,0.1620,-252.24,-0.0704,0.0027,0.2093,16.4000,0.1647,-34.0000,-0.0683,0.0044,0.2817,-0.45,-0.0188,-33.0000,-0.0897,-0.0322,-0.2521,-0.0104,-0.1369
Chicken Tikka Masala,267c2347c906518c838773cc8332e72e,1196.37,4785.47,0.0220,84.0000,336,0.0145,28.10,296,0.0946,0.0541,2025-07-28,2025-08-24,1420.17,7100.86,0.0251,99.4000,497.0000,0.0156,27.80,448.0000,0.0982,0.0379,-223.80,-0.1576,-2315.39,-0.3261,-0.0031,-0.1233,-15.4000,-0.1549,-161.0000,-0.3239,-0.0011,-0.0700,0.30,0.0107,-152.0000,-0.3393,-0.0036,-0.0368,0.0161,0.4245
Spindrift - Lemon,9c741ccf6f8529297f729b75ce83a4f6,41.30,165.20,0.0008,15.5000,62,0.0027,,52,0.0577,0.0000,2025-07-28,2025-08-24,125.88,629.38,0.0022,45.6000,228.0000,0.0071,24.59,185.0000,0.1135,0.0378,-84.58,-0.6719,-464.18,-0.7375,-0.0015,-0.6585,-30.1000,-0.6601,-166.0000,-0.7281,-0.0045,-0.6259,,,-133.0000,-0.7189,-0.0558,-0.4918,-0.0378,-1.0000
Olipop - Lemon Lime,d0f6c9eca03c9e01cc39075f92426076,34.69,138.75,0.0006,10.5000,42,0.0018,,36,0.0833,0.0000,2025-07-28,2025-08-24,200.82,1004.12,0.0036,54.6000,273.0000,0.0085,28.56,254.0000,0.0827,0.0197,-166.14,-0.8273,-865.37,-0.8618,-0.0029,-0.8202,-44.1000,-0.8077,-231.0000,-0.8462,-0.0067,-0.7884,,,-218.0000,-0.8583,0.0007,0.0079,-0.0197,-1.0000
Iced Oat Masala Chai,4b20ca2314d50af8a833d825f8497f0e,201.67,605.00,0.0028,38.3333,115,0.0050,26.00,103,0.0874,0.0194,2025-07-28,2025-08-24,134.55,672.77,0.0024,26.2000,131.0000,0.0041,23.52,115.0000,0.0696,0.0087,67.11,0.4988,-67.77,-0.1007,0.0004,0.1699,12.1333,0.4631,-16.0000,-0.1221,0.0009,0.2076,2.47,0.1052,-12.0000,-0.1043,0.0178,0.2561,0.0107,1.2329
Territory Spiced Sweet Potato,8225388c3fe824cb6d91feda36d711cb,279.00,279.00,0.0013,36.0000,36,0.0015,,0,0.0000,0.0000,2025-07-28,2025-08-24,248.00,248.00,0.0009,32.0000,32.0000,0.0010,,0.0000,0.0000,0.0000,31.00,0.1250,31.00,0.1250,0.0004,0.4635,4.0000,0.1250,4.0000,,0.0005,0.5485,,,0.0000,,0.0000,0.0000,0.0000,0.0000
That Fire Hot Sauce - Side,14e40e9f01921c00a883fd7cd5d5130f,2.00,6.00,0.0000,4.0000,12,0.0005,,7,0.0000,0.0000,2025-07-28,2025-08-24,0.50,0.50,0.0000,1.0000,1.0000,0.0000,,1.0000,0.0000,0.0000,1.50,3.0000,5.50,,0.0000,14.6111,3.0000,3.0000,11.0000,,0.0005,15.6774,,,6.0000,,0.0000,0.0000,0.0000,0.0000
Eurest Double Protein Bowl,70ada3482a674616079f490abacaeb54,45.00,90.00,0.0004,2.5000,5,0.0002,,0,0.0000,0.0000,2025-07-28,2025-08-24,252.00,504.00,0.0018,14.0000,28.0000,0.0009,,0.0000,0.0000,0.0000,-207.00,-0.8214,-414.00,-0.8214,-0.0014,-0.7677,-11.5000,-0.8214,-23.0000,,-0.0007,-0.7546,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Cureate Garlic Naan,b55962de3be62b1037bec9c9092a22a6,98.75,98.75,0.0005,25.0000,25,0.0011,,0,0.0000,0.0000,2025-07-28,2025-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spicy Chicken Burrito,0f9c19dd694d3299d402c77c69c32f52,710.35,2841.39,0.0131,55.5000,222,0.0096,23.98,196,0.0816,0.0051,2025-07-28,2025-08-24,88.97,444.87,0.0016,6.6000,33.0000,0.0010,,31.0000,0.1935,0.0645,621.37,6.9838,2396.52,5.3870,0.0115,7.3090,48.9000,7.4091,189.0000,,0.0085,8.2507,,,165.0000,,-0.1119,-0.5782,-0.0594,-0.9209
Side of Grain,343ce46c5489f43ec64a165e5323783f,31.50,126.00,0.0006,10.5000,42,0.0018,,34,0.1765,0.0882,2025-07-28,2025-08-24,48.00,240.00,0.0008,16.4000,82.0000,0.0026,,52.0000,0.2500,0.1731,-16.50,-0.3438,-114.00,-0.4750,-0.0003,-0.3170,-5.9000,-0.3598,-40.0000,,-0.0008,-0.2954,,,-18.0000,,-0.0735,-0.2941,-0.0848,-0.4902
Tandoori Paneer Burrito,4c8c37c969bd13578ef2d13e11781bd9,210.97,843.86,0.0039,19.7500,79,0.0034,,60,0.1167,0.0167,2025-07-28,2025-08-24,740.62,3703.10,0.0131,56.4000,282.0000,0.0088,28.24,260.0000,0.0885,0.0269,-529.65,-0.7152,-2859.24,-0.7721,-0.0092,-0.7035,-36.6500,-0.6498,-203.0000,-0.7199,-0.0054,-0.6146,,,-200.0000,-0.7692,0.0282,0.3188,-0.0103,-0.3809
Nutrl Black Cherry,f583ecef4a4aa3a20ce7a0508414d5a5,15.00,15.00,0.0001,4.0000,4,0.0002,,3,0.0000,0.0000,2025-07-28,2025-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eurest Bowl,2c5fee8f12e4c6db066ecb2b6fa01598,1772.35,3544.70,0.0163,123.0000,246,0.0106,,0,0.0000,0.0000,2025-07-28,2025-08-24,1710.00,5130.00,0.0181,120.0000,360.0000,0.0113,,0.0000,0.0000,0.0000,62.35,0.0365,-1585.30,-0.3090,-0.0018,-0.1011,3.0000,0.0250,-114.0000,-0.3167,-0.0007,-0.0600,,,0.0000,,0.0000,0.0000,0.0000,0.0000
