Menu item,Menu item,Item revenue per location,Item revenue,Item revenue (%),Items per location,Item volume,Item volume (%),AOV,Guests,Item return rate,Item re-order rate,Business date previous start,Business date previous end,Item revenue per location previous,Item revenue previous,Item revenue percentage previous,Item volume per location previous,Item volume previous,Item volume percentage previous,Item aov previous,Item guests previous,N day item return rate previous,N day item reorder rate previous,Item revenue per location absolute difference,Item revenue per location relative difference,Item revenue absolute difference,Item revenue relative difference,Item revenue percentage absolute difference,Item revenue percentage relative difference,Item volume per location absolute difference,Item volume per location relative difference,Item volume absolute difference,Item volume relative difference,Item volume percentage absolute difference,Item volume percentage relative difference,Item aov absolute difference,Item aov relative difference,Item guests absolute difference,Item guests relative difference,N day item return rate absolute difference,N day item return rate relative difference,N day item reorder rate absolute difference,N day item reorder rate relative difference
Sweet Cardamom Yogurt,41ee76536ff2c1a60482dbe87b9869c6,52.50,210.00,0.0010,18.0000,72,0.0031,,41,0.1220,0.0244,2025-07-28,2025-08-24,57.96,289.80,0.0010,18.2000,91.0000,0.0028,,68.0000,0.1765,0.1029,-5.46,-0.0942,-79.80,-0.2754,-0.0001,-0.0573,-0.2000,-0.0110,-19.0000,,0.0003,0.0881,,,-27.0000,,-0.0545,-0.3089,-0.0786,-0.7631
Aramark Marriott BYO Open Item,1d31ef238f792817b1676bea3e313e05,759.66,759.66,0.0035,2.0000,2,0.0001,,0,0.0000,0.0000,2025-07-28,2025-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Territory Coconut Curry Beef,0cfc6c1e1d140ee28906140b54a114ec,348.60,348.60,0.0016,42.0000,42,0.0018,,0,0.0000,0.0000,2025-07-28,2025-08-24,91.30,91.30,0.0003,11.0000,11.0000,0.0003,,0.0000,0.0000,0.0000,257.30,2.8182,257.30,,0.0013,3.9672,31.0000,2.8182,31.0000,,0.0015,4.2558,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Territory Ginger Curry Beef with Lemon Rice,038d29e5df63b8025e2c131c47b2cca1,247.52,247.52,0.0011,28.0000,28,0.0012,,0,0.0000,0.0000,2025-07-28,2025-08-24,159.12,159.12,0.0006,18.0000,18.0000,0.0006,,0.0000,0.0000,0.0000,88.40,0.5556,88.40,0.5556,0.0006,1.0237,10.0000,0.5556,10.0000,,0.0006,1.1403,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Grain Bowl,8f1eb7b733a778fa96d20356d25b7acb,9567.99,38271.97,0.1761,729.0000,2916,0.1255,21.06,2156,0.1234,0.0802,2025-07-28,2025-08-24,10804.33,54021.63,0.1911,855.6000,4278.0000,0.1339,19.78,3081.0000,0.1399,0.0967,-1236.33,-0.1144,-15749.66,-0.2915,-0.0150,-0.0784,-126.6000,-0.1480,-1362.0000,-0.3184,-0.0083,-0.0623,1.29,0.0650,-925.0000,-0.3002,-0.0165,-0.1180,-0.0165,-0.1704
Chicken Tikka Burrito,0ce9930d26d4eadb01c2e82930e01443,40.06,160.25,0.0007,3.7500,15,0.0006,,11,0.2727,0.0000,2025-07-28,2025-08-24,46.62,186.50,0.0007,4.0000,16.0000,0.0005,,15.0000,0.0667,0.0000,-6.56,-0.1408,-26.25,-0.1408,0.0001,0.1178,-0.2500,-0.0625,-1.0000,,0.0001,0.2894,,,-4.0000,,0.2061,3.0909,0.0000,0.0000
Mini Samosas,adb32f1bdc98ccdf3a40e53c1eb1948f,805.02,3220.10,0.0148,262.7500,1051,0.0452,22.74,816,0.0944,0.0429,2025-07-28,2025-08-24,720.42,3602.11,0.0127,290.0000,1450.0000,0.0454,22.08,1130.0000,0.1018,0.0425,84.60,0.1174,-382.01,-0.1061,0.0021,0.1630,-27.2500,-0.0940,-399.0000,-0.2752,-0.0001,-0.0029,0.65,0.0295,-314.0000,-0.2779,-0.0074,-0.0728,0.0004,0.0097
Butter Chicken,9c31e042dca639957d77cf56d13f5e1d,1944.25,7777.00,0.0358,136.2500,545,0.0235,28.61,479,0.0647,0.0251,2025-07-28,2025-08-24,2391.64,11958.20,0.0423,168.8000,844.0000,0.0264,28.69,746.0000,0.0844,0.0375,-447.39,-0.1871,-4181.20,-0.3497,-0.0065,-0.1539,-32.5500,-0.1928,-299.0000,-0.3543,-0.0029,-0.1117,-0.08,-0.0027,-267.0000,-0.3579,-0.0197,-0.2337,-0.0125,-0.3326
Side of Main,03d76c3a768e84f8c0bbad2f13d4188a,124.38,497.51,0.0023,22.7500,91,0.0039,,71,0.0986,0.0423,2025-07-28,2025-08-24,133.60,668.02,0.0024,24.6000,123.0000,0.0038,,90.0000,0.1333,0.0444,-9.23,-0.0691,-170.51,-0.2552,-0.0001,-0.0311,-1.8500,-0.0752,-32.0000,-0.2602,0.0001,0.0177,,,-19.0000,,-0.0347,-0.2606,-0.0022,-0.0493
Rupee Lager,c9498895e746193d9ea035f9a81c3e40,113.33,340.00,0.0016,16.3333,49,0.0021,,38,0.1842,0.1842,2025-07-28,2025-08-24,149.28,597.10,0.0021,20.7500,83.0000,0.0026,,61.0000,0.0164,0.0164,-35.94,-0.2408,-257.10,-0.4306,-0.0005,-0.2592,-4.4167,-0.2129,-34.0000,,-0.0005,-0.1879,,,-23.0000,,0.1678,10.2372,0.1678,10.2372
Pick 2 Combo Plate,d12f9ec63617f8719dc1657b8e76514e,1685.89,6743.55,0.0310,117.2500,469,0.0202,27.55,402,0.0572,0.0224,2025-07-28,2025-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greens + Grains Bowl,3a65db2934efc6fe92bd7535047b7ae0,594.46,2377.83,0.0109,46.5000,186,0.0080,19.79,166,0.1265,0.0361,2025-07-28,2025-08-24,1396.98,6984.91,0.0247,112.4000,562.0000,0.0176,21.30,468.0000,0.1325,0.0470,-802.52,-0.5745,-4607.08,-0.6596,-0.0138,-0.5571,-65.9000,-0.5863,-376.0000,-0.6690,-0.0096,-0.5447,-1.51,-0.0710,-302.0000,-0.6453,-0.0060,-0.0451,-0.0109,-0.2311
Cucumber Raita,b6aef261062648a464a75abf3a88d636,39.00,156.00,0.0007,15.5000,62,0.0027,,50,0.1000,0.0000,2025-07-28,2025-08-24,50.28,251.40,0.0009,17.4000,87.0000,0.0027,,74.0000,0.0405,0.0135,-11.28,-0.2243,-95.40,-0.3795,-0.0002,-0.1927,-1.9000,-0.1092,-25.0000,,-0.0001,-0.0195,,,-24.0000,,0.0595,1.4666,-0.0135,-1.0000
Open Water Sparkling Water,bd334657d0647a944bf877236ce1ddf7,21.00,84.00,0.0004,13.0000,52,0.0022,,25,0.1200,0.0400,2025-07-28,2025-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Side of Sauce,32614679d8cded9c7fb9f39d0de52643,15.30,61.20,0.0003,3.0000,12,0.0005,,10,0.0000,0.0000,2025-07-28,2025-08-24,20.40,102.00,0.0004,4.0000,20.0000,0.0006,,20.0000,0.0000,0.0000,-5.10,-0.2500,-40.80,-0.4000,-0.0001,-0.2194,-1.0000,-0.2500,-8.0000,,-0.0001,-0.1741,,,-10.0000,,0.0000,0.0000,0.0000,0.0000
Roti,c939c164798efd50698e30c2a594b2d4,3.75,7.50,0.0000,2.5000,5,0.0002,,4,0.5000,0.2500,2025-07-28,2025-08-24,5.25,10.50,0.0000,3.5000,7.0000,0.0002,,5.0000,0.2000,0.2000,-1.50,-0.2857,-3.00,,-0.0000,-0.0708,-1.0000,-0.2857,-2.0000,,-0.0000,-0.0183,,,-1.0000,,0.3000,1.5000,0.0500,0.2500
Cureate Tandoori Paneer Bowl,3376356ad89c194dbaf7fc90d8adb7a5,344.70,344.70,0.0016,30.0000,30,0.0013,,0,0.0000,0.0000,2025-07-28,2025-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aramark Marriott Tandoori Paneer Bowl,3f8951b8e0b2a47d7de013a64ea174a2,278.80,278.80,0.0013,17.0000,17,0.0007,,0,0.0000,0.0000,2025-07-28,2025-08-24,439.04,439.04,0.0016,28.0000,28.0000,0.0009,,0.0000,0.0000,0.0000,-160.24,-0.3650,-160.24,-0.3650,-0.0003,-0.1739,-11.0000,-0.3929,-11.0000,,-0.0001,-0.1644,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Maine Root Fountain Soda,53b139407870a7205e24a64b2ccf9eb2,397.07,1588.28,0.0073,127.0000,508,0.0219,23.78,410,0.0805,0.0415,2025-07-28,2025-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Masala Chai,65f3d39b3b905d8708692e1987f25b8f,173.33,520.00,0.0024,36.0000,108,0.0046,,74,0.0676,0.0135,2025-07-28,2025-08-24,87.17,435.87,0.0015,19.0000,95.0000,0.0030,,69.0000,0.1449,0.0290,86.16,0.9884,84.13,0.1930,0.0009,0.5520,17.0000,0.8947,13.0000,,0.0017,0.5637,,,5.0000,,-0.0774,-0.5338,-0.0155,-0.5338
Paneer Butter Masala,529fd125fd5bc47236ae9c0242d971ee,23.62,94.50,0.0004,1.7500,7,0.0003,,7,0.1429,0.0000,2025-07-28,2025-08-24,666.70,3333.48,0.0118,51.0000,255.0000,0.0080,30.74,230.0000,0.0652,0.0130,-643.07,-0.9646,-3238.98,-0.9717,-0.0114,-0.9631,-49.2500,-0.9657,-248.0000,-0.9725,-0.0077,-0.9623,,,-223.0000,-0.9696,0.0776,1.1905,-0.0130,-1.0000
Cureate Chicken Bowl,126e8473129e588048f0015e6cb2f377,1099.00,1099.00,0.0051,100.0000,100,0.0043,,0,0.0000,0.0000,2025-07-28,2025-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guest Services BYO Spicy Chicken Bowl,3270f736f47d60493d55c5d057545db3,500.65,500.65,0.0023,31.0000,31,0.0013,,0,0.0000,0.0000,2025-07-28,2025-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paneer Tikka Bowl,1680a4357e2ab3fb482a56d60603525a,2454.56,9818.25,0.0452,185.2500,741,0.0319,25.84,633,0.1027,0.0490,2025-07-28,2025-08-24,3050.18,15250.91,0.0540,243.6000,1218.0000,0.0381,25.20,978.0000,0.1094,0.0491,-595.62,-0.1953,-5432.66,-0.3562,-0.0088,-0.1625,-58.3500,-0.2395,-477.0000,-0.3916,-0.0062,-0.1631,0.64,0.0255,-345.0000,-0.3528,-0.0067,-0.0614,-0.0001,-0.0022
Saag Paneer,b2e5e331828a4748468e0853ec4d1f52,539.16,2156.63,0.0099,40.7500,163,0.0070,29.12,143,0.1119,0.0559,2025-07-28,2025-08-24,664.16,3320.78,0.0117,50.0000,250.0000,0.0078,29.54,235.0000,0.0809,0.0255,-125.00,-0.1882,-1164.15,-0.3506,-0.0018,-0.1551,-9.2500,-0.1850,-87.0000,-0.3480,-0.0008,-0.1032,-0.41,-0.0140,-92.0000,-0.3915,0.0310,0.3839,0.0304,1.1911
Spicy Chicken + Avocado,f4130c25d2ca93ff32100507b9969d8b,234.32,937.30,0.0043,16.0000,64,0.0028,,61,0.0492,0.0164,2025-07-28,2025-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foodworks BYO Premium Bowl,678fc547ec346b2eab32edfd766b061e,2034.90,2034.90,0.0094,126.0000,126,0.0054,,0,0.0000,0.0000,2025-07-28,2025-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aramark Marriott Chicken Tikka Masala,8d5b32e1a1ac90d72c43a4bce72bae6d,1113.75,1113.75,0.0051,75.0000,75,0.0032,,0,0.0000,0.0000,2025-07-28,2025-08-24,639.90,639.90,0.0023,45.0000,45.0000,0.0014,,0.0000,0.0000,0.0000,473.85,0.7405,473.85,0.7405,0.0029,1.2643,30.0000,0.6667,30.0000,,0.0018,1.2926,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Territory Spicy Peanut Noodle Bowl,f32b2b8ca579af2c075862176a0ea7a2,148.32,148.32,0.0007,16.0000,16,0.0007,,0,0.0000,0.0000,2025-07-28,2025-08-24,593.28,593.28,0.0021,64.0000,64.0000,0.0020,,0.0000,0.0000,0.0000,-444.96,-0.7500,-444.96,-0.7500,-0.0014,-0.6748,-48.0000,-0.7500,-48.0000,,-0.0013,-0.6560,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Territory Sesame Peanut Noodle,4b6d98a10d0fb75d660e034ff484a476,43.82,43.82,0.0002,7.0000,7,0.0003,,0,0.0000,0.0000,2025-07-28,2025-08-24,895.18,895.18,0.0032,143.0000,143.0000,0.0045,,0.0000,0.0000,0.0000,-851.36,-0.9510,-851.36,-0.9510,-0.0030,-0.9363,-136.0000,-0.9510,-136.0000,-0.9510,-0.0042,-0.9327,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Strawberry Lassi,6c09d93c3dca4c4768fd5830f10d2afb,512.35,2049.40,0.0094,101.7500,407,0.0175,25.22,342,0.1053,0.0263,2025-07-28,2025-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC Brau Pils,2a37fc9d4800d991427805654631c096,26.25,52.50,0.0002,5.5000,11,0.0005,,11,0.0909,0.0000,2025-07-28,2025-08-24,42.88,171.50,0.0006,7.7500,31.0000,0.0010,,29.0000,0.0690,0.0345,-16.62,-0.3878,-119.00,-0.6939,-0.0004,-0.6018,-2.2500,-0.2903,-20.0000,,-0.0005,-0.5113,,,-18.0000,,0.0219,0.3182,-0.0345,-1.0000
Spiced Cauli + Quinoa Bowl,1e8e6594ecff87b7c75c081bd791f412,748.00,2991.98,0.0138,62.5000,250,0.0108,21.81,226,0.1106,0.0310,2025-07-28,2025-08-24,862.75,4313.74,0.0153,75.6000,378.0000,0.0118,23.18,326.0000,0.0920,0.0429,-114.75,-0.1330,-1321.76,-0.3064,-0.0015,-0.0977,-13.1000,-0.1733,-128.0000,-0.3386,-0.0011,-0.0902,-1.37,-0.0591,-100.0000,-0.3067,0.0186,0.2021,-0.0120,-0.2788
Butter Chicken Burrito,037d8e4f48a3c66db8eaff8a4770bc84,2252.83,9011.33,0.0415,184.5000,738,0.0318,22.27,616,0.0844,0.0455,2025-07-28,2025-08-24,2190.03,10950.13,0.0387,174.0000,870.0000,0.0272,24.51,755.0000,0.0861,0.0411,62.81,0.0287,-1938.80,-0.1771,0.0027,0.0706,10.5000,0.0603,-132.0000,-0.1517,0.0045,0.1669,-2.24,-0.0915,-139.0000,-0.1841,-0.0017,-0.0195,0.0044,0.1070
Open Water Still Water,924a62abf03e0973f0882c9bc80cf78d,68.25,273.00,0.0013,37.5000,150,0.0065,14.51,77,0.1429,0.0649,2025-07-28,2025-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vanilla Mango Lassi Soft Serve,7d7ff21d8d65e0aec403985229bec204,173.33,520.00,0.0024,45.6667,137,0.0059,11.88,83,0.1205,0.0723,2025-07-28,2025-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chocolate Chai Soft Serve,78655f7be72fdfe241f44722d389b9a0,78.33,235.00,0.0011,28.3333,85,0.0037,,48,0.0417,0.0208,2025-07-28,2025-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aloo Gobhi,d64c6c4491b32b7ee357a93508b45c4f,205.79,823.15,0.0038,15.2500,61,0.0026,,58,0.0172,0.0000,2025-07-28,2025-08-24,361.39,1806.93,0.0064,27.0000,135.0000,0.0042,28.71,125.0000,0.1600,0.0400,-155.60,-0.4306,-983.78,-0.5444,-0.0026,-0.4074,-11.7500,-0.4352,-74.0000,-0.5481,-0.0016,-0.3783,,,-67.0000,-0.5360,-0.1428,-0.8922,-0.0400,-1.0000
Nutrl Strawberry,6b78379f1dc8624cf4c9e5298481fce6,35.00,35.00,0.0002,8.0000,8,0.0003,,5,0.4000,0.2000,2025-07-28,2025-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salad Bowl,12e1c60082e99443f0803dea36bcfd1e,100.14,400.55,0.0018,7.5000,30,0.0013,,29,0.1379,0.0345,2025-07-28,2025-08-24,260.67,1303.35,0.0046,21.0000,105.0000,0.0033,19.41,84.0000,0.2857,0.0952,-160.53,-0.6158,-902.80,-0.6927,-0.0028,-0.6002,-13.5000,-0.6429,-75.0000,-0.7143,-0.0020,-0.6071,,,-55.0000,,-0.1478,-0.5172,-0.0608,-0.6379
Wild Kombucha - Mango Peach,c5637f01dae60eb3ac82016ed498641e,30.00,120.00,0.0006,7.7500,31,0.0013,,23,0.0435,0.0000,2025-07-28,2025-08-24,140.39,701.97,0.0025,28.4000,142.0000,0.0044,32.71,138.0000,0.1304,0.0072,-110.39,-0.7863,-581.97,-0.8291,-0.0019,-0.7776,-20.6500,-0.7271,-111.0000,-0.7817,-0.0031,-0.6998,,,-115.0000,-0.8333,-0.0870,-0.6667,-0.0072,-1.0000
Aramark Tandoori Paneer Bowl,5632e59bde719e60562d9ae604b2d427,1219.05,1219.05,0.0056,81.0000,81,0.0035,,0,0.0000,0.0000,2025-07-28,2025-08-24,993.96,993.96,0.0035,66.0000,66.0000,0.0021,,0.0000,0.0000,0.0000,225.09,0.2265,225.09,0.2265,0.0021,0.5955,15.0000,0.2273,15.0000,,0.0014,0.6886,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Harvest Chicken Bowl,9fc12ff30ff414536e6f6d0bf1d8c0ef,123.95,371.85,0.0017,10.3333,31,0.0013,,28,0.1071,0.0000,2025-07-28,2025-08-24,26.95,134.75,0.0005,3.2000,16.0000,0.0005,,11.0000,0.2727,0.0000,97.00,3.5993,237.10,1.7596,0.0012,2.5900,7.1333,2.2292,15.0000,,0.0008,1.6627,,,17.0000,,-0.1656,-0.6071,0.0000,0.0000
Indaba Sauvignon Blanc-gl,c95747c2f48508d23228980862fbc7ec,82.00,82.00,0.0004,11.0000,11,0.0005,,10,0.0000,0.0000,2025-07-28,2025-08-24,8.20,41.00,0.0001,1.4000,7.0000,0.0002,,7.0000,0.0000,0.0000,73.80,9.0000,41.00,,0.0002,1.6018,9.6000,6.8571,4.0000,,0.0003,1.1644,,,3.0000,,0.0000,0.0000,0.0000,0.0000
Chicken Curry,bd0e970348fd3d0bbb878201f9e6fd93,21.75,43.50,0.0002,1.5000,3,0.0001,,3,0.6667,0.0000,2025-07-28,2025-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Masala Chai Soft Serve,18e2ad0e6e8d379c6c5cf8f72a9d1cf8,2.50,5.00,0.0000,1.0000,2,0.0001,,1,0.0000,0.0000,2025-07-28,2025-08-24,131.94,659.72,0.0023,34.2000,171.0000,0.0054,10.82,124.0000,0.1129,0.0000,-129.44,-0.9811,-654.72,-0.9924,-0.0023,-0.9901,-33.2000,-0.9708,-169.0000,-0.9883,-0.0053,-0.9839,,,-123.0000,-0.9919,-0.1129,-1.0000,0.0000,0.0000
Mini Samosas (Individual),c93e0d808211661e5fb82c8b708a2089,50.00,50.00,0.0002,40.0000,40,0.0017,,0,0.0000,0.0000,2025-07-28,2025-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guest Services BYO Paneer Bowl,d2de8bbb76a8397561fe930e2ae89d4f,80.75,80.75,0.0004,5.0000,5,0.0002,,0,0.0000,0.0000,2025-07-28,2025-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamb Kebab Bowl,e67440b5f094175ee64ce831322fe016,1225.61,4902.42,0.0226,91.5000,366,0.0158,26.24,310,0.1000,0.0290,2025-07-28,2025-08-24,1792.75,8963.77,0.0317,139.2000,696.0000,0.0218,25.04,585.0000,0.1043,0.0256,-567.15,-0.3164,-4061.35,-0.4531,-0.0091,-0.2885,-47.7000,-0.3427,-330.0000,-0.4741,-0.0060,-0.2766,1.21,0.0483,-275.0000,-0.4701,-0.0043,-0.0410,0.0034,0.1322
Spicy Chili Chicken Bowl,f69c4f89d02ed8113b95711324f0c441,3575.65,14302.59,0.0658,273.2500,1093,0.0470,23.00,891,0.1077,0.0438,2025-07-28,2025-08-24,4286.25,21431.23,0.0758,328.4000,1642.0000,0.0514,23.48,1354.0000,0.1041,0.0480,-710.60,-0.1658,-7128.64,-0.3326,-0.0100,-0.1318,-55.1500,-0.1679,-549.0000,-0.3343,-0.0043,-0.0843,-0.48,-0.0206,-463.0000,-0.3419,0.0036,0.0346,-0.0042,-0.0882
Wild Kombucha - Ginger,2800f7ea017d47701691d95876ecd531,27.50,110.00,0.0005,7.0000,28,0.0012,,22,0.0455,0.0000,2025-07-28,2025-08-24,97.48,487.42,0.0017,22.2000,111.0000,0.0035,24.33,90.0000,0.1111,0.0333,-69.98,-0.7179,-377.42,-0.7743,-0.0012,-0.7064,-15.2000,-0.6847,-83.0000,-0.7477,-0.0023,-0.6530,,,-68.0000,,-0.0657,-0.5909,-0.0333,-1.0000
BYO Burrito,19dfcc1e39e0cab78562faa5ab55adbb,357.73,1430.90,0.0066,26.7500,107,0.0046,,96,0.1042,0.0417,2025-07-28,2025-08-24,286.52,1432.58,0.0051,22.6000,113.0000,0.0035,25.21,99.0000,0.1010,0.0202,71.21,0.2485,-1.68,-0.0012,0.0015,0.2994,4.1500,0.1836,-6.0000,-0.0531,0.0011,0.3026,,,-3.0000,,0.0032,0.0313,0.0215,1.0625
Olipop - Cola,4d0b025abdd9a6e15ab6db940ec09ec9,42.19,168.75,0.0008,11.7500,47,0.0020,,42,0.0476,0.0238,2025-07-28,2025-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aramark Harvest Vegetables Bowl,9688e7194cb1feea9d2b1d125e3ac3c5,166.20,166.20,0.0008,12.0000,12,0.0005,,0,0.0000,0.0000,2025-07-28,2025-08-24,221.76,221.76,0.0008,16.0000,16.0000,0.0005,,0.0000,0.0000,0.0000,-55.56,-0.2505,-55.56,-0.2505,-0.0000,-0.0250,-4.0000,-0.2500,-4.0000,,0.0000,0.0319,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Aramark Marriott Spicy Chicken Avocado Bowl,38831841fd381a255fd8bf9341f2faae,369.60,369.60,0.0017,22.0000,22,0.0009,,0,0.0000,0.0000,2025-07-28,2025-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Territory Spiced Beef and Chickpea Bowl,8970e7f3fd1aa52d192ea89f6ef5bc79,50.46,50.46,0.0002,6.0000,6,0.0003,,0,0.0000,0.0000,2025-07-28,2025-08-24,235.48,235.48,0.0008,28.0000,28.0000,0.0009,,0.0000,0.0000,0.0000,-185.02,-0.7857,-185.02,-0.7857,-0.0006,-0.7212,-22.0000,-0.7857,-22.0000,,-0.0006,-0.7055,,,0.0000,,0.0000,0.0000,0.0000,0.0000
