Menu item,Menu item,Item revenue per location,Item revenue,Item revenue (%),Items per location,Item volume,Item volume (%),AOV,Guests,Item return rate,Item re-order rate,Business date previous start,Business date previous end,Item revenue per location previous,Item revenue previous,Item revenue percentage previous,Item volume per location previous,Item volume previous,Item volume percentage previous,Item aov previous,Item guests previous,N day item return rate previous,N day item reorder rate previous,Item revenue per location absolute difference,Item revenue per location relative difference,Item revenue absolute difference,Item revenue relative difference,Item revenue percentage absolute difference,Item revenue percentage relative difference,Item volume per location absolute difference,Item volume per location relative difference,Item volume absolute difference,Item volume relative difference,Item volume percentage absolute difference,Item volume percentage relative difference,Item aov absolute difference,Item aov relative difference,Item guests absolute difference,Item guests relative difference,N day item return rate absolute difference,N day item return rate relative difference,N day item reorder rate absolute difference,N day item reorder rate relative difference
Sixpoint Bengali IPA,fccad93ac8445f7de26a4583bcaf8796,120.00,120.00,0.0003,22.0000,22,0.0006,,17,0.0588,0.0588,2025-05-26,2025-06-29,66.00,132.00,0.0004,12.0000,24.0000,0.0006,,23.0000,0.1304,0.0000,54.00,0.8182,-12.00,-0.0909,-0.0000,-0.0972,10.0000,0.8333,-2.0000,,-0.0000,-0.0329,,,-6.0000,,-0.0716,-0.5490,0.0588,0.0000
Pick 2 Combo Plate,d12f9ec63617f8719dc1657b8e76514e,1197.56,5987.82,0.0164,82.6000,413,0.0105,27.05,368,0.0652,0.0245,2025-05-26,2025-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eurest Mango Lassi,d87057232036bef6add8e36635d0fa32,315.00,630.00,0.0017,52.5000,105,0.0027,,0,0.0000,0.0000,2025-05-26,2025-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Territory Spiced Sweet Potato,8225388c3fe824cb6d91feda36d711cb,511.50,511.50,0.0014,66.0000,66,0.0017,,0,0.0000,0.0000,2025-05-26,2025-06-29,674.25,674.25,0.0019,87.0000,87.0000,0.0021,,0.0000,0.0000,0.0000,-162.75,-0.2414,-162.75,-0.2414,-0.0005,-0.2467,-21.0000,-0.2414,-21.0000,,-0.0004,-0.1994,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Territory Spicy Peanut Noodle Bowl,f32b2b8ca579af2c075862176a0ea7a2,398.61,398.61,0.0011,43.0000,43,0.0011,,0,0.0000,0.0000,2025-05-26,2025-06-29,741.60,741.60,0.0020,80.0000,80.0000,0.0019,,0.0000,0.0000,0.0000,-342.99,-0.4625,-342.99,-0.4625,-0.0010,-0.4662,-37.0000,-0.4625,-37.0000,,-0.0008,-0.4332,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Territory Coconut Curry Chickpeas,56c1e2887ea6a5737fd62057b175a642,136.23,136.23,0.0004,19.0000,19,0.0005,,0,0.0000,0.0000,2025-05-26,2025-06-29,78.87,78.87,0.0002,11.0000,11.0000,0.0003,,0.0000,0.0000,0.0000,57.36,0.7273,57.36,,0.0002,0.7153,8.0000,0.7273,8.0000,,0.0002,0.8258,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Eurest APL Double Protein,f93b5c2041a8beb0952ef3dd9b04455d,126.00,126.00,0.0003,7.0000,7,0.0002,,0,0.0000,0.0000,2025-05-26,2025-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mango Lassi,612a2d386edc9534c9b0c2d1c8cb2290,2768.92,13844.60,0.0379,536.2000,2681,0.0680,25.69,1908,0.1190,0.0760,2025-05-26,2025-06-29,3140.05,15700.23,0.0433,658.0000,3290.0000,0.0791,31.94,2177.0000,0.1599,0.1024,-371.13,-0.1182,-1855.63,-0.1182,-0.0054,-0.1243,-121.8000,-0.1851,-609.0000,-0.1851,-0.0111,-0.1402,-6.25,-0.1956,-269.0000,-0.1236,-0.0409,-0.2557,-0.0264,-0.2581
Chicken Tikka + Avocado Salad,0728e0a55ce8f942b4f93af58819db09,1446.31,7231.55,0.0198,103.6000,518,0.0131,24.99,432,0.1157,0.0556,2025-05-26,2025-06-29,1676.27,8381.34,0.0231,135.6000,678.0000,0.0163,22.33,552.0000,0.1540,0.0598,-229.96,-0.1372,-1149.79,-0.1372,-0.0033,-0.1432,-32.0000,-0.2360,-160.0000,-0.2360,-0.0032,-0.1939,2.66,0.1191,-120.0000,-0.2174,-0.0382,-0.2484,-0.0042,-0.0707
Spicy Chicken Burrito,0f9c19dd694d3299d402c77c69c32f52,162.25,811.25,0.0022,13.2000,66,0.0017,,56,0.2500,0.0536,2025-05-26,2025-06-29,684.28,3421.40,0.0094,53.8000,269.0000,0.0065,23.05,245.0000,0.1592,0.0531,-522.03,-0.7629,-2610.15,-0.7629,-0.0072,-0.7645,-40.6000,-0.7546,-203.0000,-0.7546,-0.0048,-0.7411,,,-189.0000,-0.7714,0.0908,0.5705,0.0005,0.0096
Strawberry Lassi,6c09d93c3dca4c4768fd5830f10d2afb,552.26,2761.30,0.0076,112.2000,561,0.0142,21.62,462,0.1385,0.0498,2025-05-26,2025-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aramark Marriott Spicy Chicken Avocado Bowl,38831841fd381a255fd8bf9341f2faae,192.60,192.60,0.0005,12.0000,12,0.0003,,0,0.0000,0.0000,2025-05-26,2025-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC Brau Pils,2a37fc9d4800d991427805654631c096,65.00,260.00,0.0007,11.2500,45,0.0011,,37,0.0270,0.0000,2025-05-26,2025-06-29,51.40,257.00,0.0007,9.6000,48.0000,0.0012,,38.0000,0.1053,0.0263,13.60,0.2646,3.00,0.0117,0.0000,0.0046,1.6500,0.1719,-3.0000,,-0.0000,-0.0113,,,-1.0000,,-0.0782,-0.7432,-0.0263,-1.0000
Kingfisher - Happy Hour,3f4f4be5dc8d87fa8b1c17dc36df8ae0,64.00,64.00,0.0002,16.0000,16,0.0004,,9,0.0000,0.0000,2025-05-26,2025-06-29,24.00,24.00,0.0001,6.0000,6.0000,0.0001,,6.0000,0.0000,0.0000,40.00,1.6667,40.00,,0.0001,1.6481,10.0000,1.6667,10.0000,,0.0003,1.8194,,,3.0000,,0.0000,0.0000,0.0000,0.0000
Foodworks BYO Bowl,a1ec0aa0b8651adb168fe28e938d8fdd,4081.35,4081.35,0.0112,273.0000,273,0.0069,,0,0.0000,0.0000,2025-05-26,2025-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nutrl Strawberry,6b78379f1dc8624cf4c9e5298481fce6,25.00,25.00,0.0001,5.0000,5,0.0001,,2,0.0000,0.0000,2025-05-26,2025-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aramark Marriott Chicken Tikka Masala,8d5b32e1a1ac90d72c43a4bce72bae6d,1578.42,1578.42,0.0043,111.0000,111,0.0028,,0,0.0000,0.0000,2025-05-26,2025-06-29,1322.46,1322.46,0.0036,93.0000,93.0000,0.0022,,0.0000,0.0000,0.0000,255.96,0.1935,255.96,0.1935,0.0007,0.1852,18.0000,0.1935,18.0000,,0.0006,0.2595,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Nutrl Black Cherry,f583ecef4a4aa3a20ce7a0508414d5a5,10.00,10.00,0.0000,4.0000,4,0.0001,,3,0.3333,0.0000,2025-05-26,2025-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paneer Tikka Masala,69d79d2325d9449dac6849aa7f892975,61.10,305.50,0.0008,4.8000,24,0.0006,,22,0.0909,0.0455,2025-05-26,2025-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spiked Lassi,848bdd83bf207aa9ceca2927f4112998,36.67,110.00,0.0003,5.6667,17,0.0004,,13,0.0000,0.0000,2025-05-26,2025-06-29,74.00,370.00,0.0010,10.6000,53.0000,0.0013,,44.0000,0.0682,0.0227,-37.33,-0.5045,-260.00,-0.7027,-0.0007,-0.7048,-4.9333,-0.4654,-36.0000,,-0.0008,-0.6617,,,-31.0000,,-0.0682,-1.0000,-0.0227,-1.0000
Premium Options Upcharge,d487fb8c91d04496604d78d6feff327c,731.82,2195.46,0.0060,3.6667,11,0.0003,,1,0.0000,0.0000,2025-05-26,2025-06-29,2044.26,4088.51,0.0113,5.0000,10.0000,0.0002,,4.0000,0.2500,0.0000,-1312.43,-0.6420,-1893.05,-0.4630,-0.0053,-0.4668,-1.3333,-0.2667,1.0000,,0.0000,0.1625,,,-3.0000,,-0.2500,-1.0000,0.0000,0.0000
Aramark Harvest Vegetables Bowl,9688e7194cb1feea9d2b1d125e3ac3c5,124.65,124.65,0.0003,9.0000,9,0.0002,,0,0.0000,0.0000,2025-05-26,2025-06-29,1330.56,1330.56,0.0037,96.0000,96.0000,0.0023,,0.0000,0.0000,0.0000,-1205.91,-0.9063,-1205.91,-0.9063,-0.0033,-0.9070,-87.0000,-0.9062,-87.0000,,-0.0021,-0.9012,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Aramark Chicken Bowl,9cf0f29fbbe6a8aa70f146f26519c16b,5041.40,5041.40,0.0138,364.0000,364,0.0092,,0,0.0000,0.0000,2025-05-26,2025-06-29,3274.94,9824.82,0.0271,236.3333,709.0000,0.0170,,0.0000,0.0000,0.0000,1766.46,0.5394,-4783.42,-0.4869,-0.0133,-0.4904,127.6667,0.5402,-345.0000,-0.4866,-0.0078,-0.4583,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Rupee Lager - Happy Hour,e5b7681af668fbee4cf2e8ebbef422ac,66.00,66.00,0.0002,11.0000,11,0.0003,,9,0.0000,0.0000,2025-05-26,2025-06-29,88.30,88.30,0.0002,15.0000,15.0000,0.0004,,12.0000,0.0000,0.0000,-22.30,-0.2525,-22.30,,-0.0001,-0.2577,-4.0000,-0.2667,-4.0000,,-0.0001,-0.2271,,,-3.0000,,0.0000,0.0000,0.0000,0.0000
Cureate Harvest Vegetables Bowl,fbc775834bc10f32cf904d5c3cf8ed5a,384.65,384.65,0.0011,35.0000,35,0.0009,,0,0.0000,0.0000,2025-05-26,2025-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Territory Coconut Curry Beef,0cfc6c1e1d140ee28906140b54a114ec,166.00,166.00,0.0005,20.0000,20,0.0005,,0,0.0000,0.0000,2025-05-26,2025-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greens + Grains Bowl,3a65db2934efc6fe92bd7535047b7ae0,1688.85,8444.23,0.0231,130.4000,652,0.0165,19.82,547,0.1609,0.0640,2025-05-26,2025-06-29,1983.53,9917.67,0.0273,164.4000,822.0000,0.0198,18.44,644.0000,0.2050,0.0745,-294.69,-0.1486,-1473.44,-0.1486,-0.0042,-0.1545,-34.0000,-0.2068,-170.0000,-0.2068,-0.0032,-0.1631,1.38,0.0748,-97.0000,-0.1506,-0.0441,-0.2151,-0.0105,-0.1415
Side of Grain,343ce46c5489f43ec64a165e5323783f,30.00,150.00,0.0004,10.8000,54,0.0014,,47,0.1489,0.0426,2025-05-26,2025-06-29,33.60,168.00,0.0005,12.2000,61.0000,0.0015,,47.0000,0.1702,0.0638,-3.60,-0.1071,-18.00,-0.1071,-0.0001,-0.1134,-1.4000,-0.1148,-7.0000,,-0.0001,-0.0662,,,0.0000,,-0.0213,-0.1250,-0.0213,-0.3333
Salad Bowl,12e1c60082e99443f0803dea36bcfd1e,455.39,2276.94,0.0062,34.0000,170,0.0043,19.37,134,0.2015,0.0672,2025-05-26,2025-06-29,399.37,1996.84,0.0055,32.2000,161.0000,0.0039,17.94,131.0000,0.3206,0.1069,56.02,0.1403,280.10,0.1403,0.0007,0.1323,1.8000,0.0559,9.0000,0.0559,0.0004,0.1140,1.43,0.0796,3.0000,0.0229,-0.1191,-0.3715,-0.0397,-0.3715
Fooda Aramark Eurest Masala Chai Cookies,99f7266c90ada61b8b7d53f6da93de65,32.50,97.50,0.0003,13.0000,39,0.0010,,0,0.0000,0.0000,2025-05-26,2025-06-29,35.00,105.00,0.0003,14.0000,42.0000,0.0010,,0.0000,0.0000,0.0000,-2.50,-0.0714,-7.50,-0.0714,-0.0000,-0.0779,-1.0000,-0.0714,-3.0000,,-0.0000,-0.0198,,,0.0000,,0.0000,0.0000,0.0000,0.0000
DC Brau Pils - Happy Hour,6eff876287b368b130bd4f615e77a9d7,32.00,32.00,0.0001,8.0000,8,0.0002,,7,0.0000,0.0000,2025-05-26,2025-06-29,20.00,20.00,0.0001,5.0000,5.0000,0.0001,,5.0000,0.0000,0.0000,12.00,0.6000,12.00,,0.0000,0.5889,3.0000,0.6000,3.0000,,0.0001,0.6917,,,2.0000,,0.0000,0.0000,0.0000,0.0000
Mini Samosas,adb32f1bdc98ccdf3a40e53c1eb1948f,870.90,4354.48,0.0119,353.2000,1766,0.0448,21.36,1345,0.1405,0.0677,2025-05-26,2025-06-29,1010.23,5051.15,0.0139,399.4000,1997.0000,0.0480,20.97,1508.0000,0.1618,0.0796,-139.33,-0.1379,-696.67,-0.1379,-0.0020,-0.1439,-46.2000,-0.1157,-231.0000,-0.1157,-0.0032,-0.0670,0.39,0.0184,-163.0000,-0.1081,-0.0213,-0.1315,-0.0119,-0.1498
Kids BYO,66c163b662cda637cb2478e2112386c7,935.99,4679.95,0.0128,132.4000,662,0.0168,22.30,478,0.1569,0.1025,2025-05-26,2025-06-29,868.35,4341.77,0.0120,120.0000,600.0000,0.0144,24.42,423.0000,0.1891,0.1111,67.64,0.0779,338.18,0.0779,0.0008,0.0704,12.4000,0.1033,62.0000,0.1033,0.0024,0.1641,-2.12,-0.0868,55.0000,0.1300,-0.0322,-0.1704,-0.0086,-0.0774
Bag,f6b5ab5a96e017f867590689d1e594a0,1.15,2.31,0.0000,115.5000,231,0.0059,22.49,203,0.1970,0.0296,2025-05-26,2025-06-29,-0.02,-0.05,-0.0000,1.6667,5.0000,0.0001,,5.0000,0.0000,0.0000,1.17,-70.3000,2.36,,0.0000,-46.8785,113.8333,68.3000,226.0000,,0.0057,47.8167,,,198.0000,,0.1970,0.0000,0.0296,0.0000
Wild Kombucha - Ginger,2800f7ea017d47701691d95876ecd531,86.90,434.50,0.0012,23.8000,119,0.0030,21.67,85,0.1059,0.0471,2025-05-26,2025-06-29,150.21,751.05,0.0021,32.0000,160.0000,0.0038,23.32,140.0000,0.1714,0.0571,-63.31,-0.4215,-316.55,-0.4215,-0.0009,-0.4255,-8.2000,-0.2562,-41.0000,-0.2562,-0.0008,-0.2153,-1.65,-0.0709,-55.0000,-0.3929,-0.0655,-0.3824,-0.0101,-0.1765
Garlic Naan,d82b81ee46917a4a06cdfb7736d70417,1522.57,7612.84,0.0208,416.2000,2081,0.0528,24.06,1590,0.1189,0.0591,2025-05-26,2025-06-29,1050.23,5251.15,0.0145,413.6000,2068.0000,0.0497,22.94,1602.0000,0.1423,0.0712,472.34,0.4497,2361.69,0.4497,0.0064,0.4397,2.6000,0.0063,13.0000,0.0063,0.0031,0.0617,1.12,0.0487,-12.0000,-0.0075,-0.0235,-0.1648,-0.0120,-0.1692
Saag Chole,e7b06d260a320ee1e70d9b9577458895,6.75,13.50,0.0000,1.0000,2,0.0001,,1,0.0000,0.0000,2025-05-26,2025-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Butter Chicken Burrito,037d8e4f48a3c66db8eaff8a4770bc84,3433.94,17169.72,0.0470,272.6000,1363,0.0346,23.10,1142,0.1208,0.0604,2025-05-26,2025-06-29,3396.79,16983.95,0.0468,288.6000,1443.0000,0.0347,22.07,1236.0000,0.1432,0.0696,37.15,0.0109,185.77,0.0109,0.0002,0.0039,-16.0000,-0.0554,-80.0000,-0.0554,-0.0001,-0.0034,1.04,0.0469,-94.0000,-0.0761,-0.0224,-0.1562,-0.0092,-0.1316
Homemade Juice,d6f19fa56665e191989db7a893806ea1,1014.45,5072.26,0.0139,324.4000,1622,0.0411,22.81,1240,0.1161,0.0637,2025-05-26,2025-06-29,1296.20,6480.99,0.0179,448.4000,2242.0000,0.0539,20.60,1726.0000,0.1425,0.0823,-281.75,-0.2174,-1408.73,-0.2174,-0.0040,-0.2228,-124.0000,-0.2765,-620.0000,-0.2765,-0.0128,-0.2367,2.21,0.1073,-486.0000,-0.2816,-0.0264,-0.1852,-0.0186,-0.2256
Olipop - Lemon Lime,d0f6c9eca03c9e01cc39075f92426076,226.50,1132.50,0.0031,61.8000,309,0.0078,23.88,273,0.1099,0.0220,2025-05-26,2025-06-29,286.21,1431.06,0.0039,78.2000,391.0000,0.0094,23.90,357.0000,0.1064,0.0280,-59.71,-0.2086,-298.56,-0.2086,-0.0008,-0.2141,-16.4000,-0.2097,-82.0000,-0.2097,-0.0016,-0.1662,-0.02,-0.0009,-84.0000,-0.2353,0.0034,0.0324,-0.0060,-0.2154
Maine Root Fountain Soda,53b139407870a7205e24a64b2ccf9eb2,656.83,2627.31,0.0072,207.7500,831,0.0211,21.51,670,0.1149,0.0507,2025-05-26,2025-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Side of Main,03d76c3a768e84f8c0bbad2f13d4188a,123.34,616.68,0.0017,25.0000,125,0.0032,20.47,88,0.1818,0.0682,2025-05-26,2025-06-29,117.04,585.19,0.0016,22.2000,111.0000,0.0027,,81.0000,0.1481,0.0988,6.30,0.0538,31.49,0.0538,0.0001,0.0465,2.8000,0.1261,14.0000,0.1261,0.0005,0.1882,,,7.0000,,0.0337,0.2273,-0.0306,-0.3097
Aramark Lamb Bowl,6e3e799a4f29f2f1d4705368c65c296e,1171.50,1171.50,0.0032,71.0000,71,0.0018,,0,0.0000,0.0000,2025-05-26,2025-06-29,1377.75,2755.50,0.0076,83.5000,167.0000,0.0040,,0.0000,0.0000,0.0000,-206.25,-0.1497,-1584.00,-0.5749,-0.0044,-0.5778,-12.5000,-0.1497,-96.0000,-0.5748,-0.0022,-0.5513,,,0.0000,,0.0000,0.0000,0.0000,0.0000
White Claw Black Cherry,38b9ffa29cdac00821757c471bef44e2,23.00,23.00,0.0001,5.0000,5,0.0001,,4,0.0000,0.0000,2025-05-26,2025-06-29,49.00,49.00,0.0001,11.0000,11.0000,0.0003,,9.0000,0.1111,0.0000,-26.00,-0.5306,-26.00,,-0.0001,-0.5339,-6.0000,-0.5455,-6.0000,,-0.0001,-0.5189,,,-5.0000,,-0.1111,-1.0000,0.0000,0.0000
Offsite Pop-Up Mango Lassi,8c04e63c7ef00004642cfeb2328f26e2,372.00,744.00,0.0020,62.0000,124,0.0031,,0,0.0000,0.0000,2025-05-26,2025-06-29,822.00,822.00,0.0023,137.0000,137.0000,0.0033,,0.0000,0.0000,0.0000,-450.00,-0.5474,-78.00,-0.0949,-0.0002,-0.1012,-75.0000,-0.5474,-13.0000,-0.0949,-0.0001,-0.0449,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Aloo Gobhi,d64c6c4491b32b7ee357a93508b45c4f,267.90,1339.50,0.0037,21.6000,108,0.0027,30.69,92,0.0978,0.0326,2025-05-26,2025-06-29,135.00,675.00,0.0019,10.6000,53.0000,0.0013,,48.0000,0.1042,0.0000,132.90,0.9844,664.50,0.9844,0.0018,0.9706,11.0000,1.0377,55.0000,,0.0015,1.1499,,,44.0000,,-0.0063,-0.0609,0.0326,0.0000
Masala Chai - Oat Milk,d1d6cda5119313e3fecde5947361fe9f,51.00,255.00,0.0007,10.4000,52,0.0013,,43,0.0698,0.0465,2025-05-26,2025-06-29,90.58,452.90,0.0012,20.2000,101.0000,0.0024,,81.0000,0.1605,0.0247,-39.58,-0.4370,-197.90,-0.4370,-0.0006,-0.4409,-9.8000,-0.4851,-49.0000,-0.4851,-0.0011,-0.4568,,,-38.0000,,-0.0907,-0.5653,0.0218,0.8838
Eurest APL Premium Bowl,5a4b4337af0e6c18a29cbff816f4f90b,1222.02,1222.02,0.0033,73.0000,73,0.0019,,0,0.0000,0.0000,2025-05-26,2025-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spicy Chili Chicken Bowl,f69c4f89d02ed8113b95711324f0c441,4984.21,24921.04,0.0682,377.6000,1888,0.0479,22.83,1531,0.1437,0.0647,2025-05-26,2025-06-29,4876.55,24382.76,0.0672,383.6000,1918.0000,0.0461,22.93,1620.0000,0.1556,0.0735,107.66,0.0221,538.28,0.0221,0.0010,0.0150,-6.0000,-0.0156,-30.0000,-0.0156,0.0018,0.0386,-0.10,-0.0042,-89.0000,-0.0549,-0.0119,-0.0762,-0.0088,-0.1197
Naan,29f3e38343ae99ac5524ed1ddb2b1d6e,662.06,3310.30,0.0091,197.8000,989,0.0251,26.06,790,0.1228,0.0506,2025-05-26,2025-06-29,412.45,2062.27,0.0057,204.4000,1022.0000,0.0246,23.06,795.0000,0.1195,0.0553,249.61,0.6052,1248.03,0.6052,0.0034,0.5940,-6.6000,-0.0323,-33.0000,-0.0323,0.0005,0.0210,3.00,0.1299,-5.0000,-0.0063,0.0033,0.0275,-0.0047,-0.0852
Samosa Chaat,ed1b49254bb3de73aa66c7b747f245fd,561.12,2805.60,0.0077,104.0000,520,0.0132,22.19,425,0.1412,0.0800,2025-05-26,2025-06-29,564.24,2821.18,0.0078,103.0000,515.0000,0.0124,21.45,441.0000,0.1270,0.0499,-3.12,-0.0055,-15.58,-0.0055,-0.0001,-0.0124,1.0000,0.0097,5.0000,0.0097,0.0008,0.0654,0.73,0.0341,-16.0000,-0.0363,0.0142,0.1118,0.0301,0.6036
Cauliflower + Quinoa,9e1e06a082e1a9f97e7cde96e99f413d,1283.33,6416.66,0.0176,107.6000,538,0.0136,22.65,460,0.1304,0.0435,2025-05-26,2025-06-29,1078.30,5391.51,0.0149,94.0000,470.0000,0.0113,24.52,413.0000,0.1574,0.0678,205.03,0.1901,1025.15,0.1901,0.0027,0.1819,13.6000,0.1447,68.0000,0.1447,0.0023,0.2077,-1.88,-0.0765,47.0000,0.1138,-0.0270,-0.1712,-0.0243,-0.3587
Open Water Sparkling Water,bd334657d0647a944bf877236ce1ddf7,39.54,197.70,0.0005,18.0000,90,0.0023,,62,0.0484,0.0000,2025-05-26,2025-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aramark Spicy Chicken Bowl,e5e070ba3de69a0c6db58c04cda5d8f3,4291.65,4291.65,0.0117,289.0000,289,0.0073,,0,0.0000,0.0000,2025-05-26,2025-06-29,3692.71,7385.42,0.0203,248.5000,497.0000,0.0119,,0.0000,0.0000,0.0000,598.94,0.1622,-3093.77,-0.4189,-0.0086,-0.4229,40.5000,0.1630,-208.0000,-0.4185,-0.0046,-0.3865,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Mango Lassi Soft Serve,5fcf149c10ea2c92c14aac3f08472cf1,38.75,155.00,0.0004,8.7500,35,0.0009,,25,0.1600,0.0400,2025-05-26,2025-06-29,392.85,1964.25,0.0054,94.2000,471.0000,0.0113,11.45,317.0000,0.1483,0.0568,-354.10,-0.9014,-1809.25,-0.9211,-0.0050,-0.9216,-85.4500,-0.9071,-436.0000,-0.9257,-0.0104,-0.9216,,,-292.0000,-0.9211,0.0117,0.0791,-0.0168,-0.2956
Cureate Chicken Bowl,126e8473129e588048f0015e6cb2f377,1538.60,1538.60,0.0042,140.0000,140,0.0036,,0,0.0000,0.0000,2025-05-26,2025-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Territory Ginger Curry Beef with Lemon Rice,038d29e5df63b8025e2c131c47b2cca1,565.76,565.76,0.0015,64.0000,64,0.0016,,0,0.0000,0.0000,2025-05-26,2025-06-29,680.68,680.68,0.0019,77.0000,77.0000,0.0019,,0.0000,0.0000,0.0000,-114.92,-0.1688,-114.92,-0.1688,-0.0003,-0.1746,-13.0000,-0.1688,-13.0000,,-0.0002,-0.1232,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Foodworks BYO Premium Bowl,678fc547ec346b2eab32edfd766b061e,4457.40,4457.40,0.0122,276.0000,276,0.0070,,0,0.0000,0.0000,2025-05-26,2025-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gift Card,e9baacf6e24fcad141d621243a818dcb,35.00,105.00,0.0003,1.0000,3,0.0001,,3,0.0000,0.0000,2025-05-26,2025-06-29,25.00,25.00,0.0001,1.0000,1.0000,0.0000,,1.0000,0.0000,0.0000,10.00,0.4000,80.00,,0.0002,3.1708,0.0000,0.0000,2.0000,,0.0001,2.1667,,,2.0000,,0.0000,0.0000,0.0000,0.0000
Eurest APL Mango Lassi,9a0bf59a4b9db1793f64f61415b8c75f,49.92,49.92,0.0001,8.0000,8,0.0002,,0,0.0000,0.0000,2025-05-26,2025-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chocolate Chai Soft Serve,78655f7be72fdfe241f44722d389b9a0,88.50,442.50,0.0012,27.6000,138,0.0035,8.77,82,0.1585,0.0244,2025-05-26,2025-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cureate Spicy Chili Chicken Bowl,6d620f02582697b83c280be892135ddc,1321.35,1321.35,0.0036,115.0000,115,0.0029,,0,0.0000,0.0000,2025-05-26,2025-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USHOR Bowl,25ffdb49a398fa0d4dccb7d664b8f116,5475.00,5475.00,0.0150,365.0000,365,0.0093,,0,0.0000,0.0000,2025-05-26,2025-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Territory Chickpea Bowl with Lemon Rice,f5d681c41318115585992251efa9ac4c,167.96,167.96,0.0005,26.0000,26,0.0007,,0,0.0000,0.0000,2025-05-26,2025-06-29,465.12,465.12,0.0013,72.0000,72.0000,0.0017,,0.0000,0.0000,0.0000,-297.16,-0.6389,-297.16,-0.6389,-0.0008,-0.6414,-46.0000,-0.6389,-46.0000,,-0.0011,-0.6193,,,0.0000,,0.0000,0.0000,0.0000,0.0000
White Claw Ruby Grapefruit,05177b7de4ad14b1affb6d7163cd33cf,9.00,9.00,0.0000,2.0000,2,0.0001,,2,0.0000,0.0000,2025-05-26,2025-06-29,23.00,23.00,0.0001,5.0000,5.0000,0.0001,,5.0000,0.0000,0.0000,-14.00,-0.6087,-14.00,,-0.0000,-0.6114,-3.0000,-0.6000,-3.0000,,-0.0001,-0.5750,,,-3.0000,,0.0000,0.0000,0.0000,0.0000
HUNGRY BYO Cauliflower & Potato Bowl,5ef40fa5b725328d79dc949b816ab4c5,525.00,525.00,0.0014,50.0000,50,0.0013,,0,0.0000,0.0000,2025-05-26,2025-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
