Menu item,Menu item,Item revenue per location,Item revenue,Item revenue (%),Items per location,Item volume,Item volume (%),AOV,Guests,Item return rate,Item re-order rate,Business date previous start,Business date previous end,Item revenue per location previous,Item revenue previous,Item revenue percentage previous,Item volume per location previous,Item volume previous,Item volume percentage previous,Item aov previous,Item guests previous,N day item return rate previous,N day item reorder rate previous,Item revenue per location absolute difference,Item revenue per location relative difference,Item revenue absolute difference,Item revenue relative difference,Item revenue percentage absolute difference,Item revenue percentage relative difference,Item volume per location absolute difference,Item volume per location relative difference,Item volume absolute difference,Item volume relative difference,Item volume percentage absolute difference,Item volume percentage relative difference,Item aov absolute difference,Item aov relative difference,Item guests absolute difference,Item guests relative difference,N day item return rate absolute difference,N day item return rate relative difference,N day item reorder rate absolute difference,N day item reorder rate relative difference
HUNGRY Sauces,3a80dc4304f5b9925ca7f047514b9796,81.00,162.00,0.0001,4.5000,9,0.0000,,0,0.0000,0.0000,2025-01-02,2025-08-25,540.00,540.00,0.0002,30.0000,30.0000,0.0001,,0.0000,0.0000,0.0000,-459.00,-0.8500,-378.00,-0.7000,-0.0002,-0.6814,-25.5000,-0.8500,-21.0000,,-0.0001,-0.6610,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Territory Coconut Curry Beef,0cfc6c1e1d140ee28906140b54a114ec,1577.00,1577.00,0.0008,190.0000,190,0.0008,,0,0.0000,0.0000,2025-01-02,2025-08-25,2241.00,2241.00,0.0010,270.0000,270.0000,0.0011,,0.0000,0.0000,0.0000,-664.00,-0.2963,-664.00,-0.2963,-0.0003,-0.2527,-80.0000,-0.2963,-80.0000,-0.2963,-0.0002,-0.2066,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Cureate Garlic Naan,b55962de3be62b1037bec9c9092a22a6,197.50,197.50,0.0001,50.0000,50,0.0002,,0,,,2025-01-02,2025-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUNGRY Butter Chicken Plate,ac4e06f377acd71cd80718c9b15cfab2,14.50,29.00,0.0000,1.0000,2,0.0000,,0,0.0000,0.0000,2025-01-02,2025-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUNGRY Chicken Tikka Masala Plate,41118118008e668ae27c453b613ba139,58.00,58.00,0.0000,4.0000,4,0.0000,,0,,,2025-01-02,2025-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mini Samosas (Individual),c93e0d808211661e5fb82c8b708a2089,50.00,50.00,0.0000,40.0000,40,0.0002,,0,,,2025-01-02,2025-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paneer Tikka Bowl,1680a4357e2ab3fb482a56d60603525a,18548.91,92744.57,0.0449,1415.2000,7076,0.0313,24.59,5410,0.2008,0.0972,2025-01-02,2025-08-25,19909.21,99546.03,0.0454,1595.8000,7979.0000,0.0313,24.86,5799.0000,0.2131,0.1107,-1360.29,-0.0683,-6801.46,-0.0683,-0.0005,-0.0107,-180.6000,-0.1132,-903.0000,-0.1132,-0.0000,-0.0002,-0.26,-0.0106,-389.0000,-0.0671,-0.0124,-0.0581,-0.0135,-0.1224
Olipop - Cola,4d0b025abdd9a6e15ab6db940ec09ec9,761.33,3806.63,0.0018,213.6000,1068,0.0047,24.12,924,0.1662,0.0323,2025-01-02,2025-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mango Lassi,612a2d386edc9534c9b0c2d1c8cb2290,17685.88,88429.42,0.0428,3403.4000,17017,0.0753,40.14,10226,0.1901,0.1113,2025-01-02,2025-08-25,18238.72,91193.61,0.0416,3907.4000,19537.0000,0.0767,31.37,11449.0000,0.2030,0.1202,-552.84,-0.0303,-2764.19,-0.0303,0.0012,0.0297,-504.0000,-0.1290,-2520.0000,-0.1290,-0.0014,-0.0180,8.77,0.2795,-1223.0000,-0.1068,-0.0129,-0.0637,-0.0089,-0.0743
Cureate Spicy Chili Chicken Bowl,6d620f02582697b83c280be892135ddc,2604.40,7813.20,0.0038,226.6667,680,0.0030,,0,0.0000,0.0000,2025-01-02,2025-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cucumber Raita,b6aef261062648a464a75abf3a88d636,373.16,1865.81,0.0009,137.4000,687,0.0030,25.13,530,0.1713,0.0506,2025-01-02,2025-08-25,334.88,1674.38,0.0008,114.4000,572.0000,0.0022,26.53,471.0000,0.1932,0.0637,38.29,0.1143,191.43,0.1143,0.0001,0.1833,23.0000,0.2010,115.0000,0.2010,0.0008,0.3546,-1.40,-0.0529,59.0000,0.1253,-0.0219,-0.1131,-0.0131,-0.2062
Tamarind Lamb Kebab,4ece4abfe00c29fbe8b3e5dd55ec2c38,144.71,578.85,0.0003,9.7500,39,0.0002,,38,,,2025-01-02,2025-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saag Chole,e7b06d260a320ee1e70d9b9577458895,27.00,135.00,0.0001,2.4000,12,0.0001,,9,0.0000,0.0000,2025-01-02,2025-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mumbai Mule,67d1bfb9997e4b071ac784559db138e7,30.00,30.00,0.0000,4.0000,4,0.0000,,4,0.0000,0.0000,2025-01-02,2025-08-25,386.16,1930.82,0.0009,49.8000,249.0000,0.0010,25.87,212.0000,0.1840,0.0377,-356.16,-0.9223,-1900.82,-0.9845,-0.0009,-0.9835,-45.8000,-0.9197,-245.0000,-0.9839,-0.0010,-0.9816,,,-208.0000,-0.9811,-0.1840,-1.0000,-0.0377,-1.0000
Tamarind Margarita,207daa5e782d92a1b35d4c847b42eb8c,25.00,25.00,0.0000,4.0000,4,0.0000,,3,0.0000,0.0000,2025-01-02,2025-08-25,683.81,3419.04,0.0016,91.0000,455.0000,0.0018,38.14,346.0000,0.1329,0.0231,-658.81,-0.9634,-3394.04,-0.9927,-0.0015,-0.9922,-87.0000,-0.9560,-451.0000,-0.9912,-0.0018,-0.9899,,,-343.0000,-0.9913,-0.1329,-1.0000,-0.0231,-1.0000
Chicken Tikka Bowl,19eee3ab8ae56d4fa56ef6ce1485693d,56982.22,284911.11,0.1380,4950.8000,24754,0.1096,19.42,17197,0.2017,0.1137,2025-01-02,2025-08-25,52942.38,264711.88,0.1208,4941.2000,24706.0000,0.0970,18.81,16687.0000,0.2074,0.1115,4039.85,0.0763,20199.23,0.0763,0.0173,0.1429,9.6000,0.0019,48.0000,0.0019,0.0126,0.1296,0.61,0.0325,510.0000,0.0306,-0.0057,-0.0276,0.0023,0.0203
Butter Chicken Burrito,037d8e4f48a3c66db8eaff8a4770bc84,18117.86,90589.30,0.0439,1466.6000,7333,0.0325,22.52,5672,0.1710,0.0769,2025-01-02,2025-08-25,15883.03,79415.16,0.0362,1361.4000,6807.0000,0.0267,22.23,5489.0000,0.1991,0.0785,2234.83,0.1407,11174.14,0.1407,0.0077,0.2113,105.2000,0.0773,526.0000,0.0773,0.0057,0.2145,0.29,0.0129,183.0000,0.0333,-0.0281,-0.1410,-0.0017,-0.0212
Greens + Grains Bowl,3a65db2934efc6fe92bd7535047b7ae0,8180.95,40904.75,0.0198,636.2000,3181,0.0141,19.38,2372,0.2746,0.1198,2025-01-02,2025-08-25,14210.28,71051.42,0.0324,1151.4000,5757.0000,0.0226,18.89,4044.0000,0.2638,0.1076,-6029.33,-0.4243,-30146.67,-0.4243,-0.0126,-0.3887,-515.2000,-0.4475,-2576.0000,-0.4475,-0.0085,-0.3770,0.49,0.0259,-1672.0000,-0.4135,0.0107,0.0406,0.0122,0.1135
Spicy Chili Chicken Bowl,f69c4f89d02ed8113b95711324f0c441,27237.44,136187.18,0.0660,2075.8000,10379,0.0459,22.59,7789,0.1937,0.0924,2025-01-02,2025-08-25,28891.26,144456.28,0.0659,2310.8000,11554.0000,0.0454,22.54,8389.0000,0.2170,0.1005,-1653.82,-0.0572,-8269.10,-0.0572,0.0001,0.0011,-235.0000,-0.1017,-1175.0000,-0.1017,0.0006,0.0128,0.05,0.0022,-600.0000,-0.0715,-0.0232,-0.1070,-0.0080,-0.0801
Spiced Cauli + Quinoa Bowl,1e8e6594ecff87b7c75c081bd791f412,7205.82,36029.12,0.0175,614.8000,3074,0.0136,22.77,2411,0.2101,0.0843,2025-01-02,2025-08-25,6104.60,30522.99,0.0139,544.2000,2721.0000,0.0107,23.19,2132.0000,0.2261,0.0896,1101.23,0.1804,5506.13,0.1804,0.0035,0.2535,70.6000,0.1297,353.0000,0.1297,0.0029,0.2736,-0.42,-0.0179,279.0000,0.1309,-0.0160,-0.0708,-0.0053,-0.0593
Side of Main,03d76c3a768e84f8c0bbad2f13d4188a,869.62,4348.10,0.0021,169.4000,847,0.0037,19.82,591,0.2694,0.0492,2025-01-02,2025-08-25,924.24,4621.19,0.0021,162.0000,810.0000,0.0032,19.99,540.0000,0.2574,0.0963,-54.62,-0.0591,-273.09,-0.0591,-0.0000,-0.0009,7.4000,0.0457,37.0000,0.0457,0.0006,0.1789,-0.17,-0.0087,51.0000,0.0944,0.0120,0.0467,-0.0471,-0.4888
Indaba Sauvignon Blanc-gl,c95747c2f48508d23228980862fbc7ec,67.20,336.00,0.0002,9.6000,48,0.0002,,43,0.1579,0.0000,2025-01-02,2025-08-25,106.81,534.05,0.0002,16.8000,84.0000,0.0003,,74.0000,0.0541,0.0135,-39.61,-0.3708,-198.05,-0.3708,-0.0001,-0.3319,-7.2000,-0.4286,-36.0000,,-0.0001,-0.3576,,,-31.0000,,0.1038,1.9211,-0.0135,-1.0000
Olipop - Root Beer,c16064aeb99eec0b8f7e38e0536ef4cd,56.25,225.00,0.0001,18.0000,72,0.0003,,60,0.2500,0.0000,2025-01-02,2025-08-25,983.69,4918.45,0.0022,274.6000,1373.0000,0.0054,25.58,1214.0000,0.1705,0.0478,-927.44,-0.9428,-4693.45,-0.9543,-0.0021,-0.9514,-256.6000,-0.9345,-1301.0000,-0.9476,-0.0051,-0.9408,,,-1154.0000,-0.9506,0.0795,0.4662,-0.0478,-1.0000
Spicy Chicken + Avocado,f4130c25d2ca93ff32100507b9969d8b,234.32,937.30,0.0005,16.0000,64,0.0003,,61,,,2025-01-02,2025-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chips + Chutney,405726360fa559701e5084184da18f6a,26.00,78.00,0.0000,8.6667,26,0.0001,,22,0.2857,0.0952,2025-01-02,2025-08-25,261.64,1308.19,0.0006,86.2000,431.0000,0.0017,23.33,365.0000,0.1973,0.0411,-235.64,-0.9006,-1230.19,-0.9404,-0.0006,-0.9367,-77.5333,-0.8995,-405.0000,-0.9397,-0.0016,-0.9320,,,-343.0000,-0.9397,0.0885,0.4484,0.0541,1.3175
Territory Sesame Peanut Noodle,4b6d98a10d0fb75d660e034ff484a476,2234.82,2234.82,0.0011,357.0000,357,0.0016,,0,0.0000,0.0000,2025-01-02,2025-08-25,2798.22,2798.22,0.0013,447.0000,447.0000,0.0018,,0.0000,0.0000,0.0000,-563.40,-0.2013,-563.40,-0.2013,-0.0002,-0.1519,-90.0000,-0.2013,-90.0000,-0.2013,-0.0002,-0.0997,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Borsao Granache Bottle,74885164beb64a214972d57a98f4bfb9,42.00,84.00,0.0000,1.5000,3,0.0000,,3,0.3333,0.0000,2025-01-02,2025-08-25,60.61,181.83,0.0001,2.3333,7.0000,0.0000,,7.0000,0.1429,0.0000,-18.61,-0.3070,-97.83,-0.5380,-0.0000,-0.5094,-0.8333,-0.3571,-4.0000,,-0.0000,-0.5185,,,-4.0000,,0.1905,1.3333,0.0000,0.0000
Cureate Naan,585713c9efdef330fe5b7268f1971e85,175.00,175.00,0.0001,50.0000,50,0.0002,,0,,,2025-01-02,2025-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUNGRY Chutneys + Dressings,891121449b5ee0d83dcf43d35180c4fa,90.00,180.00,0.0001,9.0000,18,0.0001,,0,0.0000,0.0000,2025-01-02,2025-08-25,381.00,381.00,0.0002,23.0000,23.0000,0.0001,,0.0000,0.0000,0.0000,-291.00,-0.7638,-201.00,-0.5276,-0.0001,-0.4983,-14.0000,-0.6087,-5.0000,,-0.0000,-0.1111,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Territory Ginger Curry Beef with Supergrains,926269fff309d3493adcd0c3c74f4f9e,81.20,81.20,0.0000,10.0000,10,0.0000,,0,0.0000,0.0000,2025-01-02,2025-08-25,470.96,470.96,0.0002,58.0000,58.0000,0.0002,,0.0000,0.0000,0.0000,-389.76,-0.8276,-389.76,-0.8276,-0.0002,-0.8169,-48.0000,-0.8276,-48.0000,,-0.0002,-0.8070,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Sweet Cardamom Yogurt,41ee76536ff2c1a60482dbe87b9869c6,460.60,2303.00,0.0011,148.4000,742,0.0033,19.52,533,0.2479,0.0648,2025-01-02,2025-08-25,573.97,2869.85,0.0013,194.8000,974.0000,0.0038,18.35,694.0000,0.2421,0.0980,-113.37,-0.1975,-566.85,-0.1975,-0.0002,-0.1478,-46.4000,-0.2382,-232.0000,-0.2382,-0.0005,-0.1412,1.17,0.0636,-161.0000,-0.2320,0.0058,0.0240,-0.0332,-0.3388
Spindrift - Lemon,9c741ccf6f8529297f729b75ce83a4f6,722.40,3612.02,0.0017,263.6000,1318,0.0058,23.17,1055,0.1947,0.0649,2025-01-02,2025-08-25,1058.74,5293.68,0.0024,377.0000,1885.0000,0.0074,22.40,1508.0000,0.1883,0.0557,-336.33,-0.3177,-1681.66,-0.3177,-0.0007,-0.2754,-113.4000,-0.3008,-567.0000,-0.3008,-0.0016,-0.2118,0.77,0.0344,-453.0000,-0.3004,0.0064,0.0338,0.0092,0.1651
Wild Kombucha - Mango Peach,c5637f01dae60eb3ac82016ed498641e,566.60,2833.00,0.0014,133.0000,665,0.0029,23.99,522,0.1571,0.0445,2025-01-02,2025-08-25,1122.43,5612.13,0.0026,230.2000,1151.0000,0.0045,27.19,1000.0000,0.2060,0.0460,-555.83,-0.4952,-2779.13,-0.4952,-0.0012,-0.4640,-97.2000,-0.4222,-486.0000,-0.4222,-0.0016,-0.3486,-3.20,-0.1177,-478.0000,-0.4780,-0.0489,-0.2375,-0.0015,-0.0325
Borsao Granache-gl,998ea9ae9225821e59f21b9bc4cbfe56,71.60,358.00,0.0002,10.2000,51,0.0002,,43,0.0938,0.0312,2025-01-02,2025-08-25,62.62,313.10,0.0001,9.8000,49.0000,0.0002,,42.0000,0.2381,0.0000,8.98,0.1434,44.90,0.1434,0.0000,0.2142,0.4000,0.0408,2.0000,,0.0000,0.1771,,,1.0000,,-0.1443,-0.6062,0.0312,0.0000
Mont Gravet Rose-gl,164ba12383ac667eb06ece5c9fccfefd,49.40,247.00,0.0001,7.6000,38,0.0002,,33,0.2500,0.0417,2025-01-02,2025-08-25,143.24,716.20,0.0003,22.8000,114.0000,0.0004,58.11,93.0000,0.2688,0.0538,-93.84,-0.6551,-469.20,-0.6551,-0.0002,-0.6338,-15.2000,-0.6667,-76.0000,-0.6667,-0.0003,-0.6250,,,-60.0000,,-0.0188,-0.0700,-0.0121,-0.2250
Eurest Double Protein Bowl,70ada3482a674616079f490abacaeb54,906.00,2718.00,0.0013,50.3333,151,0.0007,,0,0.0000,0.0000,2025-01-02,2025-08-25,324.00,648.00,0.0003,18.0000,36.0000,0.0001,,0.0000,0.0000,0.0000,582.00,1.7963,2070.00,3.1944,0.0010,3.4541,32.3333,1.7963,115.0000,,0.0005,3.7376,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Pabst Blue Ribbon,3027374bc15bcfd99f44f32db083bebf,79.00,79.00,0.0000,25.0000,25,0.0001,,11,0.3636,0.1818,2025-01-02,2025-08-25,309.59,309.59,0.0001,95.0000,95.0000,0.0004,,62.0000,0.1935,0.0968,-230.59,-0.7448,-230.59,-0.7448,-0.0001,-0.7290,-70.0000,-0.7368,-70.0000,,-0.0003,-0.7024,,,-51.0000,,0.1701,0.8788,0.0850,0.8788
Territory Chickpea Bowl with Lemon Rice,f5d681c41318115585992251efa9ac4c,1143.42,1143.42,0.0006,177.0000,177,0.0008,,0,0.0000,0.0000,2025-01-02,2025-08-25,4392.80,4392.80,0.0020,680.0000,680.0000,0.0027,,0.0000,0.0000,0.0000,-3249.38,-0.7397,-3249.38,-0.7397,-0.0015,-0.7236,-503.0000,-0.7397,-503.0000,-0.7397,-0.0019,-0.7066,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Fooda BYO Chicken Bowl,6a9d9d48ff14cc045deb3aed9b611e51,213.30,213.30,0.0001,15.0000,15,0.0001,,0,0.0000,0.0000,2025-01-02,2025-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pick 2 Combo Plate,d12f9ec63617f8719dc1657b8e76514e,3795.61,18978.07,0.0092,263.4000,1317,0.0058,27.25,1147,0.1455,0.0182,2025-01-02,2025-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bag,f6b5ab5a96e017f867590689d1e594a0,1.60,7.99,0.0000,160.8000,804,0.0036,20.67,726,0.3128,0.0468,2025-01-02,2025-08-25,-0.12,-0.60,-0.0000,5.6000,28.0000,0.0001,,24.0000,0.2083,0.0000,1.72,-14.3167,8.59,,0.0000,-15.1409,155.2000,27.7143,776.0000,,0.0034,31.3455,,,702.0000,,0.1045,0.5015,0.0468,0.0000
Masala Chai Soft Serve,18e2ad0e6e8d379c6c5cf8f72a9d1cf8,64.90,324.50,0.0002,14.6000,73,0.0003,,65,0.1915,0.0000,2025-01-02,2025-08-25,872.62,4363.10,0.0020,239.4000,1197.0000,0.0047,10.55,703.0000,0.2504,0.0640,-807.72,-0.9256,-4038.60,-0.9256,-0.0018,-0.9210,-224.8000,-0.9390,-1124.0000,-0.9390,-0.0044,-0.9313,,,-638.0000,-0.9075,-0.0589,-0.2351,-0.0640,-1.0000
White Claw Ruby Grapefruit,05177b7de4ad14b1affb6d7163cd33cf,108.60,108.60,0.0001,24.0000,24,0.0001,,23,0.1905,0.0476,2025-01-02,2025-08-25,163.15,163.15,0.0001,38.0000,38.0000,0.0001,,34.0000,0.2353,0.0588,-54.55,-0.3344,-54.55,-0.3344,-0.0000,-0.2932,-14.0000,-0.3684,-14.0000,,-0.0000,-0.2886,,,-11.0000,,-0.0448,-0.1905,-0.0112,-0.1905
Aramark Marriott Chicken Tikka Masala,8d5b32e1a1ac90d72c43a4bce72bae6d,6360.93,6360.93,0.0031,444.0000,444,0.0020,,0,0.0000,0.0000,2025-01-02,2025-08-25,9098.44,9098.44,0.0042,640.0000,640.0000,0.0025,,0.0000,0.0000,0.0000,-2737.51,-0.3009,-2737.51,-0.3009,-0.0011,-0.2576,-196.0000,-0.3063,-196.0000,-0.3063,-0.0005,-0.2178,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Wild Kombucha - Ginger,2800f7ea017d47701691d95876ecd531,494.26,2471.30,0.0012,145.2000,726,0.0032,21.86,450,0.1834,0.0544,2025-01-02,2025-08-25,817.50,4087.52,0.0019,174.4000,872.0000,0.0034,24.56,715.0000,0.2168,0.0503,-323.24,-0.3954,-1616.22,-0.3954,-0.0007,-0.3580,-29.2000,-0.1674,-146.0000,-0.1674,-0.0002,-0.0613,-2.70,-0.1100,-265.0000,-0.3706,-0.0334,-0.1541,0.0041,0.0813
Cureate Harvest Vegetables Bowl,fbc775834bc10f32cf904d5c3cf8ed5a,1044.05,1044.05,0.0005,95.0000,95,0.0004,,0,0.0000,0.0000,2025-01-02,2025-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indaba Sauvignon Blanc Bottle,04e74836fc8430d46168bb60882738b1,196.00,196.00,0.0001,7.0000,7,0.0000,,6,0.4000,0.2000,2025-01-02,2025-08-25,35.97,107.91,0.0000,1.3333,4.0000,0.0000,,4.0000,0.5000,0.0000,160.03,4.4490,88.09,0.8163,0.0000,0.9288,5.6667,4.2500,3.0000,,0.0000,0.9375,,,2.0000,,-0.1000,-0.2000,0.2000,0.0000
Fooda BYO Harvest Veg Bowl,4ae96dd6ccff77096adc6e5e28034897,28.44,56.88,0.0000,2.0000,4,0.0000,,0,0.0000,0.0000,2025-01-02,2025-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
