"period","menu","item_name","item_name_updated","menu_group","category_1","category_2","avg_cost","loaded_at"
"P02-2026","LOYALTY","Strawberry Lassi","Strawberry Lassi","DRINKS","Strawberry Lassi","Strawberry Lassi",1.2900,"2026-06-24 10:52:39.226402+00"
"P05-2026","FOOD - IN HOUSE","BYO Grain Bowl - In House","BYO Grain Bowl","BYO","BYO Bowl","Bowls",1.7222,"2026-06-24 10:52:39.580653+00"
"P05-2026","FOOD - IN HOUSE","BYO Greens + Grains Bowl - In House","BYO Greens + Grains Bowl","BYO","BYO Bowl","Bowls",1.7722,"2026-06-24 10:52:39.580653+00"
"P05-2026","FOOD - IN HOUSE","Burrito - In House","BYO Indian Burrito","BYO","BYO Indian Burrito","Burritos",3.2442,"2026-06-24 10:52:39.580653+00"
"P05-2026","FOOD - IN HOUSE","Chicken Tikka Bowl - In House","Chicken Tikka Bowl","BOWLS","Chicken Tikka Bowl","Bowls",2.8794,"2026-06-24 10:52:39.580653+00"
"P05-2026","FOOD - IN HOUSE","Spicy Chili Chicken Bowl - In House","Spicy Chili Chicken Bowl","BOWLS","Spicy Chili Chicken Bowl","Bowls",2.9094,"2026-06-24 10:52:39.580653+00"
"P05-2026","FOOD - IN HOUSE","Lamb Kebab Bowl - In House","Lamb Kebab Bowl","BOWLS","Lamb Kebab Bowl","Bowls",3.7851,"2026-06-24 10:52:39.580653+00"
"P05-2026","FOOD - IN HOUSE","Paneer Tikka Bowl - In House","Paneer Tikka Bowl","BOWLS","Paneer Tikka Bowl","Bowls",3.3106,"2026-06-24 10:52:39.580653+00"
"P05-2026","FOOD - IN HOUSE","Chicken Tikka + Avocado Salad - In House","Chicken Tikka + Avocado Salad","BOWLS","Chicken Tikka + Avocado Salad","Bowls",3.3806,"2026-06-24 10:52:39.580653+00"
"P02-2026","LOYALTY","Iced Oat Masala Chai","Iced Oat Masala Chai","DRINKS","Masala Chai","Masala Chai",1.8100,"2026-06-24 10:52:39.226402+00"
"P02-2026","LOYALTY","Open Water Still Water","Open Water Still Water","DRINKS","Open Water Still Water","Water",1.2000,"2026-06-24 10:52:39.226402+00"
"P02-2026","LOYALTY","Maine Root Fountain Soda","Maine Root Fountain Soda","DRINKS","Maine Root Fountain Soda","Canned Soda",0.3600,"2026-06-24 10:52:39.226402+00"
"P02-2026","LOYALTY","Homemade Juice","Homemade Juice","DRINKS","Homemade Juice","Homemade Juice",,"2026-06-24 10:52:39.226402+00"
"P02-2026","LOYALTY","Wild Kombucha - Mango Peach","Wild Kombucha - Mango Peach","DRINKS","Kombucha","Kombucha",3.2600,"2026-06-24 10:52:39.226402+00"
"P02-2026","LOYALTY","Olipop - Cola","Olipop - Cola","DRINKS","Olipop","Olipop",1.8600,"2026-06-24 10:52:39.226402+00"
"P02-2026","LOYALTY","Wild Kombucha - Ginger","Wild Kombucha - Ginger","DRINKS","Kombucha","Kombucha",3.2600,"2026-06-24 10:52:39.226402+00"
"P02-2026","LOYALTY","Spindrift - Grapefruit","Spindrift - Grapefruit","DRINKS","Spindrift","Spindrift",1.1100,"2026-06-24 10:52:39.226402+00"
"P02-2026","LOYALTY","Spindrift - Lemon","Spindrift - Lemon","DRINKS","Spindrift","Spindrift",1.1200,"2026-06-24 10:52:39.226402+00"
"P02-2026","LOYALTY","Open Water Sparkling Water","Open Water Sparkling Water","DRINKS","Open Water Sparkling Water","Water",1.1700,"2026-06-24 10:52:39.226402+00"
"P02-2026","LOYALTY","Olipop - Root Beer","Olipop - Root Beer","DRINKS","Olipop","Olipop",2.1600,"2026-06-24 10:52:39.226402+00"
"P02-2026","LOYALTY","Butter Chicken","Butter Chicken","CLASSIC INDIAN PLATES","Butter Chicken","Plates",3.2200,"2026-06-24 10:52:39.226402+00"
"P02-2026","LOYALTY","Chicken Tikka Masala","Chicken Tikka Masala","CLASSIC INDIAN PLATES","Chicken Tikka Masala","Plates",3.2200,"2026-06-24 10:52:39.226402+00"
"P02-2026","LOYALTY","Aloo Gobhi","Aloo Gobhi","CLASSIC INDIAN PLATES","Aloo Gobhi","Plates",2.3900,"2026-06-24 10:52:39.226402+00"
"P02-2026","LOYALTY","Paneer Butter Masala","Paneer Butter Masala","CLASSIC INDIAN PLATES","Paneer Butter Masala","Plates",3.5200,"2026-06-24 10:52:39.226402+00"
"P02-2026","LOYALTY","Saag Paneer","Saag Paneer","CLASSIC INDIAN PLATES","Saag Paneer","Plates",2.7000,"2026-06-24 10:52:39.226402+00"
"P02-2026","LOYALTY","Sweet Cardamom Yogurt","Sweet Cardamom Yogurt","SWEETS","Sweet Cardamom Yogurt","Sweet Cardamom Yogurt",0.8800,"2026-06-24 10:52:39.226402+00"
"P02-2026","LOYALTY","Kids Meal","Kids Meal","KIDS","Kids Meal","KIDS",1.0500,"2026-06-24 10:52:39.226402+00"
"P02-2026","IN HOUSE","Wild Kombucha - Mango Peach","Wild Kombucha - Mango Peach","Cold Drinks","Kombucha","Kombucha",3.2600,"2026-06-24 10:52:39.226402+00"
"P02-2026","IN HOUSE","Olipop - Lemon Lime","Olipop - Lemon Lime","Cold Drinks","Olipop","Olipop",1.8600,"2026-06-24 10:52:39.226402+00"
"P02-2026","IN HOUSE","Homemade Juice - In House","Homemade Juice","Cold Drinks","Homemade Juice","Homemade Juice",,"2026-06-24 10:52:39.226402+00"
"P02-2026","IN HOUSE","Olipop - Root Beer","Olipop - Root Beer","Cold Drinks","Olipop","Olipop",2.1600,"2026-06-24 10:52:39.226402+00"
"P02-2026","IN HOUSE","LaCroix - Lime","LaCroix - Lime","Cold Drinks","LaCroix","LaCroix",0.6100,"2026-06-24 10:52:39.226402+00"
"P02-2026","IN HOUSE","Spindrift - Grapefruit","Spindrift - Grapefruit","Cold Drinks","Spindrift","Spindrift",1.1100,"2026-06-24 10:52:39.226402+00"
"P02-2026","IN HOUSE","Spindrift - Lemon","Spindrift - Lemon","Cold Drinks","Spindrift","Spindrift",1.1200,"2026-06-24 10:52:39.226402+00"
"P02-2026","IN HOUSE","Olipop - Cola","Olipop - Cola","Cold Drinks","Olipop","Olipop",1.8600,"2026-06-24 10:52:39.226402+00"
"P02-2026","IN HOUSE","Mango Lassi","Mango Lassi","Cold Drinks","Mango Lassi","Mango Lassi",1.4900,"2026-06-24 10:52:39.226402+00"
"P02-2026","IN HOUSE","Open Water Still Water","Open Water Still Water","Cold Drinks","Open Water Still Water","Water",1.2000,"2026-06-24 10:52:39.226402+00"
"P02-2026","IN HOUSE","Open Water Sparkling Water","Open Water Sparkling Water","Cold Drinks","Open Water Sparkling Water","Water",1.1700,"2026-06-24 10:52:39.226402+00"
"P02-2026","IN HOUSE","Wild Kombucha - Ginger","Wild Kombucha - Ginger","Cold Drinks","Kombucha","Kombucha",3.2600,"2026-06-24 10:52:39.226402+00"
"P02-2026","IN HOUSE","Maine Root Fountain Soda - In House","Maine Root Fountain Soda","Cold Drinks","Maine Root Fountain Soda","Canned Soda",0.3600,"2026-06-24 10:52:39.226402+00"
"P02-2026","IN HOUSE","Icaro - Spearmint Yerba Mate","Icaro - Spearmint Yerba Mate","Cold Drinks","Icaro - Spearmint Yerba Mate","Icaro - Spearmint Yerba Mate",2.1200,"2026-06-24 10:52:39.226402+00"
"P02-2026","IN HOUSE","LaCroix - Grapefruit","LaCroix - Grapefruit","Cold Drinks","LaCroix","LaCroix",0.6200,"2026-06-24 10:52:39.226402+00"
"P02-2026","IN HOUSE","Iced Oat Masala Chai","Iced Oat Masala Chai","Cold Drinks","Masala Chai","Masala Chai",1.8100,"2026-06-24 10:52:39.226402+00"
"P02-2026","IN HOUSE","Fresh Young Coconut","Fresh Young Coconut","Cold Drinks","Fresh Young Coconut","Fresh Young Coconut",3.3300,"2026-06-24 10:52:39.226402+00"
"P02-2026","IN HOUSE","Strawberry Lassi","Strawberry Lassi","Cold Drinks","Strawberry Lassi","Strawberry Lassi",1.2900,"2026-06-24 10:52:39.226402+00"
"P02-2026","IN HOUSE","Mont Gravet Rose-gl","Mont Gravet Rose-gl","Wine","Mont Gravet Rose-gl","Mont Gravet Rose-gl",1.6800,"2026-06-24 10:52:39.226402+00"
"P02-2026","IN HOUSE","Borsao Granache-gl","Borsao Granache-gl","Wine","Borsao Granache-gl","Borsao Granache-gl",1.6500,"2026-06-24 10:52:39.226402+00"
"P02-2026","IN HOUSE","Indaba Sauvignon Blanc Bottle","Indaba Sauvignon Blanc Bottle","Wine","Indaba Sauvignon Blanc Bottle","Indaba Sauvignon Blanc Bottle",6.5400,"2026-06-24 10:52:39.226402+00"
"P02-2026","IN HOUSE","Borsao Granache Bottle","Borsao Granache Bottle","Wine","Borsao Granache Bottle","Borsao Granache Bottle",6.9500,"2026-06-24 10:52:39.226402+00"
"P02-2026","IN HOUSE","Indaba Sauvignon Blanc-gl","Indaba Sauvignon Blanc-gl","Wine","Indaba Sauvignon Blanc-gl","Indaba Sauvignon Blanc-gl",1.5500,"2026-06-24 10:52:39.226402+00"
"P02-2026","IN HOUSE","Tamarind Margarita","Tamarind Margarita","Liquor","Tamarind Margarita","Tamarind Margarita",2.2000,"2026-06-24 10:52:39.226402+00"
"P02-2026","IN HOUSE","Spiked Lassi","Spiked Lassi","Liquor","Spiked Lassi","Spiked Lassi",1.2300,"2026-06-24 10:52:39.226402+00"
"P02-2026","IN HOUSE","Masala Chai","Masala Chai","Hot Drinks","Masala Chai","Masala Chai",1.5100,"2026-06-24 10:52:39.226402+00"
"P02-2026","IN HOUSE","Masala Chai - Oat Milk","Masala Chai - Oat Milk","Hot Drinks","Masala Chai","Masala Chai",1.8300,"2026-06-24 10:52:39.226402+00"
"P02-2026","LOYALTY","Chicken Tikka Bowl","Chicken Tikka Bowl","CHEF CURATED BOWLS","Chicken Tikka Bowl","Bowls",0.6100,"2026-06-24 10:52:39.226402+00"
"P02-2026","LOYALTY","Spicy Chili Chicken Bowl","Spicy Chili Chicken Bowl","CHEF CURATED BOWLS","Spicy Chili Chicken Bowl","Bowls",0.6100,"2026-06-24 10:52:39.226402+00"
"P02-2026","LOYALTY","Paneer Tikka Bowl","Paneer Tikka Bowl","CHEF CURATED BOWLS","Paneer Tikka Bowl","Bowls",0.6100,"2026-06-24 10:52:39.226402+00"
"P02-2026","LOYALTY","Lamb Kebab Bowl","Lamb Kebab Bowl","CHEF CURATED BOWLS","Lamb Kebab Bowl","Bowls",0.6100,"2026-06-24 10:52:39.226402+00"
"P02-2026","LOYALTY","Masala Chai Cookies","Masala Chai Cookies","SWEETS","Masala Chai Cookies","Masala Chai Cookies",0.3300,"2026-06-24 10:52:39.226402+00"
"P02-2026","LOYALTY","Swirl Soft Serve","Swirl Soft Serve","SWEETS","Soft Serve","Soft Serve",0.9500,"2026-06-24 10:52:39.226402+00"
"P02-2026","LOYALTY","That Fire Hot Sauce - Side","That Fire Hot Sauce - Side","SIDES","That Fire Hot Sauce - Side","That Fire Hot Sauce - Side",0.4300,"2026-06-24 10:52:39.226402+00"
"P02-2026","LOYALTY","Cucumber Raita","Cucumber Raita","SIDES","Cucumber Raita","Cucumber Raita",0.4800,"2026-06-24 10:52:39.226402+00"
"P02-2026","LOYALTY","BYO Greens + Grains Bowl","BYO Greens + Grains Bowl","BUILD YOUR OWN BOWL","BYO Bowl","Bowls",0.6100,"2026-06-24 10:52:39.226402+00"
"P02-2026","LOYALTY","BYO Grain Bowl","BYO Grain Bowl","BUILD YOUR OWN BOWL","BYO Bowl","Bowls",0.6100,"2026-06-24 10:52:39.226402+00"
"P04-2026","DRINKS - IN HOUSE","Masala Chai","Masala Chai","Hot Drinks","Masala Chai","Masala Chai",1.6000,"2026-06-24 10:52:39.531888+00"
"P02-2026","IN HOUSE","Rupee Lager","Rupee Lager","Beer","Rupee Lager","Rupee Lager",1.9500,"2026-06-24 10:52:39.226402+00"
"P02-2026","IN HOUSE","Kingfisher","Kingfisher","Beer","Kingfisher","Kingfisher",1.5200,"2026-06-24 10:52:39.226402+00"
"P02-2026","IN HOUSE","DC Brau Pils","DC Brau Pils","Beer","DC Brau Pils","DC Brau Pils",1.5500,"2026-06-24 10:52:39.226402+00"
"P02-2026","IN HOUSE","Pabst Blue Ribbon","Pabst Blue Ribbon","Beer","Pabst Blue Ribbon","Pabst Blue Ribbon",0.9900,"2026-06-24 10:52:39.226402+00"
"P02-2026","IN HOUSE","White Claw Black Cherry","White Claw Black Cherry","Beer","White Claw Black Cherry","White Claw Black Cherry",1.4600,"2026-06-24 10:52:39.226402+00"
"P02-2026","IN HOUSE","White Claw Ruby Grapefruit","White Claw Ruby Grapefruit","Beer","White Claw Ruby Grapefruit","White Claw Ruby Grapefruit",1.4900,"2026-06-24 10:52:39.226402+00"
"P02-2026","IN HOUSE","Pabst Blue Ribbon - Gameday","Pabst Blue Ribbon - Gameday","Gameday","Pabst Blue Ribbon - Gameday","Pabst Blue Ribbon - Gameday",0.9900,"2026-06-24 10:52:39.226402+00"
"P03-2026","DELIVERY","Chicken Tikka + Avocado Salad","Chicken Tikka + Avocado Salad","BOWLS","Chicken Tikka + Avocado Salad","Bowls",0.6100,"2026-06-24 10:52:39.441597+00"
"P03-2026","DELIVERY","Spiced Cauli + Quinoa Bowl","Spiced Cauli + Quinoa Bowl","BOWLS","Cauliflower + Quinoa Bowl","Bowls",0.6100,"2026-06-24 10:52:39.441597+00"
"P03-2026","DELIVERY","Open Water Still Water","Open Water Still Water","DRINKS","Open Water Still Water","Water",1.2100,"2026-06-24 10:52:39.441597+00"
"P03-2026","DELIVERY","Open Water Sparkling Water","Open Water Sparkling Water","DRINKS","Open Water Sparkling Water","Water",1.1700,"2026-06-24 10:52:39.441597+00"
"P03-2026","DELIVERY","Spindrift - Lemon","Spindrift - Lemon","DRINKS","Spindrift","Spindrift",1.1200,"2026-06-24 10:52:39.441597+00"
"P03-2026","DELIVERY","Olipop - Lemon Lime","Olipop - Lemon Lime","DRINKS","Olipop","Olipop",1.8600,"2026-06-24 10:52:39.441597+00"
"P03-2026","DELIVERY","Maine Root Fountain Soda","Maine Root Fountain Soda","DRINKS","Maine Root Fountain Soda","Canned Soda",0.3600,"2026-06-24 10:52:39.441597+00"
"P03-2026","DELIVERY","Blossom Lassi","Blossom Lassi","DRINKS","Blossom Lassi","Drinks",1.3300,"2026-06-24 10:52:39.441597+00"
"P03-2026","DELIVERY","Masala Chai - Oat Milk","Masala Chai - Oat Milk","DRINKS","Masala Chai","Masala Chai",1.9300,"2026-06-24 10:52:39.441597+00"
"P03-2026","DELIVERY","Icaro - Spearmint Yerba Mate","Icaro - Spearmint Yerba Mate","DRINKS","Icaro - Spearmint Yerba Mate","Icaro - Spearmint Yerba Mate",2.1200,"2026-06-24 10:52:39.441597+00"
"P03-2026","DELIVERY","Olipop - Cola","Olipop - Cola","DRINKS","Olipop","Olipop",1.8600,"2026-06-24 10:52:39.441597+00"
"P03-2026","DELIVERY","Mango Lassi","Mango Lassi","DRINKS","Mango Lassi","Mango Lassi",1.4100,"2026-06-24 10:52:39.441597+00"
"P03-2026","DELIVERY","Iced Oat Masala Chai","Iced Oat Masala Chai","DRINKS","Masala Chai","Masala Chai",1.9200,"2026-06-24 10:52:39.441597+00"
"P03-2026","DELIVERY","Spindrift - Grapefruit","Spindrift - Grapefruit","DRINKS","Spindrift","Spindrift",1.0700,"2026-06-24 10:52:39.441597+00"
"P03-2026","DELIVERY","Wild Kombucha - Mango Peach","Wild Kombucha - Mango Peach","DRINKS","Kombucha","Kombucha",3.2600,"2026-06-24 10:52:39.441597+00"
"P03-2026","DELIVERY","Masala Chai","Masala Chai","DRINKS","Masala Chai","Masala Chai",1.6000,"2026-06-24 10:52:39.441597+00"
"P03-2026","DELIVERY","Wild Kombucha - Ginger","Wild Kombucha - Ginger","DRINKS","Kombucha","Kombucha",3.2600,"2026-06-24 10:52:39.441597+00"
"P03-2026","DELIVERY","Homemade Juice","Homemade Juice","DRINKS","Homemade Juice","Homemade Juice",,"2026-06-24 10:52:39.441597+00"
"P03-2026","DELIVERY","Handcrafted Juice for a Group - 1/2 Gallon","Handcrafted Juice for a Group - 1/2 Gallon","DRINKS","Handcrafted Juice for a Group - 1/2 Gallon","Drinks",,"2026-06-24 10:52:39.441597+00"
"P03-2026","DELIVERY","Chicken Tikka Masala","Chicken Tikka Masala","PLATES","Chicken Tikka Masala","Plates",3.3300,"2026-06-24 10:52:39.441597+00"
"P03-2026","DELIVERY","Aloo Gobhi","Aloo Gobhi","PLATES","Aloo Gobhi","Plates",2.2300,"2026-06-24 10:52:39.441597+00"
"P03-2026","DELIVERY","Paneer Tikka Masala","Paneer Tikka Masala","PLATES","Paneer Tikka Masala","Plates",3.5300,"2026-06-24 10:52:39.441597+00"
"P03-2026","DELIVERY","Lamb Kofta Korma","Lamb Kofta Korma","PLATES","Lamb Kofta Korma","Plates",3.9500,"2026-06-24 10:52:39.441597+00"
"P03-2026","DELIVERY","Saag Paneer","Saag Paneer","PLATES","Saag Paneer","Plates",2.7200,"2026-06-24 10:52:39.441597+00"
"P03-2026","DELIVERY","Saag Chole","Saag Chole","PLATES","Saag Chole","Plates",1.2500,"2026-06-24 10:52:39.441597+00"
"P03-2026","DELIVERY","Coconut Veggie Curry","Coconut Veggie Curry","PLATES","Coconut Veggie Curry","Plates",3.6300,"2026-06-24 10:52:39.441597+00"
"P03-2026","DELIVERY","Butter Chicken","Butter Chicken","PLATES","Butter Chicken","Plates",3.3300,"2026-06-24 10:52:39.441597+00"
"P03-2026","DELIVERY","Paneer Butter Masala","Paneer Butter Masala","PLATES","Paneer Butter Masala","Plates",3.5400,"2026-06-24 10:52:39.441597+00"
"P03-2026","DELIVERY","Pick 2 Combo Plate","Pick 2 Combo Plate","PLATES","Pick 2 Combo Plate","Plates",0.8000,"2026-06-24 10:52:39.441597+00"
"P03-2026","DELIVERY","Chicken Curry","Chicken Curry","PLATES","Chicken Curry","Plates",3.2700,"2026-06-24 10:52:39.441597+00"
"P03-2026","DELIVERY","Kids Meal","Kids Meal","KIDS","Kids Meal","KIDS",1.0500,"2026-06-24 10:52:39.441597+00"
"P03-2026","DELIVERY","Masala Chai Cookies","Masala Chai Cookies","SWEETS","Masala Chai Cookies","Masala Chai Cookies",0.3300,"2026-06-24 10:52:39.441597+00"
"P03-2026","DELIVERY","Sweet Cardamom Yogurt","Sweet Cardamom Yogurt","SWEETS","Sweet Cardamom Yogurt","Sweet Cardamom Yogurt",0.8100,"2026-06-24 10:52:39.441597+00"
"P03-2026","DELIVERY","Mini Samosas","Mini Samosas","SIDES","Mini Samosas","Mini Samosas",1.1700,"2026-06-24 10:52:39.441597+00"
"P03-2026","DELIVERY","Naan","Naan","SIDES","Naan","Naan",0.4900,"2026-06-24 10:52:39.441597+00"
"P03-2026","DELIVERY","Cucumber Raita","Cucumber Raita","SIDES","Cucumber Raita","Cucumber Raita",0.4300,"2026-06-24 10:52:39.441597+00"
"P03-2026","DELIVERY","That Fire Hot Sauce (Bottle)","That Fire Hot Sauce (Bottle)","SIDES","That Fire Hot Sauce (Bottle)","That Fire Hot Sauce (Bottle)",3.4100,"2026-06-24 10:52:39.441597+00"
"P03-2026","DELIVERY","Garlic Naan","Garlic Naan","SIDES","Garlic Naan","Garlic Naan",0.5900,"2026-06-24 10:52:39.441597+00"
"P03-2026","DELIVERY","Samosa Chaat","Samosa Chaat","SIDES","Samosa Chaat","Samosa Chaat",2.1900,"2026-06-24 10:52:39.441597+00"
"P03-2026","DELIVERY","That Fire Hot Sauce - Side","That Fire Hot Sauce - Side","SIDES","That Fire Hot Sauce - Side","That Fire Hot Sauce - Side",0.4400,"2026-06-24 10:52:39.441597+00"
"P03-2026","DELIVERY","Side of Sauce","Side of Sauce","SIDES","Side of Sauce","Side of Sauce",,"2026-06-24 10:52:39.441597+00"
"P03-2026","DELIVERY","Side of Veggie","Side of Veggie","SIDES","Side of Veggie","Side of Veggie",,"2026-06-24 10:52:39.441597+00"
"P03-2026","DELIVERY","Side of Main","Side of Main","SIDES","Side of Main","Side of Main",,"2026-06-24 10:52:39.441597+00"
"P03-2026","DELIVERY","Side of Grain","Side of Grain","SIDES","Side of Grain","Side of Grain",,"2026-06-24 10:52:39.441597+00"
"P03-2026","DELIVERY","Tandoori Paneer Burrito","Tandoori Paneer Burrito","BURRITOS","Tandoori Paneer Burrito","Burritos",1.0300,"2026-06-24 10:52:39.441597+00"
"P03-2026","DELIVERY","BYO Indian Burrito","BYO Indian Burrito","BURRITOS","BYO Indian Burrito","Burritos",1.0300,"2026-06-24 10:52:39.441597+00"
"P03-2026","DELIVERY","Butter Chicken Burrito","Butter Chicken Burrito","BURRITOS","Butter Chicken Burrito","Burritos",1.0300,"2026-06-24 10:52:39.441597+00"
"P03-2026","FOOD - IN HOUSE","Garlic Naan","Garlic Naan","SIDES","Garlic Naan","Garlic Naan",0.5900,"2026-06-24 10:52:39.441597+00"
"P03-2026","FOOD - IN HOUSE","Mini Samosas","Mini Samosas","SIDES","Mini Samosas","Mini Samosas",1.1700,"2026-06-24 10:52:39.441597+00"
"P03-2026","FOOD - IN HOUSE","Samosa Chaat","Samosa Chaat","SIDES","Samosa Chaat","Samosa Chaat",2.1900,"2026-06-24 10:52:39.441597+00"
"P03-2026","FOOD - IN HOUSE","Side of Main","Side of Main","SIDES","Side of Main","Side of Main",,"2026-06-24 10:52:39.441597+00"
"P03-2026","DELIVERY","BYO Greens + Grains Bowl","BYO Greens + Grains Bowl","BUILD YOUR OWN BOWL","BYO Bowl","Bowls",0.6100,"2026-06-24 10:52:39.441597+00"
"P03-2026","DELIVERY","BYO Salad Bowl","BYO Salad Bowl","BUILD YOUR OWN BOWL","BYO Bowl","Bowls",0.6100,"2026-06-24 10:52:39.441597+00"
"P03-2026","DELIVERY","Chicken Tikka Bowl","Chicken Tikka Bowl","BOWLS","Chicken Tikka Bowl","Bowls",0.6100,"2026-06-24 10:52:39.441597+00"
"P03-2026","DELIVERY","Paneer Tikka Bowl","Paneer Tikka Bowl","BOWLS","Paneer Tikka Bowl","Bowls",0.6100,"2026-06-24 10:52:39.441597+00"
"P03-2026","DELIVERY","Lamb Kebab Bowl","Lamb Kebab Bowl","BOWLS","Lamb Kebab Bowl","Bowls",0.6100,"2026-06-24 10:52:39.441597+00"
"P03-2026","DELIVERY","Spicy Chili Chicken Bowl","Spicy Chili Chicken Bowl","BOWLS","Spicy Chili Chicken Bowl","Bowls",0.6100,"2026-06-24 10:52:39.441597+00"
"P03-2026","FOOD - IN HOUSE","That Fire Hot Sauce (Bottle)","That Fire Hot Sauce (Bottle)","SIDES","That Fire Hot Sauce (Bottle)","That Fire Hot Sauce (Bottle)",3.4100,"2026-06-24 10:52:39.441597+00"
"P03-2026","FOOD - IN HOUSE","Cucumber Raita","Cucumber Raita","SIDES","Cucumber Raita","Cucumber Raita",0.4300,"2026-06-24 10:52:39.441597+00"
"P03-2026","FOOD - IN HOUSE","Roti","Roti","SIDES","Roti","Roti",0.6200,"2026-06-24 10:52:39.441597+00"
"P03-2026","FOOD - IN HOUSE","Chips + Chutney","Chips + Chutney","SIDES","Chips + Chutney","Chips + Chutney",0.7400,"2026-06-24 10:52:39.441597+00"
"P03-2026","FOOD - IN HOUSE","Naan","Naan","SIDES","Naan","Naan",0.4900,"2026-06-24 10:52:39.441597+00"
"P03-2026","FOOD - IN HOUSE","Side of Veggie","Side of Veggie","SIDES","Side of Veggie","Side of Veggie",,"2026-06-24 10:52:39.441597+00"
"P03-2026","FOOD - IN HOUSE","Side of Grain","Side of Grain","SIDES","Side of Grain","Side of Grain",,"2026-06-24 10:52:39.441597+00"
"P03-2026","FOOD - IN HOUSE","Side of Sauce","Side of Sauce","SIDES","Side of Sauce","Side of Sauce",,"2026-06-24 10:52:39.441597+00"
"P03-2026","FOOD - IN HOUSE","That Fire Hot Sauce - Side","That Fire Hot Sauce - Side","SIDES","That Fire Hot Sauce - Side","That Fire Hot Sauce - Side",0.4400,"2026-06-24 10:52:39.441597+00"
"P03-2026","FOOD - IN HOUSE","Paneer Tikka Bowl - In House","Paneer Tikka Bowl","BOWLS","Paneer Tikka Bowl","Bowls",3.3300,"2026-06-24 10:52:39.441597+00"
"P03-2026","FOOD - IN HOUSE","Spicy Chili Chicken Bowl - In House","Spicy Chili Chicken Bowl","BOWLS","Spicy Chili Chicken Bowl","Bowls",2.8600,"2026-06-24 10:52:39.441597+00"
"P03-2026","FOOD - IN HOUSE","Chicken Tikka Bowl - In House","Chicken Tikka Bowl","BOWLS","Chicken Tikka Bowl","Bowls",2.8400,"2026-06-24 10:52:39.441597+00"
"P03-2026","FOOD - IN HOUSE","Spiced Cauli + Quinoa Bowl","Spiced Cauli + Quinoa Bowl","BOWLS","Cauliflower + Quinoa Bowl","Bowls",2.9600,"2026-06-24 10:52:39.441597+00"
"P03-2026","FOOD - IN HOUSE","Chicken Tikka + Avocado Salad - In House","Chicken Tikka + Avocado Salad","BOWLS","Chicken Tikka + Avocado Salad","Bowls",2.8600,"2026-06-24 10:52:39.441597+00"
"P03-2026","FOOD - IN HOUSE","Lamb Kebab Bowl - In House","Lamb Kebab Bowl","BOWLS","Lamb Kebab Bowl","Bowls",3.4400,"2026-06-24 10:52:39.441597+00"
"P03-2026","FOOD - IN HOUSE","Harvest Chicken Bowl - In House","Harvest Chicken Bowl","BOWLS","Harvest Chicken Bowl","Bowls",3.2600,"2026-06-24 10:52:39.441597+00"
"P03-2026","FOOD - IN HOUSE","Shutdown Bowl - Chicken","Shutdown Bowl - Chicken","BOWLS","Shutdown Bowl","Bowls",2.8400,"2026-06-24 10:52:39.441597+00"
"P03-2026","FOOD - IN HOUSE","Masala Chai Cookies","Masala Chai Cookies","SWEETS","Masala Chai Cookies","Masala Chai Cookies",0.3300,"2026-06-24 10:52:39.441597+00"
"P03-2026","FOOD - IN HOUSE","Swirl Soft Serve","Swirl Soft Serve","SWEETS","Soft Serve","Soft Serve",0.8500,"2026-06-24 10:52:39.441597+00"
"P03-2026","FOOD - IN HOUSE","Masala Chai Soft Serve","Masala Chai Soft Serve","SWEETS","Soft Serve","Soft Serve",1.2500,"2026-06-24 10:52:39.441597+00"
"P03-2026","FOOD - IN HOUSE","Sweet Cardamom Yogurt","Sweet Cardamom Yogurt","SWEETS","Sweet Cardamom Yogurt","Sweet Cardamom Yogurt",0.8100,"2026-06-24 10:52:39.441597+00"
"P03-2026","FOOD - IN HOUSE","Vanilla Mango Lassi Soft Serve","Vanilla Mango Lassi Soft Serve","SWEETS","Soft Serve","Soft Serve",0.9300,"2026-06-24 10:52:39.441597+00"
"P03-2026","FOOD - IN HOUSE","Chocolate Chai Soft Serve","Chocolate Chai Soft Serve","SWEETS","Soft Serve","Soft Serve",0.8400,"2026-06-24 10:52:39.441597+00"
"P03-2026","FOOD - IN HOUSE","Mango Lassi Soft Serve","Mango Lassi Soft Serve","SWEETS","Soft Serve","Soft Serve",0.8400,"2026-06-24 10:52:39.441597+00"
"P03-2026","FOOD - IN HOUSE","BYO Grain Bowl - In House","BYO Grain Bowl","BYO","BYO Bowl","Bowls",1.7300,"2026-06-24 10:52:39.441597+00"
"P03-2026","FOOD - IN HOUSE","BYO Greens + Grains Bowl - In House","BYO Greens + Grains Bowl","BYO","BYO Bowl","Bowls",1.7500,"2026-06-24 10:52:39.441597+00"
"P03-2026","FOOD - IN HOUSE","Burrito - In House","BYO Indian Burrito","BYO","BYO Indian Burrito","Burritos",2.7100,"2026-06-24 10:52:39.441597+00"
"P03-2026","FOOD - IN HOUSE","BYO Salad Bowl - In House","BYO Salad Bowl","BYO","BYO Bowl","Bowls",1.9900,"2026-06-24 10:52:39.441597+00"
"P03-2026","FOOD - IN HOUSE","Tandoori Paneer Burrito - In House","Tandoori Paneer Burrito","BURRITOS","Tandoori Paneer Burrito","Burritos",3.3300,"2026-06-24 10:52:39.441597+00"
