"period","menu","item_name","item_name_updated","menu_group","category_1","category_2","avg_cost","loaded_at"
"P01-2026","LOYALTY","Maine Root Fountain Soda","Maine Root Fountain Soda","DRINKS","Maine Root Fountain Soda","Canned Soda",0.3600,"2026-06-24 10:52:38.141736+00"
"P01-2026","LOYALTY","Iced Oat Masala Chai","Iced Oat Masala Chai","DRINKS","Masala Chai","Masala Chai",1.8100,"2026-06-24 10:52:38.141736+00"
"P01-2026","LOYALTY","Fresh Young Coconut","Fresh Young Coconut","DRINKS","Fresh Young Coconut","Fresh Young Coconut",3.3300,"2026-06-24 10:52:38.141736+00"
"P01-2026","LOYALTY","Olipop - Root Beer","Olipop - Root Beer","DRINKS","Olipop","Olipop",2.1600,"2026-06-24 10:52:38.141736+00"
"P01-2026","LOYALTY","Wild Kombucha - Ginger","Wild Kombucha - Ginger","DRINKS","Kombucha","Kombucha",2.4800,"2026-06-24 10:52:38.141736+00"
"P01-2026","LOYALTY","Chicken Tikka + Avocado Salad","Chicken Tikka + Avocado Salad","CHEF CURATED BOWLS","Chicken Tikka + Avocado Salad","Bowls",0.6100,"2026-06-24 10:52:38.141736+00"
"P01-2026","LOYALTY","Lamb Kebab Bowl","Lamb Kebab Bowl","CHEF CURATED BOWLS","Lamb Kebab Bowl","Bowls",0.6100,"2026-06-24 10:52:38.141736+00"
"P01-2026","LOYALTY","Mango Lassi Soft Serve","Mango Lassi Soft Serve","SWEETS","Soft Serve","Soft Serve",0.9100,"2026-06-24 10:52:38.141736+00"
"P01-2026","LOYALTY","Indian Yogurt","Indian Yogurt","SWEETS","Indian Yogurt","Indian Yogurt",0.9000,"2026-06-24 10:52:38.141736+00"
"P01-2026","LOYALTY","Naan","Naan","SIDES","Naan","Naan",0.4900,"2026-06-24 10:52:38.141736+00"
"P04-2026","DELIVERY","BYO Grain Bowl","BYO Grain Bowl","BUILD YOUR OWN BOWL","BYO Bowl","Bowls",0.6100,"2026-06-24 10:52:39.531888+00"
"P04-2026","DELIVERY","BYO Greens + Grains Bowl","BYO Greens + Grains Bowl","BUILD YOUR OWN BOWL","BYO Bowl","Bowls",0.6100,"2026-06-24 10:52:39.531888+00"
"P04-2026","DELIVERY","BYO Salad Bowl","BYO Salad Bowl","BUILD YOUR OWN BOWL","BYO Bowl","Bowls",0.6100,"2026-06-24 10:52:39.531888+00"
"P04-2026","DELIVERY","Chicken Tikka Bowl","Chicken Tikka Bowl","BOWLS","Chicken Tikka Bowl","Bowls",0.6100,"2026-06-24 10:52:39.531888+00"
"P04-2026","DELIVERY","Paneer Tikka Bowl","Paneer Tikka Bowl","BOWLS","Paneer Tikka Bowl","Bowls",0.6100,"2026-06-24 10:52:39.531888+00"
"P04-2026","DELIVERY","Spicy Chili Chicken Bowl","Spicy Chili Chicken Bowl","BOWLS","Spicy Chili Chicken Bowl","Bowls",0.6100,"2026-06-24 10:52:39.531888+00"
"P04-2026","DELIVERY","Lamb Kebab Bowl","Lamb Kebab Bowl","BOWLS","Lamb Kebab Bowl","Bowls",0.6100,"2026-06-24 10:52:39.531888+00"
"P04-2026","DELIVERY","Spiced Cauli + Quinoa Bowl","Spiced Cauli + Quinoa Bowl","BOWLS","Cauliflower + Quinoa Bowl","Bowls",0.6100,"2026-06-24 10:52:39.531888+00"
"P04-2026","DELIVERY","Chicken Tikka + Avocado Salad","Chicken Tikka + Avocado Salad","BOWLS","Chicken Tikka + Avocado Salad","Bowls",0.6100,"2026-06-24 10:52:39.531888+00"
"P04-2026","DELIVERY","Open Water Still Water","Open Water Still Water","DRINKS","Open Water Still Water","Water",1.2600,"2026-06-24 10:52:39.531888+00"
"P04-2026","DELIVERY","Homemade Juice","Homemade Juice","DRINKS","Homemade Juice","Homemade Juice",,"2026-06-24 10:52:39.531888+00"
"P01-2026","LOYALTY","Masala Chai Cookies","Masala Chai Cookies","SWEETS","Masala Chai Cookies","Masala Chai Cookies",0.3300,"2026-06-24 10:52:38.141736+00"
"P01-2026","LOYALTY","Masala Chai Soft Serve","Masala Chai Soft Serve","SWEETS","Soft Serve","Soft Serve",1.3100,"2026-06-24 10:52:38.141736+00"
"P01-2026","LOYALTY","Sixpoint Bengali IPA","Sixpoint Bengali IPA","Beer","Sixpoint Bengali IPA","Sixpoint Bengali IPA",1.3500,"2026-06-24 10:52:38.141736+00"
"P01-2026","LOYALTY","Spiked Lassi","Spiked Lassi","LIQUOR","Spiked Lassi","Spiked Lassi",1.2400,"2026-06-24 10:52:38.141736+00"
"P01-2026","LOYALTY","Chicken Tikka Bowl","Chicken Tikka Bowl","CHEF CURATED BOWLS","Chicken Tikka Bowl","Bowls",0.6100,"2026-06-24 10:52:38.141736+00"
"P01-2026","LOYALTY","Spicy Chili Chicken Bowl","Spicy Chili Chicken Bowl","CHEF CURATED BOWLS","Spicy Chili Chicken Bowl","Bowls",0.6100,"2026-06-24 10:52:38.141736+00"
"P01-2026","LOYALTY","Cauliflower + Quinoa Bowl","Cauliflower + Quinoa Bowl","CHEF CURATED BOWLS","Cauliflower + Quinoa Bowl","Bowls",0.6100,"2026-06-24 10:52:38.141736+00"
"P01-2026","LOYALTY","Paneer Tikka Bowl","Paneer Tikka Bowl","CHEF CURATED BOWLS","Paneer Tikka Bowl","Bowls",0.6100,"2026-06-24 10:52:38.141736+00"
"P01-2026","LOYALTY","Tandoori Paneer Burrito","Tandoori Paneer Burrito","INDIAN BURRITOS","Tandoori Paneer Burrito","Burritos",1.0300,"2026-06-24 10:52:38.141736+00"
"P01-2026","LOYALTY","Mini Samosas","Mini Samosas","SIDES","Mini Samosas","Mini Samosas",1.1700,"2026-06-24 10:52:38.141736+00"
"P01-2026","LOYALTY","Swirl Soft Serve","Swirl Soft Serve","SWEETS","Soft Serve","Soft Serve",0.9500,"2026-06-24 10:52:38.141736+00"
"P01-2026","LOYALTY","BYO Grain Bowl","BYO Grain Bowl","BUILD YOUR OWN BOWL","BYO Bowl","Bowls",0.6100,"2026-06-24 10:52:38.141736+00"
"P01-2026","LOYALTY","BYO Salad Bowl","BYO Salad Bowl","BUILD YOUR OWN BOWL","BYO Bowl","Bowls",0.6100,"2026-06-24 10:52:38.141736+00"
"P01-2026","LOYALTY","Butter Chicken","Butter Chicken","CLASSIC INDIAN PLATES","Butter Chicken","Plates",3.2300,"2026-06-24 10:52:38.141736+00"
"P01-2026","LOYALTY","Kids Meal","Kids Meal","KIDS","Kids Meal","KIDS",1.0500,"2026-06-24 10:52:38.141736+00"
"P01-2026","LOYALTY","Mango Lassi","Mango Lassi","Cold Drinks","Mango Lassi","Mango Lassi",1.5100,"2026-06-24 10:52:38.141736+00"
"P02-2026","DELIVERY","BYO Grain Bowl","BYO Grain Bowl","BUILD YOUR OWN BOWL","BYO Bowl","Bowls",0.6100,"2026-06-24 10:52:39.226402+00"
"P02-2026","DELIVERY","BYO Greens + Grains Bowl","BYO Greens + Grains Bowl","BUILD YOUR OWN BOWL","BYO Bowl","Bowls",0.6100,"2026-06-24 10:52:39.226402+00"
"P02-2026","DELIVERY","BYO Salad Bowl","BYO Salad Bowl","BUILD YOUR OWN BOWL","BYO Bowl","Bowls",0.6100,"2026-06-24 10:52:39.226402+00"
"P02-2026","DELIVERY","Chicken Tikka Bowl","Chicken Tikka Bowl","BOWLS","Chicken Tikka Bowl","Bowls",0.6100,"2026-06-24 10:52:39.226402+00"
"P02-2026","DELIVERY","Lamb Kebab Bowl","Lamb Kebab Bowl","BOWLS","Lamb Kebab Bowl","Bowls",0.6100,"2026-06-24 10:52:39.226402+00"
"P02-2026","DELIVERY","Paneer Tikka Bowl","Paneer Tikka Bowl","BOWLS","Paneer Tikka Bowl","Bowls",0.6100,"2026-06-24 10:52:39.226402+00"
"P02-2026","DELIVERY","Chicken Tikka + Avocado Salad","Chicken Tikka + Avocado Salad","BOWLS","Chicken Tikka + Avocado Salad","Bowls",0.6100,"2026-06-24 10:52:39.226402+00"
"P02-2026","DELIVERY","Spicy Chili Chicken Bowl","Spicy Chili Chicken Bowl","BOWLS","Spicy Chili Chicken Bowl","Bowls",0.6100,"2026-06-24 10:52:39.226402+00"
"P02-2026","DELIVERY","Spiced Cauli + Quinoa Bowl","Spiced Cauli + Quinoa Bowl","BOWLS","Cauliflower + Quinoa Bowl","Bowls",0.6100,"2026-06-24 10:52:39.226402+00"
"P02-2026","DELIVERY","Chicken Tikka Masala","Chicken Tikka Masala","PLATES","Chicken Tikka Masala","Plates",3.2200,"2026-06-24 10:52:39.226402+00"
"P02-2026","DELIVERY","Paneer Tikka Masala","Paneer Tikka Masala","PLATES","Paneer Tikka Masala","Plates",3.5300,"2026-06-24 10:52:39.226402+00"
"P02-2026","DELIVERY","Aloo Gobhi","Aloo Gobhi","PLATES","Aloo Gobhi","Plates",2.3900,"2026-06-24 10:52:39.226402+00"
"P02-2026","DELIVERY","Lamb Kofta Korma","Lamb Kofta Korma","PLATES","Lamb Kofta Korma","Plates",4.3700,"2026-06-24 10:52:39.226402+00"
"P02-2026","DELIVERY","Saag Paneer","Saag Paneer","PLATES","Saag Paneer","Plates",2.7000,"2026-06-24 10:52:39.226402+00"
"P02-2026","DELIVERY","Paneer Butter Masala","Paneer Butter Masala","PLATES","Paneer Butter Masala","Plates",3.5200,"2026-06-24 10:52:39.226402+00"
"P02-2026","DELIVERY","Butter Chicken","Butter Chicken","PLATES","Butter Chicken","Plates",3.2200,"2026-06-24 10:52:39.226402+00"
"P02-2026","DELIVERY","Pick 2 Combo Plate","Pick 2 Combo Plate","PLATES","Pick 2 Combo Plate","Plates",0.8000,"2026-06-24 10:52:39.226402+00"
"P02-2026","DELIVERY","Chicken Curry","Chicken Curry","PLATES","Chicken Curry","Plates",3.1600,"2026-06-24 10:52:39.226402+00"
"P02-2026","DELIVERY","Coconut Veggie Curry","Coconut Veggie Curry","PLATES","Coconut Veggie Curry","Plates",3.7300,"2026-06-24 10:52:39.226402+00"
"P02-2026","DELIVERY","Saag Chole","Saag Chole","PLATES","Saag Chole","Plates",1.2400,"2026-06-24 10:52:39.226402+00"
"P02-2026","DELIVERY","Kids Meal","Kids Meal","KIDS","Kids Meal","KIDS",1.0500,"2026-06-24 10:52:39.226402+00"
"P02-2026","DELIVERY","Spindrift - Lemon","Spindrift - Lemon","DRINKS","Spindrift","Spindrift",1.1200,"2026-06-24 10:52:39.226402+00"
"P02-2026","DELIVERY","Open Water Still Water","Open Water Still Water","DRINKS","Open Water Still Water","Water",1.2000,"2026-06-24 10:52:39.226402+00"
"P02-2026","DELIVERY","Olipop - Cola","Olipop - Cola","DRINKS","Olipop","Olipop",1.8600,"2026-06-24 10:52:39.226402+00"
"P02-2026","DELIVERY","Open Water Sparkling Water","Open Water Sparkling Water","DRINKS","Open Water Sparkling Water","Water",1.1700,"2026-06-24 10:52:39.226402+00"
"P02-2026","DELIVERY","Mango Lassi","Mango Lassi","DRINKS","Mango Lassi","Mango Lassi",1.4900,"2026-06-24 10:52:39.226402+00"
"P02-2026","DELIVERY","Olipop - Lemon Lime","Olipop - Lemon Lime","DRINKS","Olipop","Olipop",1.8600,"2026-06-24 10:52:39.226402+00"
"P02-2026","DELIVERY","Masala Chai - Oat Milk","Masala Chai - Oat Milk","DRINKS","Masala Chai","Masala Chai",1.8300,"2026-06-24 10:52:39.226402+00"
"P02-2026","DELIVERY","Iced Oat Masala Chai","Iced Oat Masala Chai","DRINKS","Masala Chai","Masala Chai",1.8100,"2026-06-24 10:52:39.226402+00"
"P02-2026","DELIVERY","Spindrift - Grapefruit","Spindrift - Grapefruit","DRINKS","Spindrift","Spindrift",1.1100,"2026-06-24 10:52:39.226402+00"
"P02-2026","DELIVERY","Wild Kombucha - Mango Peach","Wild Kombucha - Mango Peach","DRINKS","Kombucha","Kombucha",3.2600,"2026-06-24 10:52:39.226402+00"
"P02-2026","DELIVERY","Masala Chai","Masala Chai","DRINKS","Masala Chai","Masala Chai",1.5100,"2026-06-24 10:52:39.226402+00"
"P02-2026","DELIVERY","Homemade Juice","Homemade Juice","DRINKS","Homemade Juice","Homemade Juice",,"2026-06-24 10:52:39.226402+00"
"P02-2026","DELIVERY","Maine Root Fountain Soda","Maine Root Fountain Soda","DRINKS","Maine Root Fountain Soda","Canned Soda",0.3600,"2026-06-24 10:52:39.226402+00"
"P02-2026","DELIVERY","Strawberry Lassi","Strawberry Lassi","DRINKS","Strawberry Lassi","Strawberry Lassi",1.2900,"2026-06-24 10:52:39.226402+00"
"P02-2026","DELIVERY","Wild Kombucha - Ginger","Wild Kombucha - Ginger","DRINKS","Kombucha","Kombucha",3.2600,"2026-06-24 10:52:39.226402+00"
"P02-2026","DELIVERY","Icaro - Spearmint Yerba Mate","Icaro - Spearmint Yerba Mate","DRINKS","Icaro - Spearmint Yerba Mate","Icaro - Spearmint Yerba Mate",2.1200,"2026-06-24 10:52:39.226402+00"
"P02-2026","DELIVERY","Olipop - Root Beer","Olipop - Root Beer","DRINKS","Olipop","Olipop",2.1600,"2026-06-24 10:52:39.226402+00"
"P02-2026","DELIVERY","Tandoori Paneer Burrito","Tandoori Paneer Burrito","BURRITOS","Tandoori Paneer Burrito","Burritos",1.0300,"2026-06-24 10:52:39.226402+00"
"P02-2026","DELIVERY","BYO Indian Burrito","BYO Indian Burrito","BURRITOS","BYO Indian Burrito","Burritos",1.0300,"2026-06-24 10:52:39.226402+00"
"P02-2026","DELIVERY","Butter Chicken Burrito","Butter Chicken Burrito","BURRITOS","Butter Chicken Burrito","Burritos",1.0300,"2026-06-24 10:52:39.226402+00"
"P02-2026","DELIVERY","Masala Chai Cookies","Masala Chai Cookies","SWEETS","Masala Chai Cookies","Masala Chai Cookies",0.3300,"2026-06-24 10:52:39.226402+00"
"P03-2026","APP","Olipop - Cola","Olipop - Cola","DRINKS","Olipop","Olipop",1.8600,"2026-06-24 10:52:39.441597+00"
"P02-2026","DELIVERY","Sweet Cardamom Yogurt","Sweet Cardamom Yogurt","SWEETS","Sweet Cardamom Yogurt","Sweet Cardamom Yogurt",0.8800,"2026-06-24 10:52:39.226402+00"
"P02-2026","DELIVERY","Mini Samosas","Mini Samosas","SIDES","Mini Samosas","Mini Samosas",1.1700,"2026-06-24 10:52:39.226402+00"
"P02-2026","DELIVERY","Naan","Naan","SIDES","Naan","Naan",0.4700,"2026-06-24 10:52:39.226402+00"
"P02-2026","DELIVERY","Cucumber Raita","Cucumber Raita","SIDES","Cucumber Raita","Cucumber Raita",0.4800,"2026-06-24 10:52:39.226402+00"
"P02-2026","DELIVERY","That Fire Hot Sauce - Side","That Fire Hot Sauce - Side","SIDES","That Fire Hot Sauce - Side","That Fire Hot Sauce - Side",0.4300,"2026-06-24 10:52:39.226402+00"
"P02-2026","DELIVERY","Garlic Naan","Garlic Naan","SIDES","Garlic Naan","Garlic Naan",0.5700,"2026-06-24 10:52:39.226402+00"
"P02-2026","DELIVERY","Samosa Chaat","Samosa Chaat","SIDES","Samosa Chaat","Samosa Chaat",2.2100,"2026-06-24 10:52:39.226402+00"
"P02-2026","DELIVERY","Side of Main","Side of Main","SIDES","Side of Main","Side of Main",,"2026-06-24 10:52:39.226402+00"
"P02-2026","DELIVERY","Side of Grain","Side of Grain","SIDES","Side of Grain","Side of Grain",,"2026-06-24 10:52:39.226402+00"
"P02-2026","DELIVERY","Side of Veggie","Side of Veggie","SIDES","Side of Veggie","Side of Veggie",,"2026-06-24 10:52:39.226402+00"
"P02-2026","DELIVERY","Side of Sauce","Side of Sauce","SIDES","Side of Sauce","Side of Sauce",,"2026-06-24 10:52:39.226402+00"
"P02-2026","DELIVERY","That Fire Hot Sauce (Bottle)","That Fire Hot Sauce (Bottle)","SIDES","That Fire Hot Sauce (Bottle)","That Fire Hot Sauce (Bottle)",3.3700,"2026-06-24 10:52:39.226402+00"
"P02-2026","DELIVERY","Chips + Chutney","Chips + Chutney","SIDES","Chips + Chutney","Chips + Chutney",0.7400,"2026-06-24 10:52:39.226402+00"
"P02-2026","IN HOUSE","Garlic Naan","Garlic Naan","SIDES","Garlic Naan","Garlic Naan",0.5700,"2026-06-24 10:52:39.226402+00"
"P02-2026","IN HOUSE","Mini Samosas","Mini Samosas","SIDES","Mini Samosas","Mini Samosas",1.1700,"2026-06-24 10:52:39.226402+00"
"P02-2026","IN HOUSE","Samosa Chaat","Samosa Chaat","SIDES","Samosa Chaat","Samosa Chaat",2.2100,"2026-06-24 10:52:39.226402+00"
"P02-2026","IN HOUSE","Side of Main","Side of Main","SIDES","Side of Main","Side of Main",,"2026-06-24 10:52:39.226402+00"
"P02-2026","IN HOUSE","That Fire Hot Sauce (Bottle)","That Fire Hot Sauce (Bottle)","SIDES","That Fire Hot Sauce (Bottle)","That Fire Hot Sauce (Bottle)",3.3700,"2026-06-24 10:52:39.226402+00"
"P02-2026","IN HOUSE","That Fire Hot Sauce - Side","That Fire Hot Sauce - Side","SIDES","That Fire Hot Sauce - Side","That Fire Hot Sauce - Side",0.4300,"2026-06-24 10:52:39.226402+00"
"P02-2026","IN HOUSE","Naan","Naan","SIDES","Naan","Naan",0.4700,"2026-06-24 10:52:39.226402+00"
"P02-2026","IN HOUSE","Side of Sauce","Side of Sauce","SIDES","Side of Sauce","Side of Sauce",,"2026-06-24 10:52:39.226402+00"
"P02-2026","IN HOUSE","Side of Veggie","Side of Veggie","SIDES","Side of Veggie","Side of Veggie",,"2026-06-24 10:52:39.226402+00"
"P02-2026","IN HOUSE","Cucumber Raita","Cucumber Raita","SIDES","Cucumber Raita","Cucumber Raita",0.4800,"2026-06-24 10:52:39.226402+00"
"P02-2026","IN HOUSE","Side of Grain","Side of Grain","SIDES","Side of Grain","Side of Grain",,"2026-06-24 10:52:39.226402+00"
"P02-2026","IN HOUSE","Roti","Roti","SIDES","Roti","Roti",0.6200,"2026-06-24 10:52:39.226402+00"
"P02-2026","IN HOUSE","Chips + Chutney","Chips + Chutney","SIDES","Chips + Chutney","Chips + Chutney",0.7400,"2026-06-24 10:52:39.226402+00"
"P02-2026","IN HOUSE","Paneer Tikka Bowl - In House","Paneer Tikka Bowl","BOWLS","Paneer Tikka Bowl","Bowls",3.3300,"2026-06-24 10:52:39.226402+00"
"P02-2026","IN HOUSE","Spicy Chili Chicken Bowl - In House","Spicy Chili Chicken Bowl","BOWLS","Spicy Chili Chicken Bowl","Bowls",2.8800,"2026-06-24 10:52:39.226402+00"
"P02-2026","IN HOUSE","Chicken Tikka Bowl - In House","Chicken Tikka Bowl","BOWLS","Chicken Tikka Bowl","Bowls",2.7800,"2026-06-24 10:52:39.226402+00"
"P02-2026","IN HOUSE","Spiced Cauli + Quinoa Bowl","Spiced Cauli + Quinoa Bowl","BOWLS","Cauliflower + Quinoa Bowl","Bowls",3.0600,"2026-06-24 10:52:39.226402+00"
"P02-2026","IN HOUSE","Harvest Chicken Bowl - In House","Harvest Chicken Bowl","BOWLS","Harvest Chicken Bowl","Bowls",3.2400,"2026-06-24 10:52:39.226402+00"
"P02-2026","IN HOUSE","Chicken Tikka + Avocado Salad - In House","Chicken Tikka + Avocado Salad","BOWLS","Chicken Tikka + Avocado Salad","Bowls",2.8200,"2026-06-24 10:52:39.226402+00"
"P02-2026","IN HOUSE","Lamb Kebab Bowl - In House","Lamb Kebab Bowl","BOWLS","Lamb Kebab Bowl","Bowls",3.7800,"2026-06-24 10:52:39.226402+00"
"P02-2026","IN HOUSE","Shutdown Bowl - Veg","Shutdown Bowl - Veg","BOWLS","Shutdown Bowl - Veg","Bowls",3.0100,"2026-06-24 10:52:39.226402+00"
"P02-2026","IN HOUSE","Masala Chai Cookies","Masala Chai Cookies","SWEETS","Masala Chai Cookies","Masala Chai Cookies",0.3300,"2026-06-24 10:52:39.226402+00"
"P02-2026","IN HOUSE","Swirl Soft Serve","Swirl Soft Serve","SWEETS","Soft Serve","Soft Serve",0.9500,"2026-06-24 10:52:39.226402+00"
"P02-2026","IN HOUSE","Masala Chai Soft Serve","Masala Chai Soft Serve","SWEETS","Soft Serve","Soft Serve",1.3200,"2026-06-24 10:52:39.226402+00"
"P02-2026","IN HOUSE","Sweet Cardamom Yogurt","Sweet Cardamom Yogurt","SWEETS","Sweet Cardamom Yogurt","Sweet Cardamom Yogurt",0.8800,"2026-06-24 10:52:39.226402+00"
"P02-2026","IN HOUSE","Vanilla Mango Lassi Soft Serve","Vanilla Mango Lassi Soft Serve","SWEETS","Soft Serve","Soft Serve",1.0000,"2026-06-24 10:52:39.226402+00"
"P02-2026","IN HOUSE","Mango Lassi Soft Serve","Mango Lassi Soft Serve","SWEETS","Soft Serve","Soft Serve",1.0000,"2026-06-24 10:52:39.226402+00"
"P02-2026","IN HOUSE","Chocolate Chai Soft Serve","Chocolate Chai Soft Serve","SWEETS","Soft Serve","Soft Serve",0.9100,"2026-06-24 10:52:39.226402+00"
"P02-2026","IN HOUSE","byo Greens + Grains Bowl - In House","BYO Greens + Grains Bowl","BYO","BYO Bowl","Bowls",1.7700,"2026-06-24 10:52:39.226402+00"
"P02-2026","IN HOUSE","byo Grain Bowl - In House","BYO Grain Bowl","BYO","BYO Bowl","Bowls",1.7500,"2026-06-24 10:52:39.226402+00"
"P02-2026","IN HOUSE","byo Salad Bowl - In House","BYO Salad Bowl","BYO","BYO Bowl","Bowls",2.0200,"2026-06-24 10:52:39.226402+00"
"P02-2026","IN HOUSE","Burrito - In House","BYO Indian Burrito","BYO","BYO Indian Burrito","Burritos",2.7600,"2026-06-24 10:52:39.226402+00"
"P02-2026","IN HOUSE","Tandoori Paneer Burrito - In House","Tandoori Paneer Burrito","BURRITOS","Tandoori Paneer Burrito","Burritos",3.3500,"2026-06-24 10:52:39.226402+00"
"P02-2026","IN HOUSE","Chicken Tikka Burrito - In House","Chicken Tikka Burrito","BURRITOS","Chicken Tikka Burrito","Burritos",3.0000,"2026-06-24 10:52:39.226402+00"
"P02-2026","IN HOUSE","Spicy Chicken Burrito - In House","Spicy Chicken Burrito","BURRITOS","Spicy Chicken Burrito","Burritos",2.6600,"2026-06-24 10:52:39.226402+00"
"P02-2026","IN HOUSE","Butter Chicken Burrito - In House","Butter Chicken Burrito","BURRITOS","Butter Chicken Burrito","Burritos",3.8700,"2026-06-24 10:52:39.226402+00"
"P02-2026","IN HOUSE","Saag Paneer - In House","Saag Paneer","PLATES","Saag Paneer","Plates",2.8200,"2026-06-24 10:52:39.226402+00"
"P02-2026","IN HOUSE","Chicken Tikka Masala - In House","Chicken Tikka Masala","PLATES","Chicken Tikka Masala","Plates",3.3400,"2026-06-24 10:52:39.226402+00"
"P02-2026","IN HOUSE","Aloo Gobhi - In House","Aloo Gobhi","PLATES","Aloo Gobhi","Plates",2.5100,"2026-06-24 10:52:39.226402+00"
"P02-2026","IN HOUSE","Pick 2 Combo Plate - In House","Pick 2 Combo Plate","PLATES","Pick 2 Combo Plate","Plates",0.9200,"2026-06-24 10:52:39.226402+00"
"P02-2026","IN HOUSE","Chicken Curry - In House","Chicken Curry","PLATES","Chicken Curry","Plates",3.2800,"2026-06-24 10:52:39.226402+00"
"P02-2026","IN HOUSE","Lamb Kofta Korma - In House","Lamb Kofta Korma","PLATES","Lamb Kofta Korma","Plates",4.4900,"2026-06-24 10:52:39.226402+00"
"P02-2026","IN HOUSE","Butter Chicken - In House","Butter Chicken","PLATES","Butter Chicken","Plates",3.3300,"2026-06-24 10:52:39.226402+00"
"P02-2026","IN HOUSE","Paneer Butter Masala - In House","Paneer Butter Masala","PLATES","Paneer Butter Masala","Plates",3.6400,"2026-06-24 10:52:39.226402+00"
"P02-2026","IN HOUSE","Saag Chole - In House","Saag Chole","PLATES","Saag Chole","Plates",1.3600,"2026-06-24 10:52:39.226402+00"
"P02-2026","IN HOUSE","Paneer Tikka Masala - In House","Paneer Tikka Masala","PLATES","Paneer Tikka Masala","Plates",3.6500,"2026-06-24 10:52:39.226402+00"
"P02-2026","IN HOUSE","Kids BYO - In House","Kids Meal","KIDS","Kids Meal","KIDS",0.9600,"2026-06-24 10:52:39.226402+00"
"P02-2026","LOYALTY","Garlic Naan","Garlic Naan","SIDES","Garlic Naan","Garlic Naan",0.5700,"2026-06-24 10:52:39.226402+00"
"P02-2026","LOYALTY","Samosa Chaat","Samosa Chaat","SIDES","Samosa Chaat","Samosa Chaat",2.2100,"2026-06-24 10:52:39.226402+00"
"P02-2026","LOYALTY","That Fire Hot Sauce (Bottle)","That Fire Hot Sauce (Bottle)","SIDES","That Fire Hot Sauce (Bottle)","That Fire Hot Sauce (Bottle)",3.3700,"2026-06-24 10:52:39.226402+00"
"P02-2026","LOYALTY","Side of Veggie","Side of Veggie","SIDES","Side of Veggie","Side of Veggie",,"2026-06-24 10:52:39.226402+00"
"P02-2026","LOYALTY","Side of Main","Side of Main","SIDES","Side of Main","Side of Main",,"2026-06-24 10:52:39.226402+00"
"P02-2026","LOYALTY","Mini Samosas","Mini Samosas","SIDES","Mini Samosas","Mini Samosas",1.1700,"2026-06-24 10:52:39.226402+00"
"P02-2026","LOYALTY","Naan","Naan","SIDES","Naan","Naan",0.4700,"2026-06-24 10:52:39.226402+00"
"P02-2026","LOYALTY","Side of Grain","Side of Grain","SIDES","Side of Grain","Side of Grain",,"2026-06-24 10:52:39.226402+00"
"P02-2026","LOYALTY","Chips + Chutney","Chips + Chutney","SIDES","Chips + Chutney","Chips + Chutney",0.7400,"2026-06-24 10:52:39.226402+00"
"P02-2026","LOYALTY","Side of Sauce","Side of Sauce","SIDES","Side of Sauce","Side of Sauce",,"2026-06-24 10:52:39.226402+00"
"P02-2026","LOYALTY","Spiced Cauli + Quinoa Bowl","Spiced Cauli + Quinoa Bowl","CHEF CURATED BOWLS","Cauliflower + Quinoa Bowl","Bowls",0.6100,"2026-06-24 10:52:39.226402+00"
"P02-2026","LOYALTY","Chicken Tikka + Avocado Salad","Chicken Tikka + Avocado Salad","CHEF CURATED BOWLS","Chicken Tikka + Avocado Salad","Bowls",0.6100,"2026-06-24 10:52:39.226402+00"
"P02-2026","LOYALTY","Butter Chicken Burrito","Butter Chicken Burrito","INDIAN BURRITOS","Butter Chicken Burrito","Burritos",1.0300,"2026-06-24 10:52:39.226402+00"
"P02-2026","LOYALTY","Tandoori Paneer Burrito","Tandoori Paneer Burrito","INDIAN BURRITOS","Tandoori Paneer Burrito","Burritos",1.0300,"2026-06-24 10:52:39.226402+00"
"P02-2026","LOYALTY","BYO Indian Burrito","BYO Indian Burrito","INDIAN BURRITOS","BYO Indian Burrito","Burritos",1.0300,"2026-06-24 10:52:39.226402+00"
"P02-2026","LOYALTY","BYO Salad Bowl","BYO Salad Bowl","BUILD YOUR OWN BOWL","BYO Bowl","Bowls",0.6100,"2026-06-24 10:52:39.226402+00"
"P02-2026","LOYALTY","Masala Chai - Oat Milk","Masala Chai - Oat Milk","DRINKS","Masala Chai","Masala Chai",1.8300,"2026-06-24 10:52:39.226402+00"
"P02-2026","LOYALTY","Mango Lassi","Mango Lassi","DRINKS","Mango Lassi","Mango Lassi",1.4900,"2026-06-24 10:52:39.226402+00"
"P02-2026","LOYALTY","Masala Chai","Masala Chai","DRINKS","Masala Chai","Masala Chai",1.5100,"2026-06-24 10:52:39.226402+00"
"P02-2026","LOYALTY","Olipop - Lemon Lime","Olipop - Lemon Lime","DRINKS","Olipop","Olipop",1.8600,"2026-06-24 10:52:39.226402+00"
"P02-2026","LOYALTY","Icaro - Spearmint Yerba Mate","Icaro - Spearmint Yerba Mate","DRINKS","Icaro - Spearmint Yerba Mate","Icaro - Spearmint Yerba Mate",2.1200,"2026-06-24 10:52:39.226402+00"
"P05-2026","FOOD - IN HOUSE","BYO Salad Bowl - In House","BYO Salad Bowl","BYO","BYO Bowl","Bowls",2.0987,"2026-06-24 10:52:39.580653+00"
