"period","recipe_name","clean_name","portion_unit","cogs_account","total_cost","cost_per_portion","loaded_at"
"P01-2026","MI BYO Lamb Kebab Bowl","BYO Lamb Kebab Bowl","Each",,2.8174,2.8174,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Cardamom Mint Julep","Cardamom Mint Julep","Each",,2.4715,2.4715,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Cardamom Mint Julep Growler","Cardamom Mint Julep Growler","Each",,13.5376,13.5376,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Cardamom Mint Julep Jar","Cardamom Mint Julep Jar","Each",,6.7689,6.7689,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Carrot Slaw","Carrot Slaw","Each",,0.0334,0.0334,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Carrot Slaw - Classic","Carrot Slaw - Classic","Each",,0.0427,0.0427,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Carrot Slaw - Desi Deluxe","Carrot Slaw - Desi Deluxe","Each",,0.0400,0.0400,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Carrot Slaw - Party Pack","Carrot Slaw - Party Pack","Each",,0.0500,0.0500,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Cater2Me Aloo Need Is Love","Cater2Me Aloo Need Is Love","Each",,2.5476,2.5476,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Cater2Me Aloo Need Is Love Salad","Cater2Me Aloo Need Is Love Salad","Each",,3.0050,3.0050,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Cater2Me Caul Me Maybe","Cater2Me Caul Me Maybe","Each",,2.7358,2.7358,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Cater2Me Chicken Tikka + Avocado Salad","Cater2Me Chicken Tikka + Avocado Salad","Each",,2.7688,2.7688,"2026-06-24 10:52:30.752709+00"
"P05-2026","MI Spicy Mango Chutney","Spicy Mango Chutney",,,,0.1777,"2026-06-24 22:34:39.379009+00"
"P01-2026","MI Cater2Me Eat Your Veggies","Cater2Me Eat Your Veggies","Each",,2.7393,2.7393,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Cater2Me Goa Your Own Way","Cater2Me Goa Your Own Way","Each",,5.0164,5.0164,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Cater2Me Goa Your Own Way Salad","Cater2Me Goa Your Own Way Salad","Each",,5.5148,5.5148,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Cater2Me Harvest Chicken Bowl","Cater2Me Harvest Chicken Bowl","Each",,3.2412,3.2412,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Cater2Me Home Cooking","Cater2Me Home Cooking","Each",,5.2701,5.2701,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Cater2Me Home Cooking Salad","Cater2Me Home Cooking Salad","Each",,5.6253,5.6253,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Cater2Me Open Sesame","Cater2Me Open Sesame","Each",,3.7159,3.7159,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Cater2Me Open Sesame Salad","Cater2Me Open Sesame Salad","Each",,4.2143,4.2143,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Cater2Me Spicy Chili Chicken Bowl","Cater2Me Spicy Chili Chicken Bowl","Each",,2.9067,2.9067,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Cater2Me Tandoori Paneer Bowl","Cater2Me Tandoori Paneer Bowl","Each",,3.5180,3.5180,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Cater2Me Tikka Chance On Me","Cater2Me Tikka Chance On Me","Each",,2.8871,2.8871,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Cater2Me Tikka Chance On Me Salad","Cater2Me Tikka Chance On Me Salad","Each",,3.3855,3.3855,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Catering Aloo Gobhi Tray","Catering Aloo Gobhi Tray","Each",,13.7922,13.7922,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Catering Budgeting Test","Catering Budgeting Test","Each",,1089.2900,1089.2900,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Catering Butter Chicken Tray","Catering Butter Chicken Tray","Each",,16.1758,16.1758,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Catering Chicken Curry Tray","Catering Chicken Curry Tray","Each",,15.1011,15.1011,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Catering Chicken Tikka Masala Tray","Catering Chicken Tikka Masala Tray","Each",,15.6389,15.6389,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Catering Coconut Vegetable Curry Tray","Catering Coconut Vegetable Curry Tray","Each",,20.3859,20.3859,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Catering Disposables","Catering Disposables","Each",,0.2832,0.2832,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Catering Lamb Kofta Korma Tray","Catering Lamb Kofta Korma Tray","Each",,25.4705,25.4705,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Catering Paneer Butter Masala Tray","Catering Paneer Butter Masala Tray","Each",,19.0749,19.0749,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Catering Paneer Tikka Masala Tray","Catering Paneer Tikka Masala Tray","Each",,18.5380,18.5380,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Catering Saag Chole Tray","Catering Saag Chole Tray","Each",,5.1934,5.1934,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Catering Saag Paneer Tray","Catering Saag Paneer Tray","Each",,16.7671,16.7671,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Catering Tray Disposables","Catering Tray Disposables","Each",,1.0336,1.0336,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Catering Utensils","Catering Utensils","Each",,0.0950,0.0950,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Caul Me Maybe - In House","Caul Me Maybe - In House","Each",,2.6164,2.6164,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Caul Me Maybe - Online","Caul Me Maybe - Online","Each",,0.6148,0.6148,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Cauliflower + Potato","Cauliflower + Potato","Each",,0.7993,0.7993,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Cauliflower + Potato - Catering - Additional Item","Cauliflower + Potato - Catering - Additional Item","Each",,10.9536,10.9536,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Cauliflower + Potato - Classic","Cauliflower + Potato - Classic","Each",,0.4276,0.4276,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Cauliflower + Potato - Desi Deluxe","Cauliflower + Potato - Desi Deluxe","Each",,0.3997,0.3997,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Cauliflower + Potato - Kids","Cauliflower + Potato - Kids","Each",,0.3997,0.3997,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Cauliflower + Potato - Party Pack","Cauliflower + Potato - Party Pack","Each",,0.4996,0.4996,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Cauliflower + Potato - Side","Cauliflower + Potato - Side","Each",,1.1192,1.1192,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Charred Eggplant","Charred Eggplant","Each",,0.2348,0.2348,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Charred Eggplant - Catering - Additional Item","Charred Eggplant - Catering - Additional Item","Each",,6.8326,6.8326,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Charred Eggplant - Classic","Charred Eggplant - Classic","Each",,0.1675,0.1675,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Charred Eggplant - Desi Deluxe","Charred Eggplant - Desi Deluxe","Each",,0.1566,0.1566,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Charred Eggplant - Party Pack","Charred Eggplant - Party Pack","Each",,0.1957,0.1957,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Charred Eggplant - Side","Charred Eggplant - Side","Each",,0.7462,0.7462,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Chicken Tikka","Chicken Tikka","Each",,0.6858,0.6858,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Chicken Tikka - Catering - Additional Item","Chicken Tikka - Catering - Additional Item","Each",,10.3912,10.3912,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Chicken Tikka - Classic","Chicken Tikka - Classic","Each",,0.4132,0.4132,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Chicken Tikka - Desi Deluxe","Chicken Tikka - Desi Deluxe","Each",,0.3926,0.3926,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Chicken Tikka - Kids","Chicken Tikka - Kids","Each",,0.3429,0.3429,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Chicken Tikka - Party Pack","Chicken Tikka - Party Pack","Each",,0.4715,0.4715,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Chicken Tikka + Avocado Salad - In House","Chicken Tikka + Avocado Salad - In House","Each",,2.6494,2.6494,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Chicken Tikka + Avocado Salad - Online","Chicken Tikka + Avocado Salad - Online","Each",,0.6148,0.6148,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Chicken Tikka Bowl - In House","Chicken Tikka Bowl - In House","Each",,2.7677,2.7677,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Chicken Tikka Bowl - Online","Chicken Tikka Bowl - Online","Each",,0.6148,0.6148,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Chicken Tikka Burrito - In House","Chicken Tikka Burrito - In House","Each",,2.8446,2.8446,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Chicken Tikka Burrito - Online","Chicken Tikka Burrito - Online","Each",,1.0268,1.0268,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Chicken Tikka Masala Bowl - OLD","Chicken Tikka Masala Bowl - OLD","Each",,3.5984,3.5984,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Chickpea Noodles","Chickpea Noodles","Each",,0.0091,0.0091,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Chili Lime Vinaigrette - Portion Cup","Chili Lime Vinaigrette - Portion Cup","Each",,0.1557,0.1557,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Chili Lime Vinaigrette Dressing","Chili Lime Vinaigrette","Each",,0.0905,0.0905,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Chips + Chutney","Chips + Chutney","Each",,0.7803,0.7803,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Chopped Cilantro","Chopped Cilantro","Each",,0.0242,0.0242,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Coconut Curry Shrimp Bowl - In House","Coconut Curry Shrimp Bowl - In House","Each",,5.1507,5.1507,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Coconut Curry Shrimp Bowl - Online","Coconut Curry Shrimp Bowl - Online","Each",,0.6148,0.6148,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Coconut Ginger - Catering - Additional Item","Coconut Ginger - Catering - Additional Item","Each",,7.0207,7.0207,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Coconut Ginger - Classic","Coconut Ginger - Classic","Each",,0.2229,0.2229,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Coconut Ginger - Desi Deluxe","Coconut Ginger - Desi Deluxe","Each",,0.2083,0.2083,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Coconut Ginger - Party Pack","Coconut Ginger - Party Pack","Each",,0.2603,0.2603,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Coconut Ginger Sauce","Coconut Ginger","Each",,0.8331,0.8331,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Combo Naan Basket Large","Combo Naan Basket Large","Each",,7.4887,7.4887,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Combo Naan Basket Small","Combo Naan Basket Small","Each",,4.2253,4.2253,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Coriander Chili Chutney","Coriander Chili Chutney","Each",,0.2262,0.2262,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Coriander Chili Chutney - Classic","Coriander Chili Chutney - Classic","Each",,0.1118,0.1118,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Coriander Chili Chutney - Desi Deluxe","Coriander Chili Chutney - Desi Deluxe","Each",,0.1249,0.1249,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Coriander Chili Chutney - Party Pack","Coriander Chili Chutney - Party Pack","Each",,0.1301,0.1301,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Coriander Chili Chutney - Portion Cup","Coriander Chili Chutney - Portion Cup","Each",,0.4102,0.4102,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Cotton and Reed Rum Shot","Cotton and Reed Rum Shot","Each",,1.2612,1.2612,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI CP Aloo Gobhi Plate - In House","CP Aloo Gobhi Plate - In House","Each",,2.2669,2.2669,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI CP Aloo Gobhi Plate - Online","CP Aloo Gobhi Plate - Online","Each",,2.1484,2.1484,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI CP Aloo Gobhi Plate - Side","CP Aloo Gobhi Plate - Side","Each",,1.3220,1.3220,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI CP Butter Chicken Plate - In House","CP Butter Chicken Plate - In House","Each",,3.3600,3.3600,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI CP Butter Chicken Plate - Online","CP Butter Chicken Plate - Online","Each",,3.2415,3.2415,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI CP Butter Chicken Plate - Side","CP Butter Chicken Plate - Side","Each",,2.0565,2.0565,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI CP Chicken Tikka Masala Plate - In House","CP Chicken Tikka Masala Plate - In House","Each",,3.2512,3.2512,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI CP Chicken Tikka Masala Plate - Online","CP Chicken Tikka Masala Plate - Online","Each",,3.1327,3.1327,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI CP Chicken Tikka Masala Plate - Side","CP Chicken Tikka Masala Plate - Side","Each",,1.9745,1.9745,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI CP Lamb Kofta Korma Plate - In House","CP Lamb Kofta Korma Plate - In House","Each",,4.2532,4.2532,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI CP Paneer Butter Masala Plate - In House","CP Paneer Butter Masala Plate - In House","Each",,3.7912,3.7912,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI CP Paneer Butter Masala Plate - Online","CP Paneer Butter Masala Plate - Online","Each",,3.6727,3.6727,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI CP Paneer Butter Masala Plate - Side","CP Paneer Butter Masala Plate - Side","Each",,2.3440,2.3440,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI CP Saag Paneer Plate - In House","CP Saag Paneer Plate - In House","Each",,2.8162,2.8162,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI CP Saag Paneer Plate - Online","CP Saag Paneer Plate - Online","Each",,2.6977,2.6977,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI CP Saag Paneer Plate - Side","CP Saag Paneer Plate - Side","Each",,1.6644,1.6644,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Cranberry Chutney","Cranberry Chutney","Each",,0.0897,0.0897,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Cucumber Cubes","Cucumber Cubes","Each",,0.0353,0.0353,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Cucumber Cubes - Classic","Cucumber Cubes - Classic","Each",,0.0424,0.0424,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Cucumber Cubes - Desi Deluxe","Cucumber Cubes - Desi Deluxe","Each",,0.0395,0.0395,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Cucumber Cubes - Party Pack","Cucumber Cubes - Party Pack","Each",,0.0494,0.0494,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Cucumber Raita","Cucumber Raita","Each",,0.4776,0.4776,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI DC Brau Pilsner 1 can","DC Brau Pilsner 1 can","Each",,1.5979,1.5979,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI DC Brau Pilsner 6 pack","DC Brau Pilsner 6 pack","Each",,9.5875,9.5875,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI DCSW Chicken Tikka Bowl","DCSW Chicken Tikka Bowl","Each",,2.3838,2.3838,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI DCSW Paneer Tikka Bowl","DCSW Paneer Tikka Bowl","Each",,3.0134,3.0134,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI DCSW Roasted Veggies Bowl","DCSW Roasted Veggies Bowl","Each",,2.5866,2.5866,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI DCSW Spicy Chicken Bowl","DCSW Spicy Chicken Bowl","Each",,2.1847,2.1847,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Eat Your Veggies - In House","Eat Your Veggies - In House","Each",,2.6199,2.6199,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Eat Your Veggies - Online","Eat Your Veggies - Online","Each",,0.6148,0.6148,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI EF Tours Reserved Seating","EF Tours Reserved Seating","Each",,3.3503,3.3503,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Eurest BYO Bowl","Eurest BYO Bowl","Each",,2.9635,2.9635,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Eurest BYO Double Protein Bowl","Eurest BYO Double Protein Bowl","Each",,3.8760,3.8760,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Eurest BYO Premium Bowl","Eurest BYO Premium Bowl","Each",,2.9773,2.9773,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Extra Veggie","Extra Veggie","Each",,0.2607,0.2607,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Feed the Fridge Chicken Bowl","Feed the Fridge Chicken Bowl","Each",,1.4733,1.4733,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Feed the Fridge Veg Bowl","Feed the Fridge Veg Bowl","Each",,1.4105,1.4105,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Food Fleet Chicken Tikka Bowl","Food Fleet Chicken Tikka Bowl","Each",,2.5971,2.5971,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Food Fleet Fannie Mae Bowl","Food Fleet Fannie Mae Bowl","Each",,2.9945,2.9945,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Food Fleet Google Bowl","Food Fleet Google Bowl","Each",,2.7088,2.7088,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Food Fleet Spicy Chili Chicken Bowl","Food Fleet Spicy Chili Chicken Bowl","Each",,2.6167,2.6167,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Fooda BYO Chicken Tikka Bowl","Fooda BYO Chicken Tikka Bowl","Each",,2.7301,2.7301,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Fooda BYO Harvest Veg Bowl","Fooda BYO Harvest Veg Bowl","Each",,2.9983,2.9983,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Fooda BYO Paneer Bowl","Fooda BYO Paneer Bowl","Each",,3.2609,3.2609,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Fooda BYO Spicy Chicken Bowl","Fooda BYO Spicy Chicken Bowl","Each",,2.7379,2.7379,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Fooda Chicken Curry Bowl","Fooda Chicken Curry Bowl","Each",,2.2267,2.2267,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Fooda Chicken Tikka Masala Bowl","Fooda Chicken Tikka Masala Bowl","Each",,2.2107,2.2107,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Fooda CloudHQ BYO Bowl","Fooda CloudHQ BYO Bowl","Each",,2.9090,2.9090,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Fooda Finnegan BYO Bowl","Fooda Finnegan BYO Bowl","Each",,2.9090,2.9090,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Fooda Qualtrics BYO Bowl","Fooda Qualtrics BYO Bowl","Each",,2.9090,2.9090,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Fooda Tandoori Paneer Bowl","Fooda Tandoori Paneer Bowl","Each",,2.7978,2.7978,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Fooda T-Mobile BYO Bowl","Fooda T-Mobile BYO Bowl","Each",,2.9090,2.9090,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Foodee Aloo Need Is Love","Foodee Aloo Need Is Love","Each",,2.5385,2.5385,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Foodee Caul Me Maybe","Foodee Caul Me Maybe","Each",,2.7358,2.7358,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Foodee Eat Your Veggies","Foodee Eat Your Veggies","Each",,2.7393,2.7393,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Foodee Tikka Chance On Me","Foodee Tikka Chance On Me","Each",,2.8871,2.8871,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Fresh Young Coconut","Fresh Young Coconut","Each",,3.3278,3.3278,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Garlic Naan","Garlic Naan","Each",,0.5966,0.5966,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Garlic Naan Basket Large","Garlic Naan Basket Large","Each",,6.9275,6.9275,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Garlic Naan Basket Small","Garlic Naan Basket Small","Each",,3.9447,3.9447,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Goa Your Own Way - In House","Goa Your Own Way - In House","Each",,4.8970,4.8970,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Goa Your Own Way - Online","Goa Your Own Way - Online","Each",,0.6148,0.6148,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Govt Shutdown Bowl - Chicken","Govt Shutdown Bowl - Chicken","Each",,2.7020,2.7020,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Govt Shutdown Bowl - Veg","Govt Shutdown Bowl - Veg","Each",,2.9702,2.9702,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Grain Bowl - In House","Grain Bowl - In House","Each",,1.7768,1.7768,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Grain Bowl - Online","Grain Bowl - Online","Each",,0.6148,0.6148,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Green Jackfruit","Green Jackfruit","Each",,0.7959,0.7959,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Greens + Grains Bowl - In House","Greens + Grains Bowl - In House","Each",,1.7977,1.7977,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Greens + Grains Bowl - Online","Greens + Grains Bowl - Online","Each",,0.6148,0.6148,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Harvest Chicken Bowl - In House","Harvest Chicken Bowl - In House","Each",,3.1977,3.1977,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Harvest Chicken Bowl - Online","Harvest Chicken Bowl - Online","Each",,0.6148,0.6148,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Harvest Vegetables - Catering - Additional Item","Harvest Vegetables - Catering - Additional Item","Each",,12.8874,12.8874,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Harvest Veggies","Roasted Vegetables","Each",,0.7871,0.7871,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Harvest Veggies - Classic","Harvest Veggies - Classic","Each",,0.5223,0.5223,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Harvest Veggies - Desi Deluxe","Harvest Veggies - Desi Deluxe","Each",,0.4961,0.4961,"2026-06-24 10:52:30.752709+00"
"P01-2026","Roasted Vegetables - Kids","Roasted Vegetables - Kids","Each",,0.3935,0.3935,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Harvest Veggies - Party Pack","Harvest Veggies - Party Pack","Each",,0.5963,0.5963,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Home Cooking - In House","Home Cooking - In House","Each",,5.1507,5.1507,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Home Cooking - Online","Home Cooking - Online","Each",,0.6148,0.6148,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Hot Masala Chai","Hot Masala Chai","Each",,1.5107,1.5107,"2026-06-24 10:52:30.752709+00"
"P01-2026","MI Hot Masala Chai - 3/4 Gallon","Hot Masala Chai - 3/4 Gallon","Each",,15.3029,15.3029,"2026-06-24 10:52:30.752709+00"
